id,label
8500187,Vendlincourt
8500190,Les Emibois
8500192,Le Bémont JU
8517417,Lachmatt
8500682,EuroAirport
8507228,Wänglismatten
8507520,Grosspeteranlage
8500194,Pré-Petitjean
8500195,La Combe
8500196,Bollement
8500200,Pieterlen
8500201,Lengnau BE
8500202,Grenchen Süd
8500206,Solothurn West
8500203,Bettlach
8500204,Selzach
8500210,Wangen an der Aare
8500211,Niederbipp
8500260,Crémines-Zoo
8503225,Ziegelbrücke
8503508,Dietikon
8503001,Zürich Altstetten
8503504,Baden
8504100,Fribourg/Freiburg
8504101,Düdingen
8504103,Flamatt
8504115,Thörishaus Dorf
8504117,Oberwangen
8504194,Laupen BE
8504410,Zollikofen
8504411,Münchenbuchsee
8504414,Lyss
8504441,Studen BE
8504483,Ins
8504486,Gümmenen
8504489,Bern Bümpliz Nord
8504495,Bern Stöckacker
8505000,Luzern
8506121,Romanshorn
8506302,St. Gallen
8507000,Bern
8507006,Münsingen
8507009,Uttigen
8507094,Uetendorf Allmend
8503221,Siebnen-Wangen
8507100,Thun
8508003,Hindelbank
8508004,Lyssach
8508064,Bätterkinden
8508005,Burgdorf
8508084,Kirchberg-Alchenflüh
8500208,Luterbach-Attisholz
8500209,Deitingen
8500286,Attiswil
8502000,Aarburg-Oftringen
8508008,Herzogenbuchsee
8500213,Oberbuchsiten
8500214,Egerkingen
8500215,Hägendorf
8500216,Wangen bei Olten
8500305,Frick
8501030,Nyon
8501031,Gland
8501035,Allaman
8501036,St-Prex
8501506,Sion
8501509,Sierre/Siders
8501601,Leuk
8501604,Raron
8502007,Sursee
8502021,Emmenbrücke
8502028,Emmenbrücke Gersag
8502042,Hochdorf Schönau
8502230,Zug Chollermüli
8502306,Hünenberg Chämleten
8503010,Zürich Enge
8503202,Thalwil
8503284,Biberbrugg
8504023,Romont FR
8500220,Dotzigen
8500221,Büren an der Aare
8504404,Aarberg
8504412,Schüpfen
8504413,Suberg-Grossaffoltern
8588063,Jakobsberg
8588768,Dreirosenbrücke
8588769,Feldbergstrasse
8500984,Arisdorf Olsbergerstrasse
8500238,"Bulle, Verdel"
8504863,"Marsens, village"
8504872,"Riaz, poste"
8504873,"La Roche FR, village"
8504881,"Fribourg/Freiburg, gare routière"
8504898,"Grangettes, village"
8504908,"Gumefens, Lac"
8504909,"Magnedens, bif. Fribourg"
8504911,"Villarvolard, village"
8578152,Kronenplatz
8578352,Schlossstrasse
8581062,Brausebad
8588071,Peter Merian
8588766,Bläsiring
8500255,"Aesch BL, Dorf"
8500697,"Hofstetten SO, Mariasteinstr."
8500261,Langendorf
8500262,Lommiswil
8500263,Im Holz
8500264,Oberdorf SO
8500265,Gänsbrunnen
8500266,Corcelles BE
8500267,Crémines
8500272,Solothurn Sternen
8500273,St. Katharinen
8500274,Feldbrunnen
8500275,Bei den Weihern
8500280,Solothurn Baseltor
8500283,Riedholz
8500285,Flumenthal
8500287,Wiedlisbach
8500288,Oberbipp
8500289,Buchli
8508193,Aarwangen Vorstadt
8500292,Klus
8500293,Thalbrücke
8500301,Rheinfelden
8500302,Möhlin
8500304,Eiken
8500303,Mumpf
8500313,Rheinfelden Augarten
8500322,Laufenburg
8503006,Zürich Oerlikon
8503312,Oberglatt ZH
8503313,Niederglatt ZH
8503405,Zweidlen
8503408,Rekingen AG
8503306,Dietlikon
8503411,Koblenz Dorf
8500380,"Gunzgen, Zentrum"
8500381,"Hägendorf, Bodenmatt"
8500382,"Härkingen, Pflug"
8500383,"Kappel SO, Kreuz"
8577907,"Hägendorf, Teufelsschlucht"
8572352,"Olten, Bahnhof"
8577908,"Hägendorf, Bahnhof"
8577994,"Lostorf, Dorfplatz"
8578000,"Stüsslingen, Jura"
8578002,Rohr b. Olten
8578003,"Stüsslingen, Burengasse"
8578023,"Härkingen, Lamm"
8500385,"Neuendorf, Kirche"
8500386,"Niederbuchsiten, Sonne"
8500387,"Rickenbach SO, Dorf"
8500986,"Wolfwil, Zentrum"
8500992,"Fulenbach, Oberdorf"
8500598,"Olten, Postplatz"
8502605,"Olten, Fustligweg"
8502614,"Wangen b. Olten, Danzmatt"
8502712,"Oftringen, Kreuzplatz"
8504345,"Wisen SO, Adliken"
8508862,"Kestenholz, Dörfli"
8510229,"Schönenwerd SO, Bahnhof Nord"
8577990,"Obergösgen, Dorf"
8578016,"Obergösgen, Bollenfeld"
8578024,"Gunzgen, Unterdorf"
8500388,"Wisen SO, Kirche"
8500480,"Röthenbach b. H., Post"
8508172,"Melchnau, Gjuch"
8508961,"Bützberg, Wyssenried"
8576898,"Wangen a.d.Aare, Aarenbrücke"
8500494,"Solothurn, Amthausplatz"
8500550,"Brugg AG, Brücke"
8500554,"Bözberg, Kirchbözberg"
8500556,"Mettau, Linde"
8500557,"Mettau, Post"
8500555,"Lauffohr, Dorf"
8500564,"Rüfenach AG, Dorf"
8500568,"Remigen, Abzw. Ueberthal"
8500572,"Villigen, Husberg"
8500552,"Rüfenach AG, Hinterrein"
8500558,"Mönthal, Unterdorf"
8500559,"Umiken, Mühlehalde"
8500560,"Oberhofen AG, Ausserdorf"
8500784,"Hottwil, Wendeplatz"
8500777,"Gansingen, Dorfplatz"
8500561,"Remigen, Zentrum"
8500563,"Riniken, Gemeindehaus"
8500569,"Gansingen, Oberbüren"
8500776,"Bürersteig, Passhöhe"
8500562,"Riniken, Post"
8500767,"Bözberg, Gemeindehaus"
8500785,"Wil AG, Mitteldorfstrasse"
8572486,"Lauffohr, Platte"
8500565,"Bözberg, Neustalden"
8500570,"Bözberg, Ursprung"
8500566,"Stilli, Villigerstrasse"
8500571,"Veltheim AG, Unterdorf"
8500574,"Veltheim AG, Wildenstein"
8500979,"Schinznach Dorf, Post"
8502557,"Auenstein, Kirche"
8500576,"Windisch, Zentrum"
8500577,"Windisch, Löwen"
8500578,"Windisch, Reformierte Kirche"
8502706,"Büblikon, Reusstal"
8502775,"Birmenstorf AG, Strählgass"
8572521,"Birrhard, Gemeindehaus"
8572523,"Windisch, Kurve"
8500579,"Bözberg, Egenwil"
8500583,"Frick, Bahnhof"
8500976,"Zeihen, Hohbächli"
8500977,"Densbüren, Gemeindehaus"
8500585,"Ittenthal, Dorfmitte"
8500982,"Ueken, Gemeindehaus"
8500983,"Kaisten, Gemeindehaus"
8572396,"Frick, Oberdorf"
8500588,"Rheinsulz, Dorf"
8572403,"Laufenburg, Bahnhof"
8500589,"Sulz AG, Bütz"
8500953,"Riniken, Bruggerstrasse"
8503685,"Kleindöttingen, Burlen"
8572402,"Laufenburg, Blauen"
8500591,"Asp AG, Abzw."
8500592,"Küttigen, Abzw. Giebel"
8500596,"Boningen, Kreuzplatz"
8500685,"Oensingen, Bauamt"
8500597,"Ramiswil, Dorf"
8500599,Salhöhe
8578651,"Erlinsbach, Sagi"
8500653,Ocourt
8500655,"Bärschwil, Dorf"
8500689,"Liesberg, Dorfplatz"
8500656,"Epiquerez, village"
8500657,"Montenol, école"
8500658,"Epauvillers, poste"
8500673,"Nenzlingen, Unterdorf"
8500686,"Dittingen, Himmelrich"
8500688,"Liesberg, Riederwald"
8500958,"Wahlen b. Laufen, Petersplatz"
8510077,"Metzerlen, Allmendhalle"
8500757,"Erschwil, Dorf"
8572177,"Dittingen, Industriezone Ried"
8572178,"Zwingen, Laufenstrasse"
8500674,"Balsthal, Bahnhof"
8500770,"Beinwil SO, Reh"
8500762,"Holderbank SO, Dorfplatz"
8500774,"Mümliswil, Bank"
8500989,"Waldenburg, Hauenstein"
8572193,"Beinwil SO, Oberbuchen"
8572314,"Balsthal, Post"
8572321,"Ramiswil, Mühle"
8500676,"Perrefitte, poste"
8500680,"Moutier, Hôtel de Ville"
8571944,"Châtelat, bif. sur le Pichoux"
8500677,"Damphreux, Sous la Côte"
8500695,"Metzerlen, Challstrasse"
8500954,"Röschenz, Dorfplatz"
8500683,"Windisch, Dägerli"
8500684,"Niederwil SO, Feuerwehrmagazin"
8572176,"Laufen, Ricola/Spilag"
8500690,"Möhlin, Post"
8500789,"Möhlin, Volg-Riburg"
8557111,"Rheinfelden, Salzbodenstrasse"
8500693,"St. Pantaleon, Degenmatt"
8500972,"Büren SO, Dorf"
8507317,"Flüh, Sternenbergstrasse"
8500698,"Hubersdorf, Dietrich"
8500699,"Günsberg, Glutzenberg"
8500750,"Balm b. Günsberg, Dorf"
8500700,"Saignelégier, La Theurre"
8500702,"Troistorrents, Es-Cortaz"
8500703,"Troistorrents, Les Mayettes"
8500704,"Morgins, Rière"
8500706,"Val-d'Illiez, L'Ayer"
8500707,"Val-d'Illiez, Les Fornets"
8500708,"Val-d'Illiez, Les Jeurs"
8500709,"Val-d'Illiez, Lisa"
8500710,Moosalp
8501650,"Leuk, Bahnhof"
8501717,"Visp, Lonzawerke"
8501964,"Zeneggen, Tola"
8500730,"Dully, Bourg d'Amont"
8500738,"Gilly, village"
8501870,"Aubonne, gare"
8505917,"Gimel, place de L'Union"
8500731,"Tartegnin, village"
8500732,"Vinzel, village"
8500733,"Luins, village"
8500734,"Bougy-Villars, centre"
8501855,"St-George, village"
8501862,"Signal-de-Bougy, Parc Pré Vert"
8500736,"Mont-sur-Rolle, Bugnaux"
8500737,"Mont-sur-Rolle, église"
8500739,"Les Cerniers, restaurant"
8500740,"Champoussin, village"
8501891,"Les Crosets, télécabine"
8500743,"Choëx, école"
8500744,"Morgins, Fenebet"
8500745,"Les Giettes, anc. poste"
8500746,"Les Giettes, La Loëx"
8500748,"Troistorrents, Thiésaz"
8500749,"Choëx, Troillet"
8500751,"Bellelay, poste"
8500758,"Les Genevez JU, poste"
8500885,"Les Genevez JU, bif.Le Prédame"
8504397,Sornetan
8500752,"Breitenbach, Dorfplatz"
8500754,"Brislach, Dorf"
8500957,"Grindel, Mitte"
8500753,Bretzwil Dorf
8500850,Bubendorf Zentrum
8500851,Ziefen Zentrum
8500755,"Büsserach, Schulhaus"
8500756,Les Cerlatez
8500759,"Goumois, douane"
8500769,"Les Pommerats, village"
8500888,"Les Reussilles, Sous-la-Sagne"
8571925,"Tramelan, Chalet"
8572179,"Zwingen, Schulhaus"
8572184,"Breitenbach, Ebne"
8500883,"Lajoux JU, Les Vacheries"
8500760,"Günsberg, Dorfplatz"
8507332,"Niederwil SO, Dorf"
8508776,"Oberbalmberg, Kurhaus"
8500763,"Langenbruck, Dorf"
8500764,"Beinwil SO, Neuhüsli"
8500765,"Nunningen, Post"
8500766,"Beinwil SO, Oberbeinwil"
8500768,Passwang
8500950,"Umiken, Oberdorf"
8503890,"Bözberg, Gallenkirch"
8500874,"Le Bémont JU, Grand-Creux"
8500878,"Glovelier, église"
8571933,"Saignelégier, Centre Loisirs"
8500772,"Wegenstetten, Oberdorf"
8500775,"Seewen SO, Herrenmatt"
8572131,"Grellingen, Neutal"
8572437,"Laufenburg, Kreisschule"
8500778,"Kilchberg BL, Gemeindehaus"
8500779,"Zeglingen, Unterdorf"
8500780,"Oltingen, Postplatz"
8572305,"Oltingen, Lehmatt"
8572309,"Rünenberg, Frohe Aussicht"
8500781,"Rünenberg, Mitteldorf"
8500782,"Wenslingen, Vorderdorf"
8500966,"Kienberg, Hirschen"
8500783,"Magden, Post"
8500854,Augst
8572239,Arisdorf Schulhaus
8572441,"Etzgen, Rheintalstrasse"
8500786,"Windisch, Habsburgstrasse"
8572251,"Rheinfelden, Töpferweg"
8572252,"Rheinfelden, Regionalspital"
8572256,"Möhlin, Hölzlistrasse"
8572258,"Möhlin, Dammstrasse"
8500799,Seltisberg Zentrum Schule
8500852,Reigoldswil Dorfplatz
8500855,Bubendorf Bad
8500857,Titterten Gemeindehaus
8500859,Liestal Stadion
8500853,Muttenz Waldhaus
8500960,Hersberg Dorf
8572248,"Olsberg, Chloster"
8577508,"Rheinfelden, Salmen-Park"
8578347,Augst Schwarzacker
8506070,Reigoldswil Bündten
8572212,Liestal Bahnhof
8500858,Liestal Radacker
8500971,Lupsingen Dorf
8500985,"Nuglar, Dorfplatz"
8503662,"Liestal, Bahnhof Süd"
8503676,Pratteln Schwimmbad
8504806,Lausen Bahnhof Süd
8506067,Lausen Ziegelmatt
8510216,Ziefen Untertal
8500860,"Montfaucon, Péchillard"
8500861,"Lajoux JU, poste"
8500881,"Lajoux JU, Cras-des-Mottes"
8500863,"Montfaucon, poste"
8500864,"Glovelier, la Roche"
8500865,"St-Brais, village"
8500866,Les Sairains
8500867,"Saulcy, village"
8500875,"Glovelier, La Morée"
8500868,Enson-la-Fin
8500869,Le Chésal
8500873,"Langenbruck, Dürrenberg"
8500877,"Soubey, village"
8500988,"St-Ursanne, Pont St-Jean/ville"
8500879,"Saulcy, Bonembez"
8500880,"Saulcy, bif. La Racine"
8500882,"Lajoux JU, laiterie"
8500884,Le Prédame
8571942,"Bellelay, Route de Moron"
8571926,"Les Reussilles, gare"
8572021,"Bassecourt, gare"
8500886,"Les Genevez JU, Les Vacheries"
8500887,"Les Genevez JU, Cernil-Bousset"
8500889,"Tramelan, place du Marché"
8578157,Neuweilerstrasse
8587001,Allschwil Dorf
8588773,Universitätsspital
8588774,Kaserne
8588775,Marktplatz
8588778,Münchensteinerstrasse
8588780,Schifflände
8589292,Allmendstrasse
8589289,Parkallee
8589306,Drei Linden
8589308,Ensisheimerstrasse
8578144,Kannenfeldplatz
8588767,Ciba
8500926,"Oetwil a.d.L., Schweizäcker"
8502508,"Spreitenbach, Raiacker"
8583214,"Birmensdorf ZH, Ristet"
8583870,"Birmensdorf ZH, Bahnhof Süd"
8587018,Kindhausen AG
8500949,"Simplon, Monte Leone"
8572448,"Gansingen, Unterbüren"
8503891,"Bözberg, Linn"
8572449,"Remigen, Stig"
8500963,"Ormalingen, Unterdorf"
8500996,Gelterkinden Post
8500964,"Rothenfluh, Hirschengasse"
8500965,"Anwil, Dorf"
8500997,"Hemmiken, Dorf"
8500978,"Herznach, Post"
8500981,"Himmelried, Dorf"
8572128,"Himmelried, vorderer Igraben"
8502685,"Rombach, Rombacherhof"
8572393,"Herznach, Oberherznach"
8572400,"Kaisten, Kaisterberg"
8572415,"Kaisten, Unterdorf"
8572361,"Fulenbach, Aaretränke"
8572235,Liestal Abzw. Hersberg
8572237,Arisdorf Weieren
8578159,Letten
8572240,Giebenach Lindenplatz
8578168,Felix Platter-Spital
8578169,Thomaskirche
8578195,Kriegacker
8578305,Birsfelden Sternenfeld
8578146,Friedrich-Miescher-Str.
8578148,EuroAirport Verwaltung
8578174,Gartenstrasse
8578340,Schulstrasse
8580373,Spalentor
8588770,Grosspeterstrasse
8501000,Zimeysa
8501001,La Plaine
8501002,Russin
8501003,Satigny
8501006,Meyrin
8501021,Genthod-Bellevue
8501022,Versoix
8501023,Coppet
8501200,Vevey
8501403,St-Maurice
8501011,Les Tuileries
8501012,Creux-de-Genthod
8501013,Pont-Céard
8501014,Mies
8501015,Tannay
8501020,Chambésy
8501033,Rolle
8516274,Chêne-Bourg
8501042,Etoy
8501048,Lonay-Préverenges
8501117,Bussigny
8501124,Cully
8501127,St-Saphorin
8501400,Aigle
8501402,Bex
8504144,Yverdon-Champ Pittet
8504181,Givisiez
8501045,Denges-Echandens
8501047,Morges-St-Jean
8501053,La Vuarpillière
8501055,Les Pralies
8501058,La Joy-Clinique
8501054,La Gottaz
8501059,Les Plantaz
8501056,Sus-Châtel
8501057,La Chèvrerie-Monteret
8501061,La Givrine
8501065,Le Muids
8501060,La Cure
8501062,St-Cergue
8501069,L'Asse
8501063,Arzier
8501064,Bassins
8501066,Genolier
8501067,Givrins
8501068,Trélex
8501080,Le Marais
8501081,Chigny
8501082,Chardonney-Château
8501083,Reverolle
8501084,Le Manège
8501085,Ballens-Froideville
8501087,Mauraz
8501088,Tuilerie
8501089,Villars-Bozon
8501093,Yens
8501094,Apples
8501090,Prélionne
8501091,Vufflens-le-Château
8501092,Bussy-Chardonney
8501095,Ballens
8501097,Pampigny-Sévery
8501098,Montricher
8501100,Le Pont
8501104,Le Day
8501105,Bretonnières
8501107,Arnex
8501106,Croy-Romainmôtier
8501108,La Sarraz
8501112,Chavornay
8501114,Eclépens
8501110,Ependes VD
8501111,Essert-Pittet
8501113,Bavois
8501115,Cossonay-Penthalaz
8501116,Vufflens-la-Ville
8501122,Lutry
8501123,Villette VD
8501198,Château-d'Oex La Palaz
8501203,Clarens
8501230,Glion-Alpes
8504011,Grandvaux
8504007,Moreillon
8504012,Puidoux
8504030,Villars-sur-Glâne
8504086,Bulle
8504200,Yverdon-les-Bains
8504201,Grandson
8501121,Pully
8501125,Epesses
8501126,Rivaz
8501151,Les Charbonnières
8501152,Le Séchey
8501153,Le Lieu
8501154,Les Esserts-de-Rive
8501155,Le Rocheray
8501156,Le Solliat-La Golisse
8501157,Le Sentier-L'Orient
8501159,Le Brassus
8501160,Lausanne-Chauderon
8501162,Union-Prilly
8588839,"Renens VD, av. du 14 Avril"
8591939,"Crissier, Zinguerie"
8591979,"Lausanne, Alpes"
8591988,"Lausanne, Bel-Air"
8591996,"Lausanne, Bois-Gentil"
8591999,"Lausanne, Bonne-Espérance"
8592000,"Lausanne, Bossons"
8501163,Prilly-Chasseur
8501164,Cery-Fleur-de-Lys
8501165,Jouxtens-Mézery
8501166,Romanel-sur-Lausanne
8501168,Vernand-Camarès
8501169,Cheseaux
8501170,Bel-Air LEB
8501171,Etagnières
8501172,Assens
8501173,Echallens
8501178,Grésaley
8501181,Lausanne-Flon
8501174,Sur Roche
8501175,Sugnens
8501176,Fey
8501177,Bercher
8501179,Pont-de-Drapel
8501191,Orbe
8501194,Les Granges (Orbe)
8501387,Les Cases
8501199,La Roulaz
8501229,Monthey-En Place
8501300,Montreux
8501303,Villeneuve VD
8501304,Roche VD
8501201,La Tour-de-Peilz
8501202,Burier
8501207,"Lausanne, Montelly"
8501208,"Lausanne, Provence"
8501209,"Lausanne, Malley"
8501217,"Chavannes-R., Crochy"
8510421,"Crissier, Chicorée"
8582065,"Morrens VD, Grande Salle"
8583748,"Villars-Ste-Croix, En Coulaye"
8501210,"Lausanne, Bourdonnette"
8504652,"Echichens, village"
8504656,"Romanel-sur-Morges, poste"
8506410,"St-Prex, Pont Rouge"
8506417,"Romanel-sur-M., Moulin-du-Choc"
8570069,"Morges, La Tour"
8570070,Marcelin (Morges)
8570072,"Monnaz, Tresy"
8570080,"Apples, Hôtel de Commune"
8570082,"Tolochenaz, La Plantaz"
8570083,"Tolochenaz, pl. Audrey Hepburn"
8591986,"Lausanne, Beau-Rivage"
8501211,"Chavannes-R., UNIL-Chamberonne"
8501212,"Chavannes-R., UNIL-Mouline"
8501213,"Ecublens VD, UNIL-Sorge"
8501214,"Ecublens VD, EPFL"
8530749,"Renens VD, gare"
8588845,"Crissier, Timonet"
8501215,"Ecublens VD, Bassenges"
8501216,"Ecublens VD, Cerisaie"
8501218,"Ecublens VD, Epenex"
8501221,"Muraz (Collombey), Paquaire"
8501448,Champéry
8501452,St-Triphon-Gare
8501458,Villy
8501258,La Forclaz VS
8501293,"La Sage, Villaz"
8501746,"Euseigne, village"
8501747,Ferpècle
8501750,"Arolla, poste"
8501260,Gilamont
8501262,Hauteville
8501263,Château-d'Hauteville
8501264,St-Légier-Village
8501265,La Chiésaz
8501266,Château-de-Blonay
8501267,"Orbe, poste"
8501980,"Vuarrengel, Laiterie"
8501981,"Grandson, Corcelettes"
8502505,"Mauborget, Les Pièces"
8504152,"Combremont-le-Grand, village"
8504159,"Sassel, village"
8504458,"Cheseaux-N., gymnase d'Yverdon"
8504759,"Pailly, village"
8503604,"Orbe, Taborneires"
8504774,"Yverdon-les-Bains, gare"
8507686,"Mathod, Bras d'Or"
8570246,"Orbe, Les Mosaïques"
8570247,"Orbe, Montchoisi"
8570200,"Chavornay, gare"
8570237,"Orbe, collège"
8570248,"Orbe, hôpital"
8577202,"Orbe, Chantemerle"
8579115,"Montcherand, haut du village"
8579905,"L'Abergement, village"
8579906,"Ballaigues, Maillefer"
8579910,"Vallorbe, Eterpaz"
8579911,"Vallorbe, collège"
8579912,"Vallorbe, place de la Liberté"
8501268,"Colombier VD, poste"
8501269,"Vullierens, village"
8504655,"Monnaz, village"
8509379,"Cossonay-Ville, Chavannes"
8510446,"Morges, Longeraie"
8510538,"Vullierens, Abbaye"
8507283,"Gollion, L'Arzillier"
8501270,"Törbel, Furen"
8571119,"Törbel, Ueberfeld"
8501271,"Saxé, Café des Amis"
8501272,"Branson, village"
8501273,"Fully, Pont de la Louye"
8501274,"Fully, poste"
8501277,Lully VD
8501278,"Denens, Cigognes"
8501280,St-Légier-Gare
8501281,Blonay
8501282,Prélaz-sur-Blonay
8501283,Tusinge
8501284,Les Chevalleyres
8501285,Fayaux
8501286,Ondallaz-L'Alliaz
8501287,Lally
8501288,Les Pléiades
8501289,"Duillier, centre communal"
8501292,"Martigny, gare"
8501294,"Leytron, anc. poste"
8501983,"Saillon, Collombeyres"
8501994,"Sion, poste/gare"
8504650,Mazembroz
8570702,"Vétroz, La Millière"
8570704,Ballavaud
8501328,"Ardon, centre"
8501736,"Saillon, les Bains"
8501334,"Ovronnaz, centre"
8571010,"Saillon, les Moilles"
8571012,"Saillon, St-Laurent"
8571013,"Leytron, caves Provins"
8501296,"Coinsins, Auberge"
8501297,"Riex, fontaine"
8501298,"Daillens, village"
8501299,"Penthaz, village"
8505529,"Bussigny, St-Germain"
8507540,"Cugy VD, Grillon"
8507628,"Romanel-sur-Lausanne, gare"
8507655,"Bioley-Orjulaz, chapelle"
8501302,Veytaux-Chillon
8501500,Martigny
8501505,Ardon
8501301,Territet
8501308,Glion-Collège
8501357,Haut-de-Caux
8501324,"Gasenried, Chäschermatte"
8501958,"St. Niklaus VS, Riedacker"
8501325,"St. Niklaus VS, Sand"
8501724,"St. Niklaus VS, Wichel"
8501326,"St. Niklaus VS, Zen-Achern"
8501327,"Arbaz, poste"
8501739,Col-du-Sanetsch
8501756,"Savièse, Chandolin centre"
8570742,"Savièse, Drône centre"
8570770,"Sion, Brasserie"
8501332,"Nax, centre"
8501342,"St-Léonard, centre"
8501741,"Veysonnaz, station"
8501742,"Basse-Nendaz, village"
8501770,"Les Haudères, centre"
8501775,"Les Mayens-de-Sion, Ouest"
8501785,"Savièse, St-Germain centre"
8501795,"Crans-s.-S., poste"
8501859,"Chippis, poste"
8570701,"Vétroz, poste"
8501329,"Gstaad, Wispile"
8501330,"Leysin, place du Marché"
8501345,Devant-de-l'Etivaz
8501792,Col des Mosses
8501799,"La Lécherette, village"
8501331,"Uvrier, sud"
8502628,"Lens, place de la Scie"
8570928,"Nax, Villettaz"
8570929,Fontany
8501333,"Gland, Grand-Champ"
8505428,"Gland, UICN"
8571014,"Riddes, gare"
8501341,"Albinenleitern, Flaschen"
8501651,"Leuk, Stadt"
8501714,"Vercorin, poste"
8501343,"Les Moulins, Les Chabloz"
8501344,"La Lécherette,cont.de la Borne"
8501346,"Les Mosses, église"
8501702,"Les Mosses, Les Charmilles"
8501347,"Les Moulins, village"
8501348,"Les Moulins, Pont-de-Pierre"
8501349,"Les Moulins, La Rosettaz"
8507925,"Les Moulins, Les Crêts"
8507931,"L'Etivaz, four à pain"
8557099,"Leysin, Centres Sportifs"
8501360,Montreux-Les Planches
8501361,Toveyre
8501362,Valmont
8501363,Le Tremblex
8501364,Les Echets
8501369,Rochers-de-Naye
8501365,Crêt-d'y-Bau
8501366,Paccot
8501367,Jaman
8501368,La Perche
8501370,Glion
8501374,Fontanivent
8501375,Chernex
8501376,Chamby
8501377,Les Avants
8501379,Les Sciernes
8501378,Allières
8501380,Montreux-Collège
8501383,Planchamp
8501381,Vuarennes
8501382,Châtelard VD
8501384,Sonzier
8501385,Sendy-Sollard
8501388,Les Combes
8501386,Jor
8501390,Belmont-sur-Montreux
8501393,La Chaudanne-Les Moulins
8501394,Château-d'Oex
8501399,Gstaad
8501391,La Tine
8501392,Rossinière
8501395,Les Granges-Gérignoz
8501396,Flendruz
8501397,Rougemont
8501398,Saanen
8504070,Montbovon
8507270,Gruben
8501457,Monthey-Hôpital
8501405,Vernayaz
8501421,Monthey
8501428,St-Gingolph (Suisse)
8501447,Roches Grises
8501404,Evionnaz
8501420,Massongex
8501422,Collombey
8501423,Vionnaz
8501424,Vouvry
8501425,Les Evouettes
8501426,Bouveret
8501446,Villars-sur-Ollon Golf
8501491,Les Posses
8501494,Arveyes
8501453,La Cour
8501454,Fayot
8501464,Troistorrents
8501456,Chemex
8501459,St-Triphon-Village
8501460,Croix-du-Nant
8501462,Collombey-Muraz
8501461,Ollon VD
8501726,Corbier
8501463,Monthey-Ville
8501466,Champéry-Village
