source,target,weight
8500068,8500068,1200.0
8500068,8500070,1350.0
8500068,8500255,1350.0
8500068,8500679,450.0
8500068,8500697,270.0
8500068,8502618,1200.0
8500068,8507317,1200.0
8500068,8572164,1200.0
8500070,8500070,1200.0
8500070,8500679,900.0
8500070,8500695,660.0
8500070,8510210,1200.0
8500073,8500073,1200.0
8500073,8500079,735.0
8500073,8500146,420.0
8500073,8500147,270.0
8500073,8500161,1200.0
8500073,8500189,1200.0
8500073,8500193,240.0
8500073,8500236,645.0
8500073,8500237,660.0
8500073,8500853,780.0
8500073,8500897,1200.0
8500073,8500994,1200.0
8500073,8578143,1200.0
8500073,8588071,1200.0
8500073,8588487,1200.0
8500073,8588770,1200.0
8500073,8589320,1200.0
8500073,8589333,1200.0
8500073,8589336,1200.0
8500073,8589345,1200.0
8500073,8589376,1200.0
8500079,8500079,1200.0
8500079,8500146,720.0
8500079,8500160,1200.0
8500079,8500189,1200.0
8500079,8500193,1200.0
8500079,8500237,690.0
8500079,8500254,960.0
8500079,8500897,690.0
8500079,8500994,1200.0
8500079,8578143,1200.0
8500079,8588487,1200.0
8500079,8588489,1200.0
8500079,8588775,1200.0
8500079,8588780,1200.0
8500079,8589313,1200.0
8500079,8589327,1200.0
8500079,8589333,1200.0
8500079,8589336,1200.0
8500079,8589345,1200.0
8500079,8589369,1200.0
8500079,8589378,1200.0
8500079,8589381,1200.0
8500090,8500090,1200.0
8500090,8500218,2820.0
8500090,8500899,1200.0
8500090,8589316,1200.0
8500090,8589324,1200.0
8500090,8589326,1200.0
8500090,8589337,1200.0
8500090,8589341,1200.0
8500090,8589350,1200.0
8500090,8589358,1200.0
8500090,8589359,1200.0
8500090,8589368,1200.0
8500090,8589375,1200.0
8500090,8592321,1200.0
8500090,8596016,1200.0
8500096,8500096,1200.0
8500096,8500136,1200.0
8500096,8519560,1200.0
8500096,8578144,1530.0
8500096,8578168,1380.0
8500096,8588063,1200.0
8500096,8588776,1200.0
8500096,8588946,1200.0
8500096,8589310,1200.0
8500096,8589322,1200.0
8500096,8589380,1200.0
8500100,8500100,1200.0
8500100,8500101,240.0
8500100,8500162,510.0
8500100,8571938,1200.0
8500100,8571939,1200.0
8500101,8500101,1200.0
8500101,8500102,300.0
8500101,8571953,1200.0
8500101,8582962,1200.0
8500102,8500102,1200.0
8500102,8500103,180.0
8500102,8500135,150.0
8500103,8500103,1200.0
8500103,8500104,210.0
8500104,8500104,1200.0
8500104,8500105,420.0
8500105,8500105,1200.0
8500105,8500109,690.0
8500105,8500135,1080.0
8500105,8500206,1770.0
8500105,8571957,1200.0
8500105,8580079,1200.0
8500109,8500109,1200.0
8500109,8500113,960.0
8500109,8500120,300.0
8500109,8500159,1110.0
8500113,8500113,1200.0
8500113,8500114,210.0
8500113,8500159,2250.0
8500113,8572113,1200.0
8500113,8572143,1200.0
8500113,8572168,1200.0
8500113,8572176,1200.0
8500113,8579511,1200.0
8500113,8581849,1200.0
8500114,8500114,1200.0
8500114,8500115,330.0
8500114,8572178,1200.0
8500114,8572179,1200.0
8500114,8572180,1200.0
8500115,8500115,1200.0
8500115,8500116,150.0
8500115,8500117,270.0
8500115,8507907,1200.0
8500115,8572131,1200.0
8500115,8572132,1200.0
8500116,8500116,1200.0
8500116,8500117,120.0
8500117,8500117,1200.0
8500117,8500118,180.0
8500117,8500255,1200.0
8500117,8582727,1200.0
8500118,8500118,1200.0
8500118,8500119,180.0
8500119,8500119,1200.0
8500119,8500120,2430.0
8500119,8500136,150.0
8500120,8500120,1200.0
8500120,8500121,150.0
8500121,8500121,1200.0
8500121,8500122,210.0
8500122,8500122,1200.0
8500122,8500123,210.0
8500122,8572021,1200.0
8500122,8581963,1200.0
8500122,8582972,1200.0
8500122,8582973,1200.0
8500123,8500123,1200.0
8500123,8500124,300.0
8500123,8500169,2580.0
8500123,8576779,1200.0
8500123,8582154,1200.0
8500124,8500124,1200.0
8500124,8500125,330.0
8500124,8572034,1200.0
8500124,8572102,1200.0
8500124,8582940,1200.0
8500125,8500125,1200.0
8500125,8500126,360.0
8500125,8572086,1200.0
8500125,8581833,1200.0
8500125,8583350,1200.0
8500126,8500126,1200.0
8500126,8500127,450.0
8500126,8500159,3060.0
8500126,8500186,270.0
8500126,8504112,1200.0
8500126,8510382,1200.0
8500126,8510762,1200.0
8500126,8572041,1200.0
8500126,8572042,1200.0
8500126,8572085,1200.0
8500126,8581962,1200.0
8500126,8582030,1200.0
8500126,8582127,1200.0
8500126,8582131,1200.0
8500126,8582397,1200.0
8500126,8582766,1200.0
8500126,8583351,1200.0
8500126,8583657,1200.0
8500127,8500127,1200.0
8500127,8500128,450.0
8500128,8500128,1200.0
8500128,8500141,630.0
8500135,8500135,1200.0
8500135,8504300,1980.0
8500135,8504304,810.0
8500136,8500136,1200.0
8500136,8500218,3120.0
8500136,8519560,1200.0
8500136,8588776,1200.0
8500136,8588946,1200.0
8500136,8589310,1200.0
8500136,8589322,1200.0
8500136,8589380,1200.0
8500141,8500141,1200.0
8500141,8500143,420.0
8500141,8500144,480.0
8500143,8500143,1200.0
8500143,8500144,120.0
8500144,8500144,1200.0
8500146,8500146,1200.0
8500146,8500147,240.0
8500146,8500160,1200.0
8500146,8500161,1200.0
8500146,8500189,1200.0
8500146,8500193,1200.0
8500146,8500994,1200.0
8500146,8578143,1200.0
8500146,8588071,1200.0
8500146,8588487,1200.0
8500146,8589300,1200.0
8500146,8589313,1200.0
8500146,8589327,1200.0
8500146,8589333,1200.0
8500146,8589335,1200.0
8500146,8589340,1200.0
8500146,8589378,1200.0
8500146,8589379,1200.0
8500146,8589381,1200.0
8500147,8500147,1200.0
8500147,8500160,300.0
8500147,8500161,630.0
8500147,8500189,1200.0
8500147,8500236,1200.0
8500147,8507520,1200.0
8500147,8588071,1200.0
8500147,8588770,1200.0
8500147,8588778,1200.0
8500147,8588946,1200.0
8500147,8589300,1200.0
8500147,8589310,1200.0
8500147,8589321,1200.0
8500147,8589322,1200.0
8500147,8589370,1200.0
8500147,8589379,1200.0
8500147,8589383,1200.0
8500159,8500159,1200.0
8500159,8504300,660.0
8500159,8577913,1200.0
8500159,8577940,1200.0
8500159,8577941,1200.0
8500159,8577942,1200.0
8500159,8577943,1200.0
8500159,8577944,1200.0
8500159,8577972,1200.0
8500159,8577973,1200.0
8500159,8588645,1200.0
8500159,8588646,1200.0
8500159,8594107,1200.0
8500159,8594108,1200.0
8500159,8594111,1200.0
8500159,8594116,1200.0
8500159,8594120,1200.0
8500159,8594121,1200.0
8500159,8594123,1200.0
8500159,8594127,1200.0
8500159,8594128,1200.0
8500159,8594134,1200.0
8500159,8594137,1200.0
8500159,8594141,1200.0
8500159,8594142,1200.0
8500159,8594143,1200.0
8500159,8594146,1200.0
8500159,8594147,1200.0
8500159,8594149,1200.0
8500159,8594302,1200.0
8500160,8500160,1200.0
8500160,8500161,210.0
8500160,8500189,1200.0
8500160,8500193,630.0
8500160,8500994,1200.0
8500160,8578143,1200.0
8500160,8588487,1200.0
8500160,8589313,1200.0
8500160,8589327,1200.0
8500160,8589333,1200.0
8500160,8589335,1200.0
8500160,8589340,1200.0
8500160,8589356,1200.0
8500160,8589369,1200.0
8500160,8589378,1200.0
8500160,8589381,1200.0
8500161,8500161,1200.0
8500161,8500189,630.0
8500161,8500236,735.0
8500161,8500237,540.0
8500161,8507520,1200.0
8500161,8519560,270.0
8500161,8578143,1200.0
8500161,8588063,630.0
8500161,8588071,1200.0
8500161,8588770,1200.0
8500161,8588778,1200.0
8500161,8589300,1200.0
8500161,8589310,1200.0
8500161,8589313,1200.0
8500161,8589335,1200.0
8500161,8589370,1200.0
8500161,8589378,1200.0
8500161,8589379,1200.0
8500161,8589383,1200.0
8500162,8500162,1200.0
8500162,8500164,660.0
8500162,8500170,645.0
8500162,8571923,1200.0
8500164,8500164,1200.0
8500164,8500165,300.0
8500164,8500888,1200.0
8500164,8500889,1200.0
8500164,8571925,1200.0
8500165,8500165,1200.0
8500165,8500167,360.0
8500167,8500167,1200.0
8500167,8500170,1110.0
8500167,8500173,645.0
8500169,8500169,1200.0
8500169,8500174,330.0
8500169,8594495,1200.0
8500170,8500170,1200.0
8500170,8500171,600.0
8500170,8500889,1200.0
8500170,8571923,1200.0
8500171,8500171,1200.0
8500171,8500172,300.0
8500171,8500888,1200.0
8500171,8571925,1200.0
8500171,8571926,1200.0
8500171,8571927,1200.0
8500172,8500172,1200.0
8500172,8500173,120.0
8500173,8500173,1200.0
8500173,8500174,480.0
8500174,8500174,1200.0
8500174,8500175,240.0
8500174,8500190,180.0
8500174,8591843,1200.0
8500175,8500175,1200.0
8500175,8500176,90.0
8500176,8500176,1200.0
8500176,8500177,150.0
8500177,8500177,1200.0
8500177,8500178,300.0
8500177,8500190,930.0
8500178,8500178,1200.0
8500178,8500179,210.0
8500179,8500179,1200.0
8500179,8500180,390.0
8500179,8500184,180.0
8500180,8500180,1200.0
8500180,8500181,645.0
8500181,8500181,1200.0
8500181,8500184,630.0
8500184,8500184,1200.0
8500184,8500190,1560.0
8500184,8504314,180.0
8500184,8504381,1200.0
8500184,8571883,1200.0
8500184,8571884,1200.0
8500184,8571885,1200.0
8500184,8571886,1200.0
8500184,8593678,1200.0
8500184,8593682,1200.0
8500184,8593683,1200.0
8500184,8593685,1200.0
8500184,8593686,1200.0
8500184,8593687,1200.0
8500184,8593688,1200.0
8500184,8593689,1200.0
8500184,8593691,1200.0
8500184,8593692,1200.0
8500184,8593693,1200.0
8500184,8593694,1200.0
8500184,8593695,1200.0
8500184,8593696,1200.0
8500184,8593697,1200.0
8500184,8593699,1200.0
8500184,8593701,1200.0
8500184,8593702,1200.0
8500184,8593703,1200.0
8500184,8593704,1200.0
8500184,8593706,1200.0
8500184,8593708,1200.0
8500184,8593710,1200.0
8500186,8500186,1200.0
8500186,8500187,390.0
8500187,8500187,1200.0
8500187,8500188,210.0
8500188,8500188,1200.0
8500189,8500189,1200.0
8500189,8500193,720.0
8500189,8500236,1200.0
8500189,8578143,1200.0
8500189,8588063,600.0
8500189,8588071,1200.0
8500189,8588770,1200.0
8500189,8588778,1200.0
8500189,8589300,1200.0
8500189,8589313,1200.0
8500189,8589333,1200.0
8500189,8589335,1200.0
8500189,8589370,1200.0
8500189,8589378,1200.0
8500189,8589379,1200.0
8500189,8589383,1200.0
8500190,8500190,1200.0
8500190,8500191,420.0
8500190,8591844,1200.0
8500191,8500191,1200.0
8500191,8500192,480.0
8500191,8504314,2040.0
8500191,8571934,1200.0
8500191,8576781,1200.0
8500191,8583658,1200.0
8500191,8583659,1200.0
8500191,8583814,1200.0
8500192,8500192,1200.0
8500192,8500194,210.0
8500192,8576782,1200.0
8500193,8500193,1200.0
8500193,8500237,780.0
8500193,8500254,990.0
8500193,8500897,720.0
8500193,8500994,1200.0
8500193,8519559,420.0
8500193,8578143,645.0
8500193,8588063,840.0
8500193,8588487,1200.0
8500193,8588489,1200.0
8500193,8589313,1200.0
8500193,8589327,1200.0
8500193,8589333,1200.0
8500193,8589335,1200.0
8500193,8589340,1200.0
8500193,8589345,1200.0
8500193,8589361,1200.0
8500193,8589369,1200.0
8500193,8589378,1200.0
8500193,8589381,1200.0
8500194,8500194,1200.0
8500194,8500195,240.0
8500194,8576783,1200.0
8500195,8500195,1200.0
8500195,8500196,180.0
8500196,8500196,1200.0
8500196,8500199,660.0
8500199,8500199,1200.0
8500199,8576786,1200.0
8500200,8500200,1200.0
8500200,8500201,120.0
8500200,8587627,1200.0
8500200,8587629,1200.0
8500201,8500201,1200.0
8500201,8500202,180.0
8500201,8577946,1200.0
8500201,8577947,1200.0
8500201,8577949,1200.0
8500201,8577953,1200.0
8500201,8577954,1200.0
8500201,8589215,1200.0
8500201,8593829,1200.0
8500201,8596122,1200.0
8500202,8500202,1200.0
8500202,8500203,180.0
8500202,8500207,510.0
8500202,8577913,1200.0
8500202,8577914,1200.0
8500202,8577915,1200.0
8500202,8577916,1200.0
8500202,8577941,1200.0
8500202,8577942,1200.0
8500202,8577943,1200.0
8500202,8577962,1200.0
8500202,8588645,1200.0
8500202,8588646,1200.0
8500202,8589213,1200.0
8500202,8589214,1200.0
8500202,8594105,1200.0
8500202,8594113,1200.0
8500202,8594117,1200.0
8500202,8594121,1200.0
8500202,8594122,1200.0
8500202,8594131,1200.0
8500202,8594134,1200.0
8500202,8594144,1200.0
8500202,8594146,1200.0
8500202,8594302,1200.0
8500203,8500203,1200.0
8500203,8500204,120.0
8500203,8577965,1200.0
8500203,8587445,1200.0
8500203,8588208,1200.0
8500203,8588209,1200.0
8500203,8594092,1200.0
8500203,8594095,1200.0
8500203,8594097,1200.0
8500204,8500204,1200.0
8500204,8500205,210.0
8500204,8577969,1200.0
8500204,8577971,1200.0
8500204,8589877,1200.0
8500204,8589878,1200.0
8500204,8589879,1200.0
8500205,8500205,1200.0
8500205,8500206,210.0
8500206,8500206,1200.0
8500206,8500207,120.0
8500206,8500494,1200.0
8500206,8578064,1200.0
8500206,8578065,1200.0
8500206,8588590,1200.0
8500207,8500207,1200.0
8500207,8500208,270.0
8500207,8500211,1320.0
8500207,8500212,690.0
8500207,8500218,1110.0
8500207,8500260,1230.0
8500207,8500261,360.0
8500207,8500272,860.0
8500207,8500280,1200.0
8500207,8504300,1680.0
8500207,8504410,2220.0
8500207,8507000,2220.0
8500207,8508005,1650.0
8500207,8508066,450.0
8500207,8508085,960.0
8500207,8572373,1200.0
8500207,8572386,1200.0
8500207,8578064,1200.0
8500207,8578065,1200.0
8500207,8583103,1200.0
8500207,8588590,1200.0
8500208,8500208,1200.0
8500208,8500209,180.0
8500209,8500209,1200.0
8500209,8500210,150.0
8500210,8500210,1200.0
8500210,8500211,300.0
8500210,8576898,1200.0
8500210,8576899,1200.0
8500210,8576900,1200.0
8500210,8589946,1200.0
8500211,8500211,1200.0
8500211,8500212,180.0
8500211,8508159,1200.0
8500212,8500212,1200.0
8500212,8500213,240.0
8500212,8500218,750.0
8500212,8500272,1260.0
8500212,8500287,510.0
8500212,8500292,240.0
8500212,8508100,1290.0
8500212,8572371,1200.0
8500212,8572372,1200.0
8500212,8590435,1200.0
8500213,8500213,1200.0
8500213,8500214,180.0
8500213,8578020,1200.0
8500214,8500214,1200.0
8500214,8500215,180.0
8500214,8578916,1200.0
8500214,8581286,1200.0
8500214,8581287,1200.0
8500214,8588076,1200.0
8500214,8589883,1200.0
8500214,8595922,1200.0
8500215,8500215,1200.0
8500215,8500216,150.0
8500215,8500381,1200.0
8500215,8500383,1200.0
8500215,8577906,1200.0
8500215,8577907,1200.0
8500215,8577908,1200.0
8500215,8578025,1200.0
8500215,8578026,1200.0
8500215,8578027,1200.0
8500215,8578028,1200.0
8500216,8500216,1200.0
8500216,8500217,150.0
8500216,8502614,1200.0
8500216,8578029,1200.0
8500216,8578030,1200.0
8500216,8578031,1200.0
8500216,8587634,1200.0
8500216,8587635,1200.0
8500217,8500217,1200.0
8500217,8500218,210.0
8500217,8500598,1200.0
8500217,8578034,1200.0
8500217,8578035,1200.0
8500217,8578037,1200.0
8500217,8578038,1200.0
8500217,8578039,1200.0
8500217,8578054,1200.0
8500217,8578055,1200.0
8500217,8578056,1200.0
8500217,8582525,1200.0
8500217,8588649,1200.0
8500217,8590422,1200.0
8500217,8590425,1200.0
8500217,8590432,1200.0
8500217,8590433,1200.0
8500217,8595686,1200.0
8500217,8595687,1200.0
8500217,8595987,1200.0
8500217,8595988,1200.0
8500218,8500218,1200.0
8500218,8500261,2430.0
8500218,8500309,1710.0
8500218,8500598,1200.0
8500218,8502000,210.0
8500218,8502001,510.0
8500218,8502110,270.0
8500218,8502113,630.0
8500218,8503000,2460.0
8500218,8505000,2520.0
8500218,8507000,2100.0
8500218,8508100,660.0
8500218,8572352,1200.0
8500218,8577982,1200.0
8500218,8578038,1200.0
8500218,8578039,1200.0
8500218,8578053,1200.0
8500218,8578054,1200.0
8500218,8578055,1200.0
8500218,8578056,1200.0
8500218,8582525,1200.0
8500218,8590416,1200.0
8500218,8590417,1200.0
8500218,8590422,1200.0
8500218,8590426,1200.0
8500218,8590430,1200.0
8500218,8590431,1200.0
8500218,8590432,1200.0
8500218,8594311,1200.0
8500218,8595470,1200.0
8500218,8595987,1200.0
8500218,8595988,1200.0
8500220,8500220,1200.0
8500220,8500221,180.0
8500221,8500221,1200.0
8500221,8504414,600.0
8500221,8587446,1200.0
8500221,8588470,1200.0
8500221,8588471,1200.0
8500221,8588472,1200.0
8500236,8500236,1200.0
8500236,8500237,690.0
8500236,8507520,1200.0
8500236,8578143,1200.0
8500236,8588063,840.0
8500236,8588071,1200.0
8500236,8588770,820.0
8500236,8588778,1200.0
8500236,8589317,1200.0
8500236,8589320,1200.0
8500236,8589333,1200.0
8500236,8589336,1200.0
8500236,8589362,1200.0
8500236,8589364,1200.0
8500236,8589370,1200.0
8500237,8500237,1200.0
8500237,8500254,930.0
8500237,8500256,1020.0
8500237,8500897,660.0
8500237,8500898,1200.0
8500237,8500899,300.0
8500237,8500994,645.0
8500237,8578143,1200.0
8500237,8588487,1200.0
8500237,8588489,1200.0
8500237,8588775,1200.0
8500237,8588779,1200.0
8500237,8588780,1200.0
8500237,8589320,1200.0
8500237,8589327,1200.0
8500237,8589333,1200.0
8500237,8589336,1200.0
8500237,8589345,1200.0
8500237,8589376,1200.0
8500238,8500238,1200.0
8500238,8504912,240.0
8500238,8504913,1200.0
8500238,8507517,1200.0
8500238,8508330,1200.0
8500238,8593275,1200.0
8500238,8593278,1200.0
8500238,8593279,1200.0
8500238,8593283,1200.0
8500238,8593485,1200.0
8500240,8500240,1200.0
8500240,8577982,1200.0
8500240,8577983,1200.0
8500240,8577984,1200.0
8500240,8577985,1200.0
8500240,8578051,1200.0
8500240,8578052,1200.0
8500240,8594152,1200.0
8500254,8500254,1200.0
8500254,8500256,1950.0
8500254,8500897,795.0
8500254,8500898,390.0
8500254,8500899,480.0
8500254,8519562,820.0
8500254,8578143,1080.0
8500254,8588766,1200.0
8500254,8588767,820.0
8500254,8588768,1200.0
8500254,8589298,1200.0
8500254,8589325,1200.0
8500254,8589331,1200.0
8500254,8589334,1200.0
8500254,8589374,1200.0
8500254,8594926,1200.0
8500255,8500255,1200.0
8500255,8502618,1200.0
8500255,8582727,1200.0
8500255,8582800,1200.0
8500256,8500256,1200.0
8500256,8500897,1200.0
8500256,8500994,1095.0
8500256,8517412,1200.0
8500256,8578193,1200.0
8500256,8578194,1200.0
8500260,8500260,1200.0
8500260,8500261,930.0
8500261,8500261,1200.0
8500261,8500262,240.0
8500262,8500262,1200.0
8500262,8500263,180.0
8500262,8589881,1200.0
8500262,8589882,1200.0
8500263,8500263,1200.0
8500263,8500264,150.0
8500263,8589882,1200.0
8500264,8500264,1200.0
8500264,8500265,240.0
8500265,8500265,1200.0
8500265,8500266,300.0
8500266,8500266,1200.0
8500266,8500267,90.0
8500267,8500267,1200.0
8500267,8500268,180.0
8500268,8500268,1200.0
8500272,8500272,1200.0
8500272,8500273,630.0
8500272,8500280,1200.0
8500272,8572373,1200.0
8500272,8572376,1200.0
8500272,8572386,1200.0
8500272,8583103,1200.0
8500272,8588590,1200.0
8500273,8500273,1200.0
8500273,8500274,630.0
8500273,8572376,1200.0
8500273,8572377,1200.0
8500273,8583103,1200.0
8500274,8500274,1200.0
8500274,8500275,120.0
8500274,8572376,1200.0
8500274,8572377,1200.0
8500275,8500275,1200.0
8500275,8500280,330.0
8500275,8500283,1200.0
8500275,8572378,1200.0
8500275,8591769,1200.0
8500280,8500280,1200.0
8500280,8500283,390.0
8500280,8500494,1200.0
8500280,8572373,1200.0
8500280,8572376,1200.0
8500280,8572386,1200.0
8500280,8578064,1200.0
8500280,8578065,1200.0
8500280,8583103,1200.0
8500280,8588590,1200.0
8500283,8500283,1200.0
8500283,8500285,150.0
8500283,8572378,1200.0
8500283,8591769,1200.0
8500285,8500285,1200.0
8500285,8500286,120.0
8500286,8500286,1200.0
8500286,8500287,180.0
8500287,8500287,1200.0
8500287,8500288,90.0
8500287,8576895,1200.0
8500287,8576896,1200.0
8500287,8576897,1200.0
8500287,8589947,1200.0
8500288,8500288,1200.0
8500288,8500289,90.0
8500289,8500289,1200.0
8500289,8518690,210.0
8500292,8500292,1200.0
8500292,8500293,660.0
8500292,8500294,1200.0
8500292,8572325,1200.0
8500292,8578920,1200.0
8500292,8580195,1200.0
8500293,8500293,1200.0
8500293,8500294,660.0
8500293,8500674,1200.0
8500293,8572314,1200.0
8500293,8572325,1200.0
8500293,8578920,1200.0
8500294,8500294,1200.0
8500294,8500674,1200.0
8500294,8572314,1200.0
8500294,8572315,1200.0
8500294,8572316,1200.0
8500294,8572325,1200.0
8500294,8578920,1200.0
8500300,8500300,1200.0
8500300,8500301,330.0
8500300,8578347,1200.0
8500300,8578348,1200.0
8500300,8578349,1200.0
8500301,8500301,1200.0
8500301,8500302,180.0
8500301,8500305,990.0
8500301,8572249,1200.0
8500301,8572250,1200.0
8500301,8572270,1200.0
8500301,8577508,1200.0
8500301,8589438,1200.0
8500302,8500302,1200.0
8500302,8500303,270.0
8500302,8500305,750.0
8500302,8500313,360.0
8500302,8500320,360.0
8500302,8500690,1200.0
8500302,8500789,1200.0
8500302,8572258,1200.0
8500302,8572313,1200.0
8500302,8577361,1200.0
8500302,8582233,1200.0
8500302,8583445,1200.0
8500302,8583446,1200.0
8500303,8500303,1200.0
8500303,8500304,420.0
8500303,8500313,600.0
8500304,8500304,1200.0
8500304,8500305,210.0
8500304,8581843,1200.0
8500304,8581950,1200.0
8500304,8581951,1200.0
8500305,8500305,1200.0
8500305,8500309,990.0
8500305,8500313,1230.0
8500305,8500583,1200.0
8500305,8572397,1200.0
8500305,8572413,1200.0
8500305,8572414,1200.0
8500309,8500309,1200.0
8500309,8500313,2130.0
8500309,8500320,1410.0
8500309,8500550,1200.0
8500309,8500576,1200.0
8500309,8500786,1200.0
8500309,8502000,2190.0
8500309,8502105,510.0
8500309,8502110,1680.0
8500309,8502113,960.0
8500309,8502705,1200.0
8500309,8503000,2400.0
8500309,8572464,1200.0
8500309,8572479,1200.0
8500309,8572483,1200.0
8500309,8572510,1200.0
8500309,8581749,1200.0
8500313,8500313,1200.0
8500313,8500320,810.0
8500313,8578359,1200.0
8500313,8583447,1200.0
8500313,8583448,1200.0
8500320,8500320,1200.0
8500320,8500322,420.0
8500320,8503000,2940.0
8500320,8517131,1080.0
8500320,8572421,1200.0
8500320,8572422,1200.0
8500320,8572748,1200.0
8500320,8583811,1200.0
8500322,8500322,1200.0
8500322,8517131,1500.0
8500322,8572402,1200.0
8500322,8572403,1200.0
8500322,8572424,1200.0
8500322,8572437,1200.0
8500329,8500329,1200.0
8500329,8503000,2670.0
8500329,8503400,2310.0
8500329,8503408,720.0
8500329,8503409,570.0
8500329,8503501,420.0
8500329,8572531,1200.0
8500329,8572532,1200.0
8500380,8500380,1200.0
8500380,8500381,210.0
8500380,8500382,120.0
8500380,8578024,1200.0
8500380,8594172,1200.0
8500381,8500381,1200.0
8500381,8500382,330.0
8500381,8500383,1200.0
8500381,8577906,1200.0
8500381,8577907,1200.0
8500381,8577908,1200.0
8500381,8578025,1200.0
8500381,8578026,1200.0
8500381,8578027,1200.0
8500382,8500382,1200.0
8500382,8500383,270.0
8500382,8578023,1200.0
8500382,8588648,1200.0
8500382,8589886,1200.0
8500382,8589887,1200.0
8500383,8500383,1200.0
8500383,8500385,600.0
