id,label,x_fa2,y_fa2,x_geo,y_geo,indegree,outdegree,degree,betweenness_centrality,transport_type,city,canton,is_bus_stop,is_tram_stop,is_train_stop,is_metro_stop,is_rack_railway_stop,is_boat_stop
8500309,Brugg AG,3318.370459492512,4034.484194809123,9013.830666781389,1043.1204783098474,28627.0,28358.0,56985.0,1355.98355,Train,Brugg,AG,False,False,True,False,False,False
8500320,Stein-Säckingen,3277.939892533969,4024.238556679455,8901.922663820724,1080.6928495686357,88445.0,100333.0,188778.0,40065.51645,Train,Stein (AG),AG,False,False,True,False,False,False
8500329,Koblenz,3178.516112876296,3775.0563178853736,9020.890443546572,1118.8862988479289,45804.0,127486.0,173290.0,14498.966667,Train,Koblenz,AG,False,False,True,False,False,False
8501120,Lausanne,3599.973682744575,4129.830101421652,8329.055112412272,432.62927397119,64658.0,64691.0,129349.0,338.166667,Train,Lausanne,VD,False,False,True,False,False,False
8501609,Brig,4209.710130138958,4606.781515499067,8924.173211252566,306.6245093341189,19620.0,19620.0,39240.0,168.0,Train,Brig-Glis,VS,False,False,True,False,False,False
8502113,Aarau,3303.207971915766,4138.836733057648,8946.606093516117,985.8217574456714,19369.0,19369.0,38738.0,0.0,Train,Aarau,AG,False,False,True,False,False,False
8502115,Wildegg,3284.470398423984,4006.824264769811,8994.537362401303,1001.3828957392338,33514.0,31269.0,64783.0,22264.8,Train,Möriken-Wildegg,AG,False,False,True,False,False,False
8502119,Lenzburg,3318.881055897226,4154.336386065547,8997.8478791895,986.1636352551234,35459.0,35459.0,70918.0,21544.0,Train,Lenzburg,AG,False,False,True,False,False,False
8502204,Zug,3320.0117087057274,4131.801422641586,9148.000613100872,850.1019650566691,20387.0,20411.0,40798.0,0.0,Train,Zug,ZG,False,False,True,False,False,False
8502206,Baar,3452.278043495577,4069.015115111311,9151.362411560483,863.868244850608,20700.0,20702.0,41402.0,3296.0,Train,Baar,ZG,False,False,True,False,False,False
8502208,Horgen Oberdorf,3406.337903147294,4012.377439942773,9179.504653241884,904.4263489786116,63892.0,80851.0,144743.0,43045.929737,Train,Horgen,ZH,False,False,True,False,False,False
8502209,Oberrieden Dorf,3404.309053604423,4008.2961178013456,9174.09158792556,915.7425044714768,47068.0,63876.0,110944.0,5825.183333,Train,Oberrieden,ZH,False,False,True,False,False,False
8502215,Muri AG,3102.4211094063758,4167.12309707501,9071.56813083436,914.3692952701776,10390.0,7292.0,17682.0,7231.3,Train,Muri (AG),AG,False,False,True,False,False,False
8502229,Urdorf Weihermatt,3172.3558967572244,4058.835660583936,9109.75588215016,980.9101129165424,16894.0,51361.0,68255.0,8451.0,Train,Urdorf,ZH,False,False,True,False,False,False
8500024,Lausen,3270.629890883609,3985.06495754618,8820.994488359916,1035.1148396051767,18535.0,33791.0,52326.0,1414.416667,Train,Lausen,BL,False,False,True,False,False,False
8500025,Itingen,3280.7313177422034,3992.546893392469,8832.794970749505,1033.2231157262083,13520.0,15274.0,28794.0,0.0,Train,Itingen,BL,False,False,True,False,False,False
8500031,Diepflingen,3332.915233447852,4044.573907755807,8854.54409739415,1022.1006909920326,19525.0,19565.0,39090.0,5552.0,Train,Diepflingen,BL,False,False,True,False,False,False
8501037,Morges,3615.673448414275,4012.022638566467,8269.927345267528,429.68912480990167,10182.0,10182.0,20364.0,48.0,Train,Morges,VD,False,False,True,False,False,False
8502001,Zofingen,3434.242133327225,4104.773197840684,8900.498172948008,920.0501648705736,10182.0,10182.0,20364.0,3289.0,Train,Zofingen,AG,False,False,True,False,False,False
8502010,St. Erhard-Knutwil,3410.848019541929,4191.855004677756,8957.71712232331,852.0677624610189,10182.0,10182.0,20364.0,6528.0,Train,Knutwil,LU,False,False,True,False,False,False
8502103,Suhr,3306.7593696978283,4177.893843844704,8960.047589391075,973.4343848165228,10182.0,10182.0,20364.0,9765.0,Train,Suhr,AG,False,False,True,False,False,False
8502105,Othmarsingen,3306.932345130371,4083.403248033495,9016.850587431549,996.6307941878492,10182.0,9678.0,19860.0,13000.0,Train,Othmarsingen,AG,False,False,True,False,False,False
8502106,Mägenwil,3281.808346865071,4135.371953146435,9025.557075645596,1001.200560907526,0.0,8198.0,8198.0,0.0,Train,Mägenwil,AG,False,False,True,False,False,False
8502112,Schönenwerd SO,3298.0966715309773,4122.922472645413,8924.703121857217,973.029829408671,8534.0,10033.0,18567.0,277.82105,Train,Schönenwerd,SO,False,False,True,False,False,False
8500032,Sommerau,3336.823905543179,4052.947402453049,8860.492771278618,1015.4568655616796,62898.0,62897.0,125795.0,505.182842,Train,Gelterkinden,BL,False,False,True,False,False,False
8500033,Rümlingen,3367.342420552345,4069.0608644450494,8860.133799578693,1006.8130549460318,48605.0,62029.0,110634.0,691.345077,Train,Rümlingen,BL,False,False,True,False,False,False
8500034,Buckten,3385.173337262266,4061.897156538992,8859.011300770992,996.425667502178,62618.0,81873.0,144491.0,3355.310609,Train,Buckten,BL,False,False,True,False,False,False
8500035,Läufelfingen,3411.7121157771817,4051.0332190923223,8862.692185186093,985.7647778107628,0.0,7067.0,7067.0,0.0,Train,Läufelfingen,BL,False,False,True,False,False,False
8500240,Olten RB,3450.7579681933453,4038.076070664564,8888.173477917257,967.1438331226036,7067.0,13731.0,20798.0,166.0,,Olten,SO,False,False,False,False,False,False
8500062,Bottmingen Schloss,7461.825662629966,3246.444176962328,8740.111896607033,1069.0519101567909,570.0,2097.0,2667.0,4.133333,Bus Tram,Bottmingen,BL,True,True,False,False,False,False
8500898,Claraplatz,7453.324225983747,3282.011908623157,8749.490744513003,1092.8238138406953,6320.0,5665.0,11985.0,358.766667,Bus Tram,Basel,BS,True,True,False,False,False,False
8500254,Wiesenplatz,7540.483539871293,3325.705060357884,8748.533486646538,1102.2767352720464,0.0,72668.0,72668.0,0.0,Bus Tram,Basel,BS,True,True,False,False,False,False
8500897,Barfüsserplatz,7517.318367986555,3358.277935206969,8747.5591348896,1088.271141011491,612.0,22531.0,23143.0,8.282924,Tram,Basel,BS,False,True,False,False,False,False
8578152,Kronenplatz,7454.262900791497,3221.028892754191,8740.134688460997,1077.7754922613108,11135.0,17276.0,28411.0,6.0,Bus Tram,Binningen,BL,True,True,False,False,False,False
8578143,Bahnhof SBB,7485.338086925556,3299.65188856894,8748.100441421231,1084.276868604392,17277.0,29101.0,46378.0,170.246038,Bus Tram,Basel,BS,True,True,False,False,False,False
8500065,"Ettingen, Bahnhof",5039.709860393597,1402.1854515296548,8729.160410777584,1043.3768866669363,17277.0,17277.0,34554.0,3.488095,Bus Tram,Ettingen,BL,True,True,False,False,False,False
8500068,Flüh Bahnhof,5056.786506927087,1393.1748501790669,8709.040901691325,1046.6987993821128,28309.0,28309.0,56618.0,588.329516,Bus Tram,Bättwil,SO,True,True,False,False,False,False
8500070,Rodersdorf Station,5131.53573647707,1376.395061831233,8691.82165602192,1041.5877261308035,35657.0,48353.0,84010.0,856.567167,Bus Tram,Rodersdorf,SO,True,True,False,False,False,False
8500255,"Aesch BL, Dorf",4998.411883342257,1403.0577475032446,8751.034892619029,1034.4139900957998,10915.0,10907.0,21822.0,52.660512,Bus Tram,Aesch (BL),BL,True,True,False,False,False,False
8500679,"Mariastein, Klosterplatz",5168.07062239398,1344.2658839343958,8705.434090801607,1038.7216504948967,62285.0,62575.0,124860.0,778.915159,Bus,Metzerlen-Mariastein,SO,True,False,False,False,False,False
8500697,"Hofstetten SO, Mariasteinstr.",4996.528608643019,1409.7549814061172,8715.718914902625,1037.5592659427596,12056.0,12067.0,24123.0,13.861111,Bus,Hofstetten-Flüh,SO,True,False,False,False,False,False
8500695,"Metzerlen, Challstrasse",5206.467719322175,1344.1401546132247,8694.083747527797,1031.188942759968,240105.0,445066.0,685171.0,350492.727392,Bus,Metzerlen-Mariastein,SO,True,False,False,False,False,False
8500073,Aeschenplatz,7567.86624066206,3439.224060062693,8750.049144935108,1086.191384337324,49352.0,65499.0,114851.0,11532.835714,Bus Tram,Basel,BS,True,True,False,False,False,False
8500079,Heuwaage,7545.270364896165,3390.9359311492703,8747.131787627784,1086.1685924833605,36707.0,47459.0,84166.0,10382.75,Bus Tram,Basel,BS,True,True,False,False,False,False
8500146,Bahnhofeing. Gundeld.,7662.569053510711,3345.804701495684,8746.886775197676,1082.5332917761862,0.0,11468.0,11468.0,0.0,Bus Tram,Basel,BS,True,True,False,False,False,False
8500147,Heiliggeistkirche,7586.411705998513,3381.682721667561,8751.410958209426,1080.248408416348,698.0,1325.0,2023.0,1683.00214,Bus Tram,Basel,BS,True,True,False,False,False,False
8500193,Markthalle,7554.479321821768,3341.384261604452,8746.25430125019,1084.6472362312986,22583.0,22614.0,45197.0,2490.960514,Bus Tram,Basel,BS,True,True,False,False,False,False
8500160,IWB,7572.520568327768,3358.8899220269964,8745.559149704304,1083.2512351760356,27352.0,27354.0,54706.0,49.5,Bus Tram,Basel,BS,True,True,False,False,False,False
8500189,Solothurnerstrasse,7546.538330783172,3328.568461047078,8748.391037559266,1081.672899289065,0.0,28664.0,28664.0,0.0,Bus Tram,Basel,BS,True,True,False,False,False,False
8500236,Denkmal,7558.693206399648,3325.421063071346,8751.416656172916,1084.2084930425017,14686.0,14686.0,29372.0,3302.0,Tram,Basel,BS,False,True,False,False,False,False
8500161,Tellplatz,7559.769584749632,3339.305172394943,8749.775642687548,1080.8409966193983,14686.0,14686.0,29372.0,6618.0,Bus Tram,Basel,BS,True,True,False,False,False,False
8500237,Bankverein,7544.574037910384,3364.7153805745857,8748.9323440909,1087.6500629909865,10333.0,10333.0,20666.0,4468.25,Tram,Basel,BS,False,True,False,False,False,False
8500853,Muttenz Waldhaus,7511.668618117622,3854.342190959672,8771.781177689281,1082.0489648794626,19166.0,19166.0,38332.0,6545.0,Bus,Muttenz,BL,True,False,False,False,False,False
8500256,Muttenz Dorf,7521.99065698386,3376.224168871919,8772.573194614513,1070.482098992999,20636.0,20610.0,41246.0,16496.0,Bus Tram,Muttenz,BL,True,True,False,False,False,False
8503424,Schaffhausen,3245.6481515707314,3772.174955864583,9193.783749750002,1183.1308372074736,30205.0,30105.0,60310.0,140.0,Train,Schaffhausen,SH,False,False,True,False,False,False
8503400,Bülach,3206.469801795404,3701.438676629913,9154.040454401193,1072.088924697424,19978.0,32980.0,52958.0,18797.0,Train,Bülach,ZH,False,False,True,False,False,False
8503423,Neuhausen,3201.4018428846834,3737.857489068317,9190.587192231624,1173.484185017433,9823.0,7984.0,17807.0,12900.0,Train,Neuhausen am Rheinfall,SH,False,False,True,False,False,False
8500096,Dreispitz,7494.269814602614,3350.235683907636,8756.060496417975,1077.2512796201509,21621.0,21351.0,42972.0,176.0,Bus Tram,Basel,BS,True,True,False,False,False,False
8578144,Kannenfeldplatz,7483.813195903983,3331.7018023285173,8740.789954262447,1095.3138238862048,21484.0,21199.0,42683.0,9964.0,Bus Tram,Basel,BS,True,True,False,False,False,False
8519559,Depot Allschwilerstrasse,7457.976991794535,3397.791433017509,8737.422457839344,1089.627256322318,19438.0,19701.0,39139.0,734.0,,Basel,BS,False,False,False,False,False,False
8578168,Felix Platter-Spital,7481.012529720798,3359.9634369762903,8737.223029117164,1095.6500037321662,19701.0,19942.0,39643.0,3986.0,Bus Tram,Basel,BS,True,True,False,False,False,False
8500994,Theater,7511.50852798818,3401.2548463056664,8747.872522881597,1087.3423729624794,19942.0,19986.0,39928.0,7236.0,Bus Tram,Basel,BS,True,True,False,False,False,False
8578145,Im Wasenboden,7496.632380480353,3352.3389818684263,8739.29708782784,1097.171359984228,19986.0,27977.0,47963.0,10484.0,Bus,Basel,BS,True,False,False,False,False,False
8500100,Tavannes,2242.8832778961605,4105.105612629784,8580.762649621398,876.3012011876834,19978.0,19978.0,39956.0,12345.0,Train,Tavannes,BE,False,False,True,False,False,False
8500101,Reconvilier,2505.8064559793797,4085.59205755123,8591.91356417303,886.0162289396146,19978.0,19978.0,39956.0,15572.0,Train,Reconvilier,BE,False,False,True,False,False,False
8500162,Tramelan-Dessous,2027.420966236341,4135.850010906954,8542.39826143738,878.1074556142888,9881.0,9881.0,19762.0,124.0,Train,Tramelan,BE,False,False,True,False,False,False
8500102,Malleray-Bévilard,2798.590477995286,4068.158763073376,8612.85358000197,888.1700591391631,9881.0,9838.0,19719.0,3321.0,Train,Valbirse,BE,False,False,True,False,False,False
8500103,Sorvilier,2868.2100309611706,4042.2830570498745,8625.730977491336,888.5518226930512,14686.0,14686.0,29372.0,6877.209524,Train,Sorvilier,BE,False,False,True,False,False,False
8500135,Pontenet,3047.381602286139,4064.235383510873,8603.45194024204,888.2783204454896,17480.0,17499.0,34979.0,38683.925,Train,Valbirse,BE,False,False,True,False,False,False
8500206,Solothurn West,3211.341747913492,3943.3940825481977,8723.325696162934,867.8511213307253,112550.0,112306.0,224856.0,16503.700938,Train,Solothurn,SO,False,False,True,False,False,False
8500205,Bellach,3168.205787921968,3943.467945270521,8712.909818901626,869.207236641552,52924.0,126891.0,179815.0,248522.969064,Train,Bellach,SO,False,False,True,False,False,False
8500120,Courtételle,3060.6056977508765,3978.856063615393,8631.07566724577,954.0954967285144,13600.0,13600.0,27200.0,13188.0,Train,Courtételle,JU,False,False,True,False,False,False
8500159,Grenchen Nord,3314.964444372715,3993.4648736225095,8661.878857877406,858.3184284105018,71933.0,113797.0,185730.0,118805.14435,Train,Grenchen,SO,False,False,True,False,False,False
8500126,Porrentruy,3097.9469156749324,3923.8160358768487,8528.87699407355,1003.8786037482344,10180.0,10180.0,20360.0,3320.0,Train,Porrentruy,JU,False,False,True,False,False,False
8500144,Buix,3194.360219971647,3912.543413059085,8507.526724873263,1040.9894399642624,9838.0,9867.0,19705.0,6516.0,Train,Basse-Allaine,JU,False,False,True,False,False,False
8500114,Zwingen,3168.077976127568,3966.447256419614,8722.516585347232,1011.707605584688,3097.0,3053.0,6150.0,0.0,Train,Zwingen,BL,False,False,True,False,False,False
8500121,Courfaivre,2868.1017423532885,3985.007299068666,8619.53729117676,949.2066440533488,28151.0,28309.0,56460.0,360.333333,Train,Haute-Sorne,JU,False,False,True,False,False,False
8500122,Bassecourt,2713.930392291101,4004.624977808645,8600.449113482351,950.2664652626504,20529.0,20560.0,41089.0,16120.0,Train,Haute-Sorne,JU,False,False,True,False,False,False
8500123,Glovelier,2594.4508335880023,4040.968625978958,8584.283991058755,949.371884994584,28903.0,105194.0,134097.0,21961.0,Train,Haute-Sorne,JU,False,False,True,False,False,False
8500124,St-Ursanne,2734.313640251709,3986.479607641219,8565.685838224561,970.0156067220014,43905.0,42759.0,86664.0,9921.75581,Train,Clos du Doubs,JU,False,False,True,False,False,False
8500169,Muriaux,2397.444701224963,4155.855094744723,8487.452799494933,892.1529356192804,6872.0,21356.0,28228.0,3179.5,Train,Muriaux,JU,False,False,True,False,False,False
8500125,Courgenay,2890.469587300662,3943.514996150028,8547.811326753705,993.8558859677962,70936.0,71758.0,142694.0,66183.554902,Train,Courgenay,JU,False,False,True,False,False,False
8500127,Courtemaîche,3083.224220413132,3888.465987745686,8518.369949396387,1026.072171545168,49209.0,51214.0,100423.0,246.184827,Train,Basse-Allaine,JU,False,False,True,False,False,False
8500186,Alle,3011.1037472543894,3848.91396418042,8549.600487289837,1005.8842868970202,328.0,328.0,656.0,333.649512,Train,Alle,JU,False,False,True,False,False,False
8500128,Boncourt,3105.534146573837,3872.473634587381,8501.811667491922,1049.4452177847115,2264.0,2264.0,4528.0,1530.739585,Train,Boncourt,JU,False,False,True,False,False,False
8500141,Courchavon,3144.1143059142764,3882.854893786056,8519.293019481907,1015.8671189330222,13978.0,13978.0,27956.0,23.0,Train,Courchavon,JU,False,False,True,False,False,False
8504300,Biel/Bienne,3279.203563319941,4034.8969149720974,8598.432034406582,821.1734044135285,9516.0,10493.0,20009.0,4184.5,Train,Biel/Bienne,BE,False,False,True,False,False,False
8503016,Zürich Flughafen,3316.5520699002964,3888.635839468386,9165.943500133617,1025.6448242833528,9199.0,9516.0,18715.0,846.5,Train,Kloten,ZH,False,False,True,False,False,False
8504221,Neuchâtel,3713.08725094271,4419.184550339365,8465.076896866292,735.5045233283172,9516.0,9516.0,19032.0,2516.5,Train,Neuchâtel,NE,False,False,True,False,False,False
8504229,Tüscherz,3250.217227988648,4167.326984219539,8578.688590910722,809.8914367016084,9516.0,9516.0,19032.0,4178.5,Train,Twann-Tüscherz,BE,False,False,True,False,False,False
8504304,Sonceboz-Sombeval,3040.163489766987,4134.908863162246,8566.517740894227,860.700177149685,7999.0,13925.0,21924.0,1357.0,Train,Sonceboz-Sombeval,BE,False,False,True,False,False,False
8504303,La Heutte,3105.721439009826,4121.48088055298,8590.962004270054,857.0420845885473,10507.0,10479.0,20986.0,11685.0,Train,Péry-La Heutte,BE,False,False,True,False,False,False
8500143,Grandgourt,3154.244366779762,3887.5899172893696,8515.287351147826,1034.9894844083776,14281.0,9446.0,23727.0,852.5,,Basse-Allaine,JU,False,False,False,False,False,False
8501008,Genève,3619.924557201114,3985.3516230015416,8113.068108327402,241.32584772876328,9446.0,9516.0,18962.0,2516.5,Train,Genève,GE,False,False,True,False,False,False
8501007,Vernier,3581.305741951371,3924.20942808517,8091.831798396935,248.34004078602263,24404.0,14369.0,38773.0,16339.0,Train,Vernier,GE,False,False,True,False,False,False
8501026,Genève-Aéroport,3662.443063880387,3987.650478213946,8099.911510626987,255.6904136892433,11296.0,11296.0,22592.0,3516.0,Train,Le Grand-Saconnex,GE,False,False,True,False,False,False
8501103,Vallorbe,3492.156885203143,3268.3890195351605,8217.705509873716,557.8819074274663,10958.0,10986.0,21944.0,6632.0,Train,Vallorbe,VD,False,False,True,False,False,False
8501118,Renens VD,3587.692166724889,3859.4169179083847,8307.266100023191,445.6890062922611,11200.0,11296.0,22496.0,266.0,Train,Renens (VD),VD,False,False,True,False,False,False
8519560,Depot Dreispitz,7515.860376417448,3302.4588021718114,8755.336855054635,1078.2655171215256,11296.0,11296.0,22592.0,1892.0,,Basel,BS,False,False,False,False,False,False
8500899,Messeplatz,7502.260524689543,3316.0737518306246,8752.077619937858,1093.8950309769784,10930.0,10930.0,21860.0,164.0,Tram,Basel,BS,False,True,False,False,False,False
8588063,Jakobsberg,7519.116063001063,3293.5840821993834,8752.903824644034,1074.2313589699904,10930.0,10928.0,21858.0,1784.0,Bus Tram,Basel,BS,True,True,False,False,False,False
8519562,Depot Wiesenplatz,7456.708765598375,3338.5137024135342,8748.989323725807,1102.8921153290603,10930.0,10930.0,21860.0,1659.0,,Basel,BS,False,False,False,False,False,False
8500164,Tramelan-Chalet,1951.7011984112808,4141.631086743861,8533.583511917006,878.8140030871566,10900.0,10930.0,21830.0,43.0,Train,Tramelan,BE,False,False,True,False,False,False
8500170,Tramelan,1950.8322864566876,4165.951901115842,8538.757262766714,878.3410721174146,13925.0,11139.0,25064.0,24274.0,Train,Tramelan,BE,False,False,True,False,False,False
8500167,Les Breuleux-Eglise,1954.5357047844304,4185.804769176064,8494.757588690227,872.3411165615297,7999.0,7249.0,15248.0,6604.0,Train,Les Breuleux,JU,False,False,True,False,False,False
8500165,Le Pied-d'Or,1929.2029385779729,4161.524042413732,8518.00527973297,877.9821004174898,28488.0,27698.0,56186.0,157847.256519,Train,Tramelan,BE,False,False,True,False,False,False
8500173,Les Breuleux,2020.010745561859,4216.046185091262,8496.09661011058,870.8710419808856,627.0,17321.0,17948.0,134241.25977,Train,Les Breuleux,JU,False,False,True,False,False,False
8500172,La Chaux-des-Breuleux,1949.5570319133813,4197.2450310887225,8504.706232945282,877.0248425510238,17852.0,17602.0,35454.0,53504.580386,Train,La Chaux-des-Breuleux,JU,False,False,True,False,False,False
8500174,Le Noirmont,2206.559217989653,4255.223949170993,8474.962863522947,878.9507542109375,10335.0,10335.0,20670.0,1651.0,Train,Le Noirmont,JU,False,False,True,False,False,False
8500171,Les Reussilles,1930.667437875919,4182.039917888081,8529.629125254343,879.3382157283165,13067.0,11472.0,24539.0,62.0,Train,Tramelan,BE,False,False,True,False,False,False
8500175,Le Creux-des-Biches,2184.339749259811,4312.779799801436,8468.056931772016,866.4494223119715,11472.0,8033.0,19505.0,32.0,Train,Le Noirmont,JU,False,False,True,False,False,False
8500190,Les Emibois,2336.6258102773177,4370.456824342863,8487.24197484577,884.3467256367901,13965.0,13925.0,27890.0,22664.0,Train,Muriaux,JU,False,False,True,False,False,False
8500177,Les Bois,2242.743231571544,4377.888390367937,8453.059891864048,849.7258994662718,7998.0,7999.0,15997.0,192.0,Train,Les Bois,JU,False,False,True,False,False,False
8500184,La Chaux-de-Fonds-Est,2436.801883388788,4408.358357719962,8422.798007764046,803.3786644315455,12067.0,12067.0,24134.0,2488.0,Train,La Chaux-de-Fonds,NE,False,False,True,False,False,False
8500176,Le Boéchet,2192.662353517532,4351.173252401482,8460.011407322909,860.6659893687397,0.0,16810.0,16810.0,0.0,Train,Les Bois,JU,False,False,True,False,False,False
8500178,La Ferrière,2257.8390800049774,4399.816768386807,8447.669618401687,828.0907320914432,0.0,6227.0,6227.0,0.0,Train,La Ferrière,BE,False,False,True,False,False,False
8500179,La Cibourg,2307.185625936788,4405.638192142516,8443.088455755029,815.0936773687718,0.0,2005.0,2005.0,0.0,Train,La Chaux-de-Fonds,NE,False,False,True,False,False,False
8500180,La Large-Journée,2319.80046782761,4432.5624234365705,8448.832002953824,839.8570267000871,7999.0,7999.0,15998.0,1798.0,Train,Les Bois,JU,False,False,True,False,False,False
8500181,La Chaux-d'Abel,2354.887018018079,4423.869919871637,8449.755073039345,834.4838471281979,7999.0,7999.0,15998.0,3402.0,Train,La Ferrière,BE,False,False,True,False,False,False
8504314,La Chaux-de-Fonds,2811.453654818609,4406.35339154193,8418.028812322187,800.233388584586,7999.0,7999.0,15998.0,5004.0,Train,La Chaux-de-Fonds,NE,False,False,True,False,False,False
8500191,Saignelégier,2519.742366824536,4416.769987708201,8491.355904486178,898.7397814147246,0.0,19169.0,19169.0,0.0,Train,Saignelégier,JU,False,False,True,False,False,False
8500199,Combe-Tabeillon,2663.471805655269,4445.014441951839,8562.07902733484,935.7309603974444,19169.0,19169.0,38338.0,3275.0,Train,Haute-Sorne,JU,False,False,True,False,False,False
8504237,Les Hauts-Geneveys,3158.299332619392,4378.041387072944,8438.854868881313,767.6467353803077,19169.0,30166.0,49335.0,6548.0,Train,Val-de-Ruz,NE,False,False,True,False,False,False
8504250,"Les Hauts-Geneveys, gare",3372.6537685216467,4309.055817050562,8439.065693530476,767.9772172627781,28258.0,33028.0,61286.0,16777.916667,Bus,Val-de-Ruz,NE,True,False,False,False,False,False
8504310,St-Imier,2804.963627001973,4342.99186585957,8494.022551399905,833.5094953712594,19166.0,19166.0,38332.0,9.0,Train,Saint-Imier,BE,False,False,True,False,False,False
