id,source,target,weight
8573441-8573736,8573441,8573736,3309
8573478-8573736,8573478,8573736,19159
8503495-8592532,8503495,8592532,95
8592515-8592532,8592515,8592532,6429
8503495-8592534,8503495,8592534,292
8592525-8592534,8592525,8592534,19518
8592530-8592534,8592530,8592534,20190
8592532-8592534,8592532,8592534,95
8592533-8592534,8592533,8592534,19276
8503495-8592563,8503495,8592563,66
8592545-8592563,8592545,8592563,6722
8592554-8592563,8592554,8592563,3211
8503501-8503502,8503501,8503502,22264
8503503-8516176,8503503,8516176,188
8503504-8516176,8503504,8516176,18292
8503505-8516176,8503505,8516176,752
8503508-8516176,8503508,8516176,3005
8503504-8503505,8503504,8503505,51467
8503505-8503525,8503505,8503525,18864
8503508-8503509,8503508,8503509,38323
8503508-8517376,8503508,8517376,34640
8503509-8503511,8503509,8503511,19586
8503509-8503512,8503509,8503512,18737
8503511-8503512,8503511,8503512,19586
8503512-8516219,8503512,8516219,985
8506003-8516219,8506003,8516219,740
8506008-8516219,8506008,8516219,2991
8506038-8516219,8506038,8516219,8803
8503519-8575932,8503519,8575932,190
8575931-8575932,8575931,8575932,4838
8503522-8574540,8503522,8574540,2355
8503524-8504523,8503524,8504523,241
8503524-8505224,8503524,8505224,16875
8503524-8507325,8503524,8507325,30462
8503526-8503527,8503526,8503527,18864
8503527-8503528,8503527,8503528,18864
8503528-8503529,8503528,8503529,18864
8503552-8503553,8503552,8503553,5815
8503553-8503554,8503553,8503554,5814
8503554-8503555,8503554,8503555,5810
8503555-8503556,8503555,8503556,5805
8503559-8503560,8503559,8503560,5539
8503561-8503562,8503561,8503562,4916
8503561-8503792,8503561,8503792,4782
8503563-8503792,8503563,8503792,4919
8503562-8503563,8503562,8503563,11086
8503563-8503564,8503563,8503564,6171
8503565-8503566,8503565,8503566,9057
8503567-8503872,8503567,8503872,23096
8503569-8503570,8503569,8503570,3403
8503570-8503572,8503570,8503572,3403
8503570-8503591,8503570,8503591,486
8503573-8503591,8503573,8503591,3403
8503590-8503591,8503590,8503591,4919
8503572-8503573,8503572,8503573,3403
8503574-8503590,8503574,8503590,5217
8503574-8503592,8503574,8503592,3116
8503587-8503592,8503587,8503592,7135
8503591-8503592,8503591,8503592,5217
8503574-8572464,8503574,8572464,9916
8503599-8572464,8503599,8572464,3822
8503780-8572464,8503780,8572464,5217
8572450-8572464,8572450,8572464,5479
8572463-8572464,8572463,8572464,5802
8503576-8573709,8503576,8573709,8353
8573708-8573709,8573708,8573709,4675
8503576-8575121,8503576,8575121,227
8573709-8575121,8573709,8575121,5710
8503576-8582103,8503576,8582103,5710
8573709-8582103,8573709,8582103,115
8581966-8582103,8581966,8582103,5918
8503578-8503579,8503578,8503579,13170
8503581-8503582,8503581,8503582,12406
8503582-8503583,8503582,8503583,3163
8503582-8503880,8503582,8503880,242
8503799-8503880,8503799,8503880,12164
8503583-8503584,8503583,8503584,3163
8503585-8503586,8503585,8503586,6559
8503585-8503588,8503585,8503588,8736
8503586-8503588,8503586,8503588,6166
8503587-8503593,8503587,8503593,726
8503592-8503593,8503592,8503593,7135
8503588-8503589,8503588,8503589,96
8503588-8503799,8503588,8503799,15199
8503589-8503799,8503589,8503799,66
8503589-8572585,8503589,8572585,126
8572583-8572585,8572583,8572585,6559
8503591-8503685,8503591,8503685,10810
8503592-8503599,8503592,8503599,9132
8503593-8503599,8503593,8503599,7135
8503593-8572495,8503593,8572495,484
8503599-8572495,8503599,8572495,4699
8503776-8572495,8503776,8572495,2182
8503877-8572495,8503877,8572495,2408
8503597-8503687,8503597,8503687,12100
8503598-8573718,8503598,8573718,43
8503696-8573718,8503696,8573718,677
8572603-8573718,8572603,8573718,44
8572744-8573718,8572744,8573718,1111
8573711-8573718,8573711,8573718,16996
8573715-8573718,8573715,8573718,704
8503598-8573720,8503598,8573720,5470
8572602-8573720,8572602,8573720,84
8572603-8573720,8572603,8573720,236
8572747-8573720,8572747,8573720,4501
8573719-8573720,8573719,8573720,5932
8503599-8503780,8503599,8503780,4919
8503607-8503649,8503607,8503649,12810
8503610-8503689,8503610,8503689,3907
8503610-8503692,8503610,8503692,968
8503610-8503698,8503610,8503698,4792
8503610-8530812,8503610,8530812,54009
8530811-8530812,8530811,8530812,95428
8503610-8576240,8503610,8576240,33755
8573710-8576240,8573710,8576240,215
8503610-8580522,8503610,8580522,523
8506517-8580522,8506517,8580522,49073
8573710-8580522,8573710,8580522,2141
8576193-8580522,8576193,8580522,54429
8576200-8580522,8576200,8580522,102222
8576240-8580522,8576240,8580522,31397
8576241-8580522,8576241,8580522,2705
8576263-8580522,8576263,8580522,3504
8503610-8580912,8503610,8580912,33
8573710-8580912,8573710,8580912,55877
8573719-8580912,8573719,8580912,44
8573723-8580912,8573723,8580912,2992
8574739-8580912,8574739,8580912,4515
8576193-8580912,8576193,8580912,20602
8576241-8580912,8576241,8580912,25367
8579994-8580912,8579994,8580912,968
8580302-8580912,8580302,8580912,352
8580317-8580912,8580317,8580912,7581
8580449-8580912,8580449,8580912,163
8503610-8591036,8503610,8591036,223
8576240-8591036,8576240,8591036,33154
8588078-8591036,8588078,8591036,41691
8503610-8591038,8503610,8591038,2685
8506517-8591038,8506517,8591038,3338
8576200-8591038,8576200,8591038,323
8580522-8591038,8580522,8591038,105700
8588078-8591038,8588078,8591038,335
8590805-8591038,8590805,8591038,47271
8591033-8591038,8591033,8591038,194
8591035-8591038,8591035,8591038,26173
8591036-8591038,8591036,8591038,43812
8503612-8503629,8503612,8503629,2920
8503612-8503973,8503612,8503973,3194
8503629-8503973,8503629,8503973,2920
8503613-8503614,8503613,8503614,3459
8503614-8503619,8503614,8503619,3335
8503615-8503616,8503615,8503616,7022
8503619-8595523,8503619,8595523,852
8503622-8575983,8503622,8575983,10532
8573278-8575983,8573278,8575983,9536
8503623-8503624,8503623,8503624,4205
8503624-8503625,8503624,8503625,4412
8503625-8503626,8503625,8503626,4412
8503626-8503628,8503626,8503628,4412
8503628-8503749,8503628,8503749,4412
8503629-8509771,8503629,8509771,348
8503973-8509771,8503973,8509771,5603
8503634-8503635,8503634,8503635,6089
8503635-8503636,8503635,8503636,6089
8503636-8503637,8503636,8503637,6089
8503637-8503638,8503637,8503638,6089
8503638-8503639,8503638,8503639,6089
8503640-8503641,8503640,8503641,10240
8503640-8503715,8503640,8503715,12235
8503640-8503748,8503640,8503748,1029
8503643-8503748,8503643,8503748,7789
8503640-8506525,8503640,8506525,1787
8503717-8506525,8503717,8506525,4079
8503641-8503642,8503641,8503642,10240
8503642-8503643,8503642,8503643,10240
8503643-8573794,8503643,8573794,2451
8503715-8573794,8503715,8573794,3838
8503717-8573794,8503717,8573794,980
8503760-8573794,8503760,8573794,4004
8506738-8573794,8506738,8573794,8282
8510049-8573794,8510049,8573794,5001
8570505-8573794,8570505,8573794,4545
8503649-8503656,8503649,8503656,12819
8503656-8508967,8503656,8508967,12819
8508892-8508967,8508892,8508967,6674
8508966-8508967,8508966,8508967,8595
8503684-8503735,8503684,8503735,7380
8503734-8503735,8503734,8503735,360
8503684-8503746,8503684,8503746,168
8503744-8503746,8503744,8503746,7114
8503684-8503757,8503684,8503757,186
8503746-8503757,8503746,8503757,7282
8503684-8505092,8503684,8505092,560
8503757-8505092,8503757,8505092,186
8505084-8505092,8505084,8505092,8244
8503685-8572494,8503685,8572494,7272
8557043-8572494,8557043,8572494,96
8572441-8572494,8572441,8572494,3114
8572493-8572494,8572493,8572494,5217
8503686-8503763,8503686,8503763,5642
8503686-8503991,8503686,8503991,612
8503763-8503991,8503763,8503991,5903
8503687-8503702,8503687,8503702,1869
8503687-8503783,8503687,8503783,10240
8503702-8503783,8503702,8503783,12253
8503688-8506732,8503688,8506732,8830
8506679-8506732,8506679,8506732,6112
8503690-8503691,8503690,8503691,5943
8503691-8503694,8503691,8503694,4614
8503691-8503696,8503691,8503696,1329
8503694-8503696,8503694,8503696,2679
8503695-8503696,8503695,8503696,1932
8503692-8503693,8503692,8503693,4492
8503692-8573712,8503692,8573712,615
8503693-8573712,8503693,8573712,3524
8573711-8573712,8573711,8573712,968
8503694-8503695,8503694,8503695,1933
8503696-8573715,8503696,8573715,704
8573714-8573715,8573714,8573715,3900
8503696-8573730,8503696,8573730,39
8573726-8573730,8573726,8573730,660
8573729-8573730,8573729,8573730,1471
8503697-8573176,8503697,8573176,132
8503697-8573732,8503697,8573732,264
8573178-8573732,8573178,8573732,3164
8573731-8573732,8573731,8573732,1710
8503698-8503699,8503698,8503699,4787
8503699-8503709,8503699,8503709,5098
8503700-8506960,8503700,8506960,3192
8503700-8576154,8503700,8576154,2984
8576153-8576154,8576153,8576154,33499
8503700-8576159,8503700,8576159,2174
8506961-8576159,8506961,8576159,1594
8576158-8576159,8576158,8576159,18251
8503700-8576161,8503700,8576161,2238
8506961-8576161,8506961,8576161,1596
8503702-8503771,8503702,8503771,11802
8503702-8503772,8503702,8503772,26739
8503702-8503786,8503702,8503786,157
8503783-8503786,8503783,8503786,22950
8503702-8503850,8503702,8503850,6424
8503781-8503850,8503781,8503850,14617
8503788-8503850,8503788,8503850,12118
8503702-8503856,8503702,8503856,5914
8503782-8503856,8503782,8503856,260
8503788-8503856,8503788,8503856,157
8503850-8503856,8503850,8503856,6329
8503702-8573237,8503702,8573237,8956
8573235-8573237,8573235,8573237,26
8573236-8573237,8573236,8573237,26653
8503702-8573257,8503702,8573257,2986
8503850-8573257,8503850,8573257,28
8503856-8573257,8503856,8573257,6548
8503871-8573257,8503871,8573257,947
8557119-8573257,8557119,8573257,4245
8573206-8573257,8573206,8573257,14616
8573211-8573257,8573211,8573257,12123
8573237-8573257,8573237,8573257,10855
8573239-8573257,8573239,8573257,9904
8573256-8573257,8573256,8573257,12408
8503705-8506691,8503705,8506691,8804
8503705-8506896,8503705,8506896,3450
8506755-8506896,8506755,8506896,928
8503705-8573695,8503705,8573695,2779
8573694-8573695,8573694,8573695,8800
8503709-8557101,8503709,8557101,2636
8503709-8572646,8503709,8572646,175
8572602-8572646,8572602,8572646,130
8572603-8572646,8572603,8572646,85
8572610-8572646,8572610,8572646,2693
8503709-8573714,8503709,8573714,132
8557101-8573714,8557101,8573714,2620
8573711-8573714,8573711,8573714,4516
8503715-8503717,8503715,8503717,6272
8503715-8510049,8503715,8510049,3833
8503717-8510049,8503717,8510049,1053
8506525-8510049,8506525,8510049,4198
8506738-8510049,8506738,8510049,536
8503718-8504004,8503718,8504004,1711
8503718-8504044,8503718,8504044,378
8504004-8504044,8504004,8504044,309
8503718-8504617,8503718,8504617,1210
8504548-8504617,8504548,8504617,450
8503718-8504881,8503718,8504881,352
8503889-8504881,8503889,8504881,29535
8504796-8504881,8504796,8504881,448
8504862-8504881,8504862,8504881,17037
8504864-8504881,8504864,8504881,13686
8504865-8504881,8504865,8504881,72
8504869-8504881,8504869,8504881,11558
8504870-8504881,8504870,8504881,3113
8504871-8504881,8504871,8504881,10548
8504873-8504881,8504873,8504881,5919
8504877-8504881,8504877,8504881,26600
8504878-8504881,8504878,8504881,15256
8503721-8557001,8503721,8557001,4269
8503726-8503727,8503726,8503727,2212
8503726-8557000,8503726,8557000,2129
8503727-8503728,8503727,8503728,2212
8503728-8573756,8503728,8573756,2139
8503737-8573756,8503737,8573756,506
8503747-8573756,8503747,8573756,2678
8503775-8573756,8503775,8573756,7103
8503870-8573756,8503870,8573756,3287
8557000-8573756,8557000,8573756,2129
8557001-8573756,8557001,8573756,2134
8557002-8573756,8557002,8573756,2135
8503728-8573765,8503728,8573765,73
8573756-8573765,8573756,8573765,3698
8503730-8503731,8503730,8503731,2678
8503730-8503737,8503730,8503737,74
8503732-8503737,8503732,8503737,1878
8503734-8503737,8503734,8503737,2318
8503736-8503737,8503736,8503737,1304
8503731-8503732,8503731,8503732,2678
8503732-8503733,8503732,8503733,2077
8503732-8573792,8503732,8573792,1401
8503737-8573792,8503737,8573792,1518
8573789-8573792,8573789,8573792,360
8573791-8573792,8573791,8573792,2678
8503733-8503734,8503733,8503734,2678
8503735-8503736,8503735,8503736,10438
8503736-8503738,8503736,8503738,9134
8503737-8503740,8503737,8503740,4333
8503739-8503740,8503739,8503740,9518
8503737-8503747,8503737,8503747,2387
8503738-8503739,8503738,8503739,9518
8503740-8503741,8503740,8503741,13358
8503740-8503775,8503740,8503775,493
8503742-8503775,8503742,8503775,1366
8503743-8503775,8503743,8503775,2721
8503759-8503775,8503759,8503775,9430
8503741-8503742,8503741,8503742,4087
8503741-8503744,8503741,8503744,9518
8503742-8503743,8503742,8503743,2721
8503744-8503745,8503744,8503745,1823
8503744-8503759,8503744,8503759,315
8503753-8503759,8503753,8503759,1990
8503757-8503759,8503757,8503759,7547
8503745-8503753,8503745,8503753,1902
8503748-8506484,8503748,8506484,8818
8503749-8503755,8503749,8503755,4412
8503751-8573586,8503751,8573586,849
8506862-8573586,8506862,8573586,2963
8573278-8573586,8573278,8573586,900
8503754-8503855,8503754,8503855,1124
8503798-8503855,8503798,8503855,7795
8503755-8503760,8503755,8503760,4412
8503759-8503870,8503759,8503870,168
8503775-8503870,8503775,8503870,3287
8503759-8573785,8503759,8573785,153
8573778-8573785,8573778,8573785,1749
8503769-8503770,8503769,8503770,5873
8503769-8503994,8503769,8503994,5509
8503770-8503981,8503770,8503981,6938
8503979-8503981,8503979,8503981,4462
8503771-8503782,8503771,8503782,12063
8503772-8503781,8503772,8503781,26886
8503775-8573775,8503775,8573775,3461
8573772-8573775,8573772,8573775,872
8573774-8573775,8573774,8573775,9518
8503775-8573784,8503775,8573784,122
8573783-8573784,8573783,8573784,2599
8503775-8583202,8503775,8583202,125
8573784-8583202,8573784,8583202,122
8580525-8583202,8580525,8583202,2968
8581746-8583202,8581746,8583202,872
8503776-8503777,8503776,8503777,27297
8503777-8503779,8503777,8503779,17516
8503777-8503877,8503777,8503877,9780
8503778-8503886,8503778,8503886,12124
8503779-8503875,8503779,8503875,12037
8503779-8572574,8503779,8572574,704
8572387-8572574,8572387,8572574,10274
8572572-8572574,8572572,8572574,12037
8503781-8503788,8503781,8503788,12274
8503782-8503871,8503782,8503871,12277
8503856-8503871,8503856,8503871,260
8503786-8503854,8503786,8503854,12091
8503786-8503860,8503786,8503860,473
8503854-8503860,8503854,8503860,10235
8503786-8503885,8503786,8503885,4716
8503860-8503885,8503860,8503885,10714
8503786-8504801,8503786,8504801,5972
8503854-8504801,8503854,8504801,1869
8503885-8504801,8503885,8504801,4564
8503786-8573251,8503786,8573251,474
8504802-8573251,8504802,8573251,5823
8573237-8573251,8573237,8573251,471
8573244-8573251,8573244,8573251,474
8573247-8573251,8573247,8573251,12097
8503788-8503857,8503788,8503857,1738
8503850-8503857,8503850,8503857,12078
8503856-8503857,8503856,8503857,157
8503791-8503862,8503791,8503862,1231
8503791-8573160,8503791,8573160,1328
8573159-8573160,8573159,8573160,1228
8503791-8573161,8503791,8573161,593
8573160-8573161,8573160,8573161,2558
8503792-8573507,8503792,8573507,4782
8573499-8573507,8573499,8573507,3562
8573505-8573507,8573505,8573507,5036
8503795-8503798,8503795,8503798,22411
8503797-8503798,8503797,8503798,7932
8503795-8503866,8503795,8503866,97
8503798-8503866,8503798,8503866,22405
8503798-8573573,8503798,8573573,7872
8503866-8573573,8503866,8573573,14462
8503990-8573573,8503990,8573573,1695
8573570-8573573,8573570,8573573,1694
8573572-8573573,8573572,8573573,97
8503798-8573574,8503798,8573574,3184
8503866-8573574,8503866,8573574,743
8503990-8573574,8503990,8573574,1695
8573572-8573574,8573572,8573574,1693
8573573-8573574,8573573,8573574,9847
8503798-8573576,8503798,8573576,3185
8573575-8573576,8573575,8573576,10266
8503798-8573577,8503798,8573577,3716
8503866-8573577,8503866,8573577,428
8573570-8573577,8573570,8573577,8222
8573573-8573577,8573573,8573577,8111
8573576-8573577,8573576,8573577,3274
8503798-8588798,8503798,8588798,6450
8503798-8590490,8503798,8590490,6670
8503798-8590494,8503798,8590494,211
8573573-8590494,8573573,8590494,7872
8590490-8590494,8590490,8590494,6670
8590493-8590494,8590493,8590494,105
8503798-8590854,8503798,8590854,106
8573577-8590854,8573577,8590854,3814
8503798-8590860,8503798,8590860,3912
8590856-8590860,8590856,8590860,3811
8503798-8590861,8503798,8590861,3376
8580292-8590861,8580292,8590861,6988
8590856-8590861,8590856,8590861,6990
8590858-8590861,8590858,8590861,3279
8590859-8590861,8590859,8590861,3281
8503799-8557043,8503799,8557043,3131
8503880-8557043,8503880,8557043,12164
8503850-8573206,8503850,8573206,947
8503989-8573206,8503989,8573206,129
8573205-8573206,8573205,8573206,25820
8503852-8573542,8503852,8573542,363
8573541-8573542,8573541,8573542,4900
8503855-8503863,8503855,8503863,1118
8503855-8503865,8503855,8503865,105
8503864-8503865,8503864,8503865,7580
8503855-8503896,8503855,8503896,1019
8503864-8503896,8503864,8503896,594
8503865-8503896,8503865,8503896,105
8503855-8503899,8503855,8503899,4645
8503867-8503899,8503867,8503899,559
8503855-8573167,8503855,8573167,2360
8573166-8573167,8573166,8573167,2564
8503855-8573552,8503855,8573552,315
8503899-8573552,8503899,8573552,1678
8507447-8573552,8507447,8573552,64
8507477-8573552,8507477,8573552,854
8573168-8573552,8573168,8573552,991
8503855-8573553,8503855,8573553,1574
8503899-8573553,8503899,8573553,385
8507447-8573553,8507447,8573553,769
8573167-8573553,8573167,8573553,1363
8573168-8573553,8573168,8573553,27
8573552-8573553,8573552,8573553,3939
8503855-8577912,8503855,8577912,1327
8577867-8577912,8577867,8577912,1849
8503855-8579186,8503855,8579186,2165
8503855-8579192,8503855,8579192,7399
8579190-8579192,8579190,8579192,1083
8503855-8580724,8503855,8580724,1327
8577867-8580724,8577867,8580724,1851
8503855-8590651,8503855,8590651,1065
8580724-8590651,8580724,8590651,1327
8588986-8590651,8588986,8590651,1851
8590502-8590651,8590502,8590651,3602
8503855-8590653,8503855,8590653,1063
8590502-8590653,8590502,8590653,3704
8590651-8590653,8590651,8590653,4661
8590652-8590653,8590652,8590653,2654
8503856-8506889,8503856,8506889,391
8503856-8557119,8503856,8557119,4245
8503856-8580623,8503856,8580623,158
8573257-8580623,8573257,8580623,158
8580619-8580623,8580619,8580623,4245
8580621-8580623,8580621,8580623,1422
8580622-8580623,8580622,8580623,4961
8503857-8503989,8503857,8503989,14005
8503862-8503887,8503862,8503887,1230
8503863-8503867,8503863,8503867,1117
8503864-8573568,8503864,8573568,35
8503865-8573568,8503865,8573568,7599
8573567-8573568,8573567,8573568,592
8503866-8503868,8503866,8503868,1791
8503866-8503869,8503866,8503869,1693
8503868-8503869,8503868,8503869,97
8503866-8503990,8503866,8503990,3390
8503868-8503990,8503868,8503990,1694
8503869-8503990,8503869,8503990,1790
8503867-8507445,8503867,8507445,559
8503899-8507445,8503899,8507445,558
8503870-8573779,8503870,8573779,168
8573778-8573779,8573778,8573779,7114
8503871-8573236,8503871,8573236,11329
8503885-8573236,8503885,8573236,158
8504802-8573236,8504802,8573236,4566
8573235-8573236,8573235,8573236,10685
8503871-8573259,8503871,8573259,260
8573257-8573259,8573257,8573259,11803
8503872-8503873,8503872,8503873,9058
8503872-8503988,8503872,8503988,5030
8503872-8505296,8503872,8505296,7920
8503874-8506890,8503874,8506890,8035
8506889-8506890,8506889,8506890,10689
8503875-8572572,8503875,8572572,1761
8572387-8572572,8572387,8572572,10276
8503877-8572578,8503877,8572578,120
8572511-8572578,8572511,8572578,7253
8572524-8572578,8572524,8572578,2408
8572577-8572578,8572577,8572578,17516
8503879-8572559,8503879,8572559,1070
8572558-8572559,8572558,8572559,11692
8503880-8572584,8503880,8572584,242
8572583-8572584,8572583,8572584,5848
8503881-8572513,8503881,8572513,121
8572387-8572513,8572387,8572513,11805
8572512-8572513,8572512,8572513,7219
8503885-8572590,8503885,8572590,10184
8504802-8572590,8504802,8572590,1866
8503886-8572580,8503886,8572580,267
8507585-8572580,8507585,8572580,10889
8507590-8572580,8507590,8572580,7227
8507592-8572580,8507592,8572580,881
8510075-8572580,8510075,8572580,4602
8572387-8572580,8572387,8572580,88
8572511-8572580,8572511,8572580,11857
8572515-8572580,8572515,8572580,10221
8572550-8572580,8572550,8572580,15295
8503887-8573158,8503887,8573158,1222
8503889-8504622,8503889,8504622,26927
8503889-8577771,8503889,8577771,26625
8503889-8577784,8503889,8577784,17231
8504622-8577784,8504622,8577784,26927
8570492-8577784,8570492,8577784,8917
8503889-8577785,8503889,8577785,76
8570492-8577785,8570492,8577785,8908
8577784-8577785,8577784,8577785,89925
8503891-8572462,8503891,8572462,106
8572450-8572462,8572450,8572462,5802
8503896-8503897,8503896,8503897,803
8503896-8503972,8503896,8503972,914
8503897-8503972,8503897,8503972,803
8503899-8577867,8503899,8577867,2582
8573565-8577867,8573565,8577867,1118
8503950-8503953,8503950,8503953,2615
8503951-8503965,8503951,8503965,4907
8503951-8588886,8503951,8588886,300
8573471-8588886,8573471,8588886,5008
8573477-8588886,8573477,8588886,4907
8503952-8506875,8503952,8506875,3241
8505344-8506875,8505344,8506875,4949
8506768-8506875,8506768,8506875,6408
8503953-8503963,8503953,8503963,501
8503955-8503963,8503955,8503963,2114
8503954-8573755,8503954,8573755,68
8573746-8573755,8573746,8573755,4614
8573754-8573755,8573754,8573755,606
8503955-8503964,8503955,8503964,3412
8503963-8503964,8503963,8503964,1915
8503958-8503959,8503958,8503959,12691
8503959-8503971,8503959,8503971,12689
8503962-8503968,8503962,8503968,5425
8503966-8510041,8503966,8510041,200
8503970-8510041,8503970,8510041,102
8503966-8573466,8503966,8573466,565
8503970-8573466,8503970,8573466,5224
8510041-8573466,8510041,8573466,102
8573465-8573466,8573465,8573466,19412
8503966-8573487,8503966,8573487,402
8510041-8573487,8510041,8573487,200
8573484-8573487,8573484,8573487,298
8573486-8573487,8573486,8573487,3119
8503971-8505344,8503971,8505344,12690
8503972-8507447,8503972,8507447,883
8503972-8507477,8503972,8507477,831
8507447-8507477,8507447,8507477,29
8503973-8573884,8503973,8573884,511
8509852-8573884,8509852,8573884,5444
8503974-8503979,8503974,8503979,256
8503978-8503979,8503978,8503979,5755
8503975-8503976,8503975,8503976,6800
8503976-8503977,8503976,8503977,6800
8503978-8503980,8503978,8503980,7285
8503979-8503980,8503979,8503980,1009
8503979-8503982,8503979,8503982,510
8503980-8503982,8503980,8503982,8295
8503981-8503982,8503981,8503982,303
8503979-8573844,8503979,8573844,74
8506486-8573844,8506486,8573844,182
8506490-8573844,8506490,8573844,978
8573843-8573844,8573843,8573844,3690
8503981-8506494,8503981,8506494,4050
8506486-8506494,8506486,8506494,655
8503981-8574439,8503981,8574439,5684
8506494-8574439,8506494,8574439,5841
8503982-8506460,8503982,8506460,7285
8503998-8506460,8503998,8506460,32
8503982-8506486,8503982,8506486,1811
8503983-8503984,8503983,8503984,3605
8503983-8503986,8503983,8503986,448
8503984-8503986,8503984,8503986,3605
8503986-8503987,8503986,8503987,4053
8503987-8506695,8503987,8506695,197
8506608-8506695,8506608,8506695,4158
8503987-8506751,8503987,8506751,197
8506705-8506751,8506705,8506751,322
8503987-8506757,8503987,8506757,3211
8506751-8506757,8506751,8506757,2150
8503987-8574008,8503987,8574008,448
8506757-8574008,8506757,8574008,3211
8506770-8574008,8506770,8574008,394
8506788-8574008,8506788,8574008,901
8509781-8574008,8509781,8574008,4377
8573850-8574008,8573850,8574008,242
8573860-8574008,8573860,8574008,6558
8574007-8574008,8574007,8574008,21074
8503988-8573503,8503988,8573503,5036
8573502-8573503,8573502,8573503,9056
8503990-8573569,8503990,8573569,1790
8573568-8573569,8573568,8573569,8211
8503990-8573570,8503990,8573570,1692
8573569-8573570,8573569,8573570,10004
8503991-8503995,8503991,8503995,6229
8503994-8573842,8503994,8573842,5305
8503994-8573847,8503994,8573847,204
8573846-8573847,8573846,8573847,5305
8503996-8503998,8503996,8503998,9430
8503999-8506498,8503999,8506498,6268
8506487-8506498,8506487,8506498,32
8503999-8573589,8503999,8573589,247
8506498-8573589,8506498,8573589,5656
8504000-8504003,8504000,8504003,9013
8504000-8504007,8504000,8504007,10262
8504003-8504007,8504003,8504007,499
8504001-8504531,8504001,8504531,3186
8504001-8504547,8504001,8504547,4327
8504531-8504547,8504531,8504547,3462
8504002-8504091,8504002,8504091,5730
8504046-8504091,8504046,8504091,341
8504047-8504091,8504047,8504091,3067
8504003-8504010,8504003,8504010,8514
8504007-8504010,8504007,8504010,10661
8504004-8504548,8504004,8504548,7101
8504005-8504718,8504005,8504718,118
8504153-8504718,8504153,8504718,2065
8504005-8504721,8504005,8504721,1546
8504718-8504721,8504718,8504721,4719
8504005-8504723,8504005,8504723,94
8504718-8504723,8504718,8504723,651
8504721-8504723,8504721,8504723,7058
8504005-8504901,8504005,8504901,94
8504723-8504901,8504723,8504901,6318
8504010-8504011,8504010,8504011,19275
8504012-8504013,8504012,8504013,9114
8504013-8504015,8504013,8504015,9114
8504014-8504016,8504014,8504016,17934
8504014-8504020,8504014,8504020,2837
8504014-8504023,8504014,8504023,10272
8504021-8504023,8504021,8504023,2837
8504014-8504060,8504014,8504060,15068
8504015-8504040,8504015,8504040,9114
8504016-8504017,8504016,8504017,17934
8504017-8504018,8504017,8504018,17934
8504018-8504120,8504018,8504120,17934
8504020-8504021,8504020,8504021,2837
8504023-8504024,8504023,8504024,15377
8504023-8504084,8504023,8504084,1475
8504023-8504086,8504023,8504086,16462
8504066-8504086,8504066,8504086,15030
8504079-8504086,8504079,8504086,4312
8504084-8504086,8504084,8504086,728
8504024-8504025,8504024,8504025,15377
8504025-8504026,8504025,8504026,15377
8504026-8504027,8504026,8504027,15377
8504027-8504028,8504027,8504028,15377
8504028-8504029,8504028,8504029,15377
8504029-8504030,8504029,8504030,15377
8504041-8504042,8504041,8504042,335
8504043-8504049,8504043,8504049,987
8504043-8504646,8504043,8504646,987
8504049-8504646,8504049,8504646,987
8504044-8504045,8504044,8504045,707
8504045-8504641,8504045,8504641,707
8504548-8504641,8504548,8504641,6779
8504639-8504641,8504639,8504641,475
8504047-8504281,8504047,8504281,398
8504098-8504281,8504098,8504281,2955
8504267-8504281,8504267,8504281,6137
8504060-8504061,8504060,8504061,15323
8504061-8504062,8504061,8504062,15323
8504062-8504063,8504062,8504063,15068
8504063-8504064,8504063,8504064,11235
8504063-8504065,8504063,8504065,4088
8504064-8504065,8504064,8504065,11935
8504065-8504066,8504065,8504066,15323
8504070-8504071,8504070,8504071,4312
8504071-8504072,8504071,8504072,4312
8504072-8504073,8504072,8504073,4312
8504073-8504074,8504073,8504074,4312
8504074-8504075,8504074,8504075,4301
8504075-8504077,8504075,8504077,4312
8504077-8504078,8504077,8504078,4312
8504078-8504079,8504078,8504079,4312
8504091-8504092,8504091,8504092,6180
8504091-8504095,8504091,8504095,6739
8504092-8504098,8504092,8504098,6180
8504096-8504098,8504096,8504098,166
8504097-8504098,8504097,8504098,6573
8504093-8504154,8504093,8504154,1840
8504093-8504155,8504093,8504155,484
8504154-8504155,8504154,8504155,1840
8504093-8504699,8504093,8504699,3998
8504155-8504699,8504155,8504699,484
8504158-8504699,8504158,8504699,1840
8504093-8509430,8504093,8509430,501
8504697-8509430,8504697,8509430,1898
8504891-8509430,8504891,8509430,336
8504894-8509430,8504894,8509430,166
8504944-8509430,8504944,8509430,712
8504969-8509430,8504969,8509430,681
8504977-8509430,8504977,8509430,1009
8504978-8509430,8504978,8509430,764
8504979-8509430,8504979,8509430,335
8504996-8509430,8504996,8509430,335
8506090-8509430,8506090,8509430,164
8504093-8570465,8504093,8570465,166
8504894-8570465,8504894,8570465,328
8504935-8570465,8504935,8570465,342
8504944-8570465,8504944,8570465,5645
8504969-8570465,8504969,8570465,4998
8504971-8570465,8504971,8570465,668
8504981-8570465,8504981,8570465,450
8504998-8570465,8504998,8570465,3277
8507596-8570465,8507596,8570465,7862
8509430-8570465,8509430,8570465,4548
8557079-8570465,8557079,8570465,3994
