id,label,x_fa2,y_fa2,x_geo,y_geo
8500146,Bahnhofeing. Gundeld.,2492.13525390625,-1556.5028076171875,2611205.0,1266101.0
8500147,Heiliggeistkirche,2420.708251953125,-1522.853271484375,2611999.0,1265700.0
8500193,Markthalle,2390.75927734375,-1560.648681640625,2611094.0,1266472.0
8500160,IWB,2407.679931640625,-1544.2303466796875,2610972.0,1266227.0
8500189,Solothurnerstrasse,2383.3115234375,-1572.66845703125,2611469.0,1265950.0
8500236,Denkmal,2394.71142578125,-1575.620361328125,2612000.0,1266395.0
8500161,Tellplatz,2395.720947265625,-1562.5986328125,2611712.0,1265804.0
8500237,Bankverein,2381.46923828125,-1538.7667236328125,2611564.0,1266999.0
8500853,Muttenz Waldhaus,2350.607666015625,-1079.552001953125,2615574.0,1266016.0
8500256,Muttenz Dorf,2360.28857421875,-1527.9727783203125,2615713.0,1263986.0
8503424,Schaffhausen,-1650.4383544921875,-1156.6156005859375,2689636.0,1283756.0
8503400,Bülach,-1687.1832275390625,-1222.958251953125,2682661.0,1264268.0
8503423,Neuhausen,-1691.9364013671875,-1188.801513671875,2689075.0,1282063.0
8500096,Dreispitz,2334.28955078125,-1552.3470458984375,2612815.0,1265174.0
8578144,Kannenfeldplatz,2324.482421875,-1569.729736328125,2610135.0,1268344.0
8519559,Depot Allschwilerstrasse,2300.2509765625,-1507.7451171875,2609544.0,1267346.0
8578168,Felix Platter-Spital,2321.855712890625,-1543.2235107421875,2609509.0,1268403.0
8500994,Theater,2350.45751953125,-1504.496826171875,2611378.0,1266945.0
8578145,Im Wasenboden,2336.50537109375,-1550.3743896484375,2609873.0,1268670.0
8500100,Tavannes,-2590.918701171875,-844.3641967773438,2582050.0,1229907.0
8500101,Reconvilier,-2344.326416015625,-862.6657104492188,2584007.0,1231612.0
8500162,Tramelan-Dessous,-2792.998046875,-815.5294189453125,2575317.0,1230224.0
8500102,Malleray-Bévilard,-2069.72802734375,-879.0161743164062,2587682.0,1231990.0
8500103,Sorvilier,-2004.4327392578125,-903.28466796875,2589942.0,1232057.0
8500135,Pontenet,-1836.3900146484373,-882.6958618164062,2586032.0,1232009.0
8500206,Solothurn West,-1682.6138916015625,-996.0313720703124,2607070.0,1228424.0
8500205,Bellach,-1723.070556640625,-995.9620971679688,2605242.0,1228662.0
8500120,Courtételle,-1823.9873046875,-962.7720336914062,2590880.0,1243560.0
8500159,Grenchen Nord,-1585.427490234375,-949.0706176757812,2596286.0,1226751.0
8500126,Porrentruy,-1788.9654541015625,-1014.3933715820312,2572944.0,1252297.0
8500144,Buix,-1698.5406494140625,-1024.9658203125,2569197.0,1258810.0
8500114,Zwingen,-1723.1904296875,-974.4100952148438,2606928.0,1253671.0
8500121,Courfaivre,-2004.5343017578125,-957.0028686523438,2588855.0,1242702.0
8500122,Bassecourt,-2149.129638671875,-938.6036987304688,2585505.0,1242888.0
8500123,Glovelier,-2261.18798828125,-904.5174560546876,2582668.0,1242731.0
8500124,St-Ursanne,-2130.012451171875,-955.6220092773438,2579404.0,1246354.0
8500169,Muriaux,-2445.95751953125,-796.7669067382812,2565674.0,1232689.0
8500125,Courgenay,-1983.5557861328125,-995.91796875,2576267.0,1250538.0
8500127,Courtemaîche,-1802.773681640625,-1047.5477294921875,2571100.0,1256192.0
8500186,Alle,-1870.41455078125,-1084.64306640625,2576581.0,1252649.0
8500128,Boncourt,-1781.8494873046875,-1062.5467529296875,2568194.0,1260294.0
8500141,Courchavon,-1745.6656494140625,-1052.810302734375,2571262.0,1254401.0
8504300,Biel/Bienne,-1618.9671630859375,-910.2120361328124,2585151.0,1220232.0
8503016,Zürich Flughafen,-1583.9384765625,-1047.388427734375,2684750.0,1256117.0
8504221,Neuchâtel,-1212.033203125,-549.7935791015625,2561747.0,1205197.0
8504229,Tüscherz,-1646.153076171875,-786.007568359375,2581686.0,1218252.0
8504304,Sonceboz-Sombeval,-1843.1597900390625,-816.412109375,2579550.0,1227169.0
8504303,La Heutte,-1781.673828125,-829.0060424804688,2583840.0,1226527.0
8500143,Grandgourt,-1736.164794921875,-1048.369384765625,2570559.0,1257757.0
8501008,Genève,-1299.4093017578125,-956.679931640625,2499969.0,1118468.0
8501007,Vernier,-1335.62939453125,-1014.0244140625,2496242.0,1119699.0
8501026,Genève-Aéroport,-1259.53173828125,-954.5238647460938,2497660.0,1120989.0
8501103,Vallorbe,-1419.240966796875,-1629.1099853515625,2518333.0,1174024.0
8501118,Renens VD,-1329.6396484375,-1074.79248046875,2534051.0,1154334.0
8519560,Depot Dreispitz,2354.5390625,-1597.1563720703125,2612688.0,1265352.0
8500899,Messeplatz,2341.783935546875,-1584.3870849609375,2612116.0,1268095.0
8588063,Jakobsberg,2357.592529296875,-1605.4798583984375,2612261.0,1264644.0
8519562,Depot Wiesenplatz,2299.0615234375,-1563.3409423828125,2611574.0,1269674.0
8500164,Tramelan-Chalet,-2864.0146484375,-810.107421875,2573770.0,1230348.0
8500170,Tramelan,-2864.82958984375,-787.2972412109375,2574678.0,1230265.0
8500167,Les Breuleux-Eglise,-2861.356201171875,-768.677490234375,2566956.0,1229212.0
8500165,Le Pied-d'Or,-2885.115478515625,-791.4500732421875,2571036.0,1230202.0
8500173,Les Breuleux,-2799.947998046875,-740.314453125,2567191.0,1228954.0
8500172,La Chaux-des-Breuleux,-2866.025634765625,-757.9478149414062,2568702.0,1230034.0
8500174,Le Noirmont,-2624.986572265625,-703.5701293945312,2563482.0,1230372.0
8500171,Les Reussilles,-2883.741943359375,-772.20849609375,2573076.0,1230440.0
8500175,Le Creux-des-Biches,-2645.825927734375,-649.5892333984375,2562270.0,1228178.0
8500190,Les Emibois,-2502.998779296875,-595.4946899414062,2565637.0,1231319.0
8500177,Les Bois,-2591.050048828125,-588.5247192382812,2559638.0,1225243.0
8500184,La Chaux-de-Fonds-Est,-2409.044921875,-559.9473266601562,2554327.0,1217109.0
8500176,Le Boéchet,-2638.020263671875,-613.5805053710938,2560858.0,1227163.0
8500178,La Ferrière,-2576.891845703125,-567.9583740234375,2558692.0,1221446.0
8500179,La Cibourg,-2530.6103515625,-562.49853515625,2557888.0,1219165.0
8500180,La Large-Journée,-2518.779052734375,-537.2466430664062,2558896.0,1223511.0
8500181,La Chaux-d'Abel,-2485.871826171875,-545.3992309570312,2559058.0,1222568.0
8504314,La Chaux-de-Fonds,-2057.663818359375,-561.8277587890625,2553490.0,1216557.0
8500191,Saignelégier,-2331.256103515625,-552.0581665039062,2566359.0,1233845.0
8500199,Combe-Tabeillon,-2196.4541015625,-525.5680541992188,2578771.0,1240337.0
8504237,Les Hauts-Geneveys,-1732.3616943359375,-588.3812255859375,2557145.0,1210838.0
8504250,"Les Hauts-Geneveys, gare",-1531.3214111328125,-653.0819091796875,2557182.0,1210896.0
8504310,St-Imier,-2063.750732421875,-621.2537231445312,2566827.0,1222397.0
8504312,Renan BE,-2093.424560546875,-576.9342651367188,2561056.0,1219543.0
8500187,Vendlincourt,-1921.642822265625,-1130.563232421875,2578764.0,1255746.0
8500188,Bonfol,-1938.0499267578125,-1148.11328125,2578611.0,1258223.0
8500192,Le Bémont JU,-2383.781005859375,-513.8028564453125,2567869.0,1234790.0
8500194,Pré-Petitjean,-2394.94677734375,-488.9443359375,2571233.0,1236310.0
8517417,Lachmatt,2179.55419921875,-1454.2470703125,2617473.0,1263384.0
8500682,EuroAirport,2332.2080078125,-1606.8902587890625,2607050.0,1272100.0
8507228,Wänglismatten,2335.76220703125,-1607.693115234375,2608720.0,1267887.0
8507520,Grosspeteranlage,2330.18408203125,-1608.3062744140625,2612268.0,1266064.0
8500195,La Combe,-2365.9111328125,-482.7788696289063,2574345.0,1237104.0
8500196,Bollement,-2299.874267578125,-494.9022216796875,2576193.0,1238497.0
8500200,Pieterlen,-1735.61669921875,-1021.05224609375,2592537.0,1224503.0
8500201,Lengnau BE,-1710.469482421875,-1019.2589721679688,2594537.0,1225389.0
8500202,Grenchen Süd,-1657.669677734375,-1028.3287353515625,2596934.0,1226426.0
8500203,Bettlach,-1709.152099609375,-1009.4061889648438,2599223.0,1227112.0
8500204,Selzach,-1730.7347412109375,-999.0732421875,2601364.0,1227743.0
8500208,Luterbach-Attisholz,-1504.963134765625,-1078.74853515625,2610976.0,1229590.0
8500211,Niederbipp,-1436.5394287109375,-1084.4591064453125,2619387.0,1235532.0
8500210,Wangen an der Aare,-1465.62158203125,-1099.1279296875,2616479.0,1231249.0
8500260,Crémines-Zoo,-1536.0826416015625,-1095.7117919921875,2601374.0,1235725.0
8500261,Langendorf,-1554.287841796875,-1135.9930419921875,2605678.0,1229661.0
8500272,Solothurn Sternen,-1347.69384765625,-1081.51708984375,2608086.0,1229046.0
8504410,Zollikofen,-1533.6163330078125,-1042.308349609375,2601847.0,1205641.0
8503225,Ziegelbrücke,-1366.8314208984375,-1167.7689208984375,2722998.0,1221845.0
8503508,Dietikon,-1698.78564453125,-1106.8819580078125,2672940.0,1251001.0
8507000,Bern,-1443.6265869140625,-1007.9467163085938,2600038.0,1199750.0
8503001,Zürich Altstetten,-1605.769775390625,-1084.7288818359375,2679300.0,1249492.0
8503504,Baden,-1607.4781494140625,-1104.1494140625,2665511.0,1258768.0
8504100,Fribourg/Freiburg,-1458.799072265625,-861.5369262695312,2578047.0,1183595.0
8504101,Düdingen,-1472.2147216796875,-931.55224609375,2581018.0,1188910.0
8504103,Flamatt,-1474.7254638671875,-919.3975830078124,2590926.0,1193049.0
8504115,Thörishaus Dorf,-1473.9569091796875,-951.29931640625,2593388.0,1193610.0
8504117,Oberwangen,-1466.604736328125,-980.2212524414062,2594177.0,1195944.0
8504194,Laupen BE,-1444.325439453125,-979.1397705078124,2585018.0,1194484.0
8504411,Münchenbuchsee,-1529.2515869140625,-985.4251098632812,2601012.0,1207815.0
8504414,Lyss,-1617.5787353515625,-877.3515014648438,2589950.0,1213932.0
8504441,Studen BE,-1517.532958984375,-959.8929443359376,2589611.0,1217725.0
8504483,Ins,-1429.67919921875,-587.2250366210938,2574211.0,1205476.0
8504486,Gümmenen,-1469.6595458984375,-768.927978515625,2584451.0,1199031.0
8504489,Bern Bümpliz Nord,-1473.3917236328125,-880.4476928710938,2596279.0,1199417.0
8504495,Bern Stöckacker,-1454.42138671875,-891.307861328125,2597149.0,1199476.0
8505000,Luzern,-1357.0787353515625,-832.3271484375,2666224.0,1211384.0
8506121,Romanshorn,-1407.2371826171875,-1324.00830078125,2746036.0,1270119.0
8506302,St. Gallen,-1056.93115234375,-1163.993408203125,2745713.0,1254279.0
8507100,Thun,-1530.5233154296875,-1015.7594604492188,2614591.0,1178203.0
8507006,Münsingen,-1556.7830810546875,-1009.9669189453124,2609210.0,1191366.0
8507009,Uttigen,-1557.7401123046875,-979.1510009765624,2610994.0,1182582.0
8507094,Uetendorf Allmend,-1518.916748046875,-971.1537475585938,2611934.0,1180228.0
8508005,Burgdorf,-1527.7447509765625,-1103.13818359375,2613907.0,1212203.0
8503221,Siebnen-Wangen,-1434.4508056640625,-1148.076171875,2710816.0,1226778.0
8508003,Hindelbank,-1549.1810302734375,-1043.634033203125,2608114.0,1210954.0
8508004,Lyssach,-1552.8924560546875,-1094.9312744140625,2610840.0,1212536.0
8508066,Lohn-Lüterkofen,-1461.583740234375,-1013.1804809570312,2606698.0,1223562.0
8508064,Bätterkinden,-1423.268798828125,-998.0349731445312,2607266.0,1219897.0
8508085,Aefligen,-1614.5732421875,-1074.8988037109375,2609158.0,1216073.0
8508084,Kirchberg-Alchenflüh,-1652.08056640625,-1105.6878662109375,2610816.0,1214664.0
8500209,Deitingen,-1489.7412109375,-1097.6458740234375,2613656.0,1229715.0
8500213,Oberbuchsiten,-1349.1068115234375,-1112.46044921875,2625190.0,1239427.0
8500287,Wiedlisbach,-934.5858764648438,-1188.319091796875,2615705.0,1233573.0
8500286,Attiswil,-879.0792236328125,-1167.5955810546875,2613268.0,1232846.0
8500292,Klus,-1325.4490966796875,-1153.57666015625,2619297.0,1239296.0
8508100,Langenthal,-1399.3360595703125,-1239.6798095703125,2626216.0,1229654.0
8502000,Aarburg-Oftringen,-1505.7440185546875,-965.3242797851562,2635502.0,1241150.0
8508008,Herzogenbuchsee,-1489.2821044921875,-1177.1478271484375,2619882.0,1226381.0
8500214,Egerkingen,-1350.509521484375,-1093.8748779296875,2627245.0,1240506.0
8500215,Hägendorf,-1366.8814697265625,-1070.4151611328125,2630628.0,1242235.0
8500216,Wangen bei Olten,-1394.370361328125,-1037.41552734375,2632476.0,1243482.0
8500305,Frick,-1693.1600341796875,-933.7056274414062,2643279.0,1262002.0
8501030,Nyon,-1225.8248291015625,-1130.3699951171875,2507482.0,1137716.0
8501031,Gland,-1253.6337890625,-991.2987060546876,2510093.0,1141631.0
8501035,Allaman,-1257.8114013671875,-968.4611206054688,2520212.0,1147689.0
8501036,St-Prex,-1271.798583984375,-949.638671875,2524537.0,1148362.0
8501605,Visp,-856.819091796875,-844.7708129882812,2634123.0,1127053.0
8501506,Sion,-829.0165405273438,-543.438232421875,2593870.0,1119571.0
8501509,Sierre/Siders,-813.8568115234375,-687.4710693359375,2607258.0,1126750.0
8501601,Leuk,-811.7009887695312,-739.0177001953125,2615891.0,1128929.0
8501604,Raron,-812.2882080078125,-826.0343627929688,2627955.0,1128383.0
8502110,Dulliken,-1567.1932373046875,-893.02001953125,2638372.0,1244949.0
8502007,Sursee,-1454.79052734375,-800.741455078125,2649981.0,1224636.0
8502021,Emmenbrücke,-1450.545654296875,-726.9729614257812,2664101.0,1213631.0
8502028,Emmenbrücke Gersag,-1483.5191650390625,-711.0918579101562,2663656.0,1214484.0
8502042,Hochdorf Schönau,-1501.284912109375,-729.2334594726562,2665215.0,1224091.0
8502230,Zug Chollermüli,-1416.5860595703125,-852.8997802734375,2679438.0,1226006.0
8502306,Hünenberg Chämleten,-1352.341796875,-844.2916870117188,2676670.0,1224738.0
8503010,Zürich Enge,-1565.7232666015625,-1051.2315673828125,2682502.0,1246491.0
8503202,Thalwil,-1562.310302734375,-1108.976806640625,2685175.0,1238955.0
8503284,Biberbrugg,-1273.0738525390625,-1110.9764404296875,2697374.0,1223620.0
8504023,Romont FR,-1453.26220703125,-804.885009765625,2559703.0,1171502.0
8500220,Dotzigen,-1683.4161376953125,-834.220947265625,2592345.0,1218636.0
8500221,Büren an der Aare,-1662.9847412109375,-842.737060546875,2594888.0,1220800.0
8504404,Aarberg,-1637.211669921875,-778.139404296875,2587846.0,1210402.0
8504412,Schüpfen,-1596.016357421875,-908.1168823242188,2596000.0,1210093.0
8504413,Suberg-Grossaffoltern,-1625.216796875,-889.1861572265625,2592431.0,1211978.0
8588770,Grosspeterstrasse,2349.05126953125,-1650.5767822265625,2612041.0,1266140.0
8588768,Dreirosenbrücke,2323.32861328125,-1629.55712890625,2611377.0,1268903.0
8588769,Feldbergstrasse,2353.534912109375,-1687.43115234375,2611482.0,1268411.0
8500984,Arisdorf Olsbergerstrasse,2333.40478515625,-998.787841796875,2624600.0,1262525.0
8500238,"Bulle, Verdel",-198.5430145263672,127.21292114257812,2571457.0,1163801.0
8504912,"Bulle, Château-d'en-Bas",-187.29275512695312,135.10610961914062,2570743.0,1163586.0
8504863,"Marsens, village",-261.0126647949219,140.5592803955078,2571367.0,1167320.0
8504872,"Riaz, poste",-178.93638610839844,28.015323638916016,2571264.0,1165527.0
8504873,"La Roche FR, village",-167.98257446289062,-1.1927706003189087,2577030.0,1171802.0
8504881,"Fribourg/Freiburg, gare routière",-104.12078094482422,-108.49774932861328,2577993.0,1183640.0
8504898,"Grangettes, village",-227.8817596435547,123.57117462158205,2563543.0,1169869.0
8504908,"Gumefens, Lac",-195.1136474609375,166.29200744628906,2572529.0,1169606.0
8504909,"Magnedens, bif. Fribourg",-187.1198272705078,214.2779235839844,2573238.0,1176844.0
8504911,"Villarvolard, village",-166.42527770996094,102.8376922607422,2574635.0,1166023.0
8588767,Ciba,2328.732421875,-1569.81396484375,2611409.0,1269201.0
8578352,Schlossstrasse,2288.008056640625,-1422.7686767578125,2619250.0,1263400.0
8581062,Brausebad,2328.835693359375,-1587.2259521484375,2610330.0,1267211.0
8588071,Peter Merian,2339.855224609375,-1619.33203125,2611860.0,1266079.0
8588766,Bläsiring,2327.7314453125,-1592.0240478515625,2611422.0,1268667.0
8502618,"Flüh, Mühle",-43.469051361083984,-3355.055419921875,2604808.0,1258964.0
8500262,Lommiswil,-1656.0372314453125,-1394.2681884765625,2602340.0,1229737.0
8500263,Im Holz,-1753.854248046875,-1628.8773193359375,2602739.0,1231111.0
8500264,Oberdorf SO,-1826.640869140625,-1822.1673583984373,2604170.0,1231664.0
8500265,Gänsbrunnen,-1882.375,-1974.50341796875,2601990.0,1234972.0
8500266,Corcelles BE,-1928.7567138671875,-2087.783935546875,2600895.0,1237197.0
8500267,Crémines,-1951.4122314453125,-2157.909423828125,2599762.0,1237191.0
8500268,Grandval,-1961.7716064453125,-2186.510986328125,2598733.0,1236966.0
8500273,St. Katharinen,-1207.9815673828125,-1089.752685546875,2608421.0,1229470.0
8500274,Feldbrunnen,-1104.919189453125,-1112.6431884765625,2608880.0,1229976.0
8500275,Bei den Weihern,-1000.2276000976562,-1114.4449462890625,2609691.0,1230837.0
8500280,Solothurn Baseltor,-927.2802124023438,-1126.0762939453125,2607824.0,1228789.0
8500283,Riedholz,-878.7720947265625,-1137.108642578125,2610152.0,1231131.0
8500285,Flumenthal,-870.1819458007812,-1157.6329345703125,2611967.0,1232039.0
8500288,Oberbipp,-643.1248168945312,-1296.07421875,2616832.0,1234338.0
8500289,Buchli,-366.237060546875,-1384.79296875,2618146.0,1234775.0
8518690,Niederbipp Industrie,-141.5917205810547,-1472.7200927734375,2620016.0,1236450.0
8508193,Aarwangen Vorstadt,27.127599716186523,-1555.7352294921875,2625191.0,1231894.0
8500293,Thalbrücke,-1318.4171142578125,-1180.4246826171875,2618878.0,1239757.0
8500294,Balsthal,-1307.8900146484375,-1184.0863037109375,2619360.0,1240289.0
8500302,Möhlin,-1704.574951171875,-938.946533203125,2629746.0,1267980.0
8500304,Eiken,-1701.946044921875,-923.6913452148438,2641504.0,1264847.0
8500303,Mumpf,-1689.8709716796875,-917.8582153320312,2635457.0,1266429.0
8500313,Rheinfelden Augarten,-1655.2200927734375,-916.2736206054688,2624799.0,1266180.0
8500322,Laufenburg,-1636.757568359375,-914.87158203125,2646864.0,1267858.0
8517131,Pratteln Salina Raurica,-1631.390380859375,-912.0757446289062,2620428.0,1264463.0
8503006,Zürich Oerlikon,-1647.2730712890625,-1126.4989013671875,2683434.0,1251778.0
8503312,Oberglatt ZH,-1646.9473876953125,-1279.0836181640625,2680815.0,1258266.0
8503313,Niederglatt ZH,-1681.266845703125,-1275.569091796875,2680239.0,1260178.0
8503408,Rekingen AG,-1783.0054931640625,-1216.6666259765625,2666857.0,1269185.0
8503405,Zweidlen,-1781.30908203125,-1253.8349609375,2677450.0,1269368.0
8503409,Bad Zurzach,-1782.1268310546875,-1190.308837890625,2664462.0,1271198.0
8503501,Döttingen,-1766.153564453125,-1171.1943359375,2661527.0,1269717.0
8503306,Dietlikon,-1703.758056640625,-1171.8077392578125,2689090.0,1252825.0
8503411,Koblenz Dorf,-1847.0709228515625,-1193.970458984375,2660269.0,1273497.0
8500380,"Gunzgen, Zentrum",-1643.65087890625,-1973.73681640625,2629502.0,1240703.0
8500381,"Hägendorf, Bodenmatt",-1630.9654541015625,-1947.7320556640625,2630563.0,1242049.0
8500382,"Härkingen, Pflug",-1607.2745361328125,-1914.6329345703125,2628664.0,1239893.0
8500383,"Kappel SO, Kreuz",-1536.9012451171875,-1825.923583984375,2630740.0,1241448.0
8500385,"Neuendorf, Kirche",-1454.788818359375,-1906.6553955078125,2626911.0,1239113.0
8502614,"Wangen b. Olten, Danzmatt",-1400.677734375,-1845.9945068359373,2632655.0,1243458.0
8577908,"Hägendorf, Bahnhof",-1581.3602294921875,-1738.272216796875,2630611.0,1242252.0
8577907,"Hägendorf, Teufelsschlucht",-1597.9495849609375,-1757.58203125,2630568.0,1242610.0
8578024,"Gunzgen, Unterdorf",-1609.6787109375,-1648.32275390625,2629717.0,1241042.0
8572352,"Olten, Bahnhof",-1241.6519775390625,-1851.428466796875,2635383.0,1244670.0
8577994,"Lostorf, Dorfplatz",-1678.8837890625,-1545.68896484375,2638369.0,1248534.0
8578000,"Stüsslingen, Jura",-1714.2843017578125,-1568.634521484375,2640167.0,1249272.0
8578002,Rohr b. Olten,-1705.4130859375,-1565.2174072265625,2638971.0,1251102.0
8578003,"Stüsslingen, Burengasse",-1698.49609375,-1559.668212890625,2640381.0,1249224.0
8578023,"Härkingen, Lamm",-1565.3548583984375,-1570.78662109375,2628364.0,1239722.0
8500386,"Niederbuchsiten, Sonne",-1351.909912109375,-1962.1746826171875,2624980.0,1238438.0
8500387,"Rickenbach SO, Dorf",-1361.8505859375,-1880.821533203125,2631663.0,1243336.0
8508862,"Kestenholz, Dörfli",-1223.6241455078125,-2057.762939453125,2623705.0,1236819.0
8500986,"Wolfwil, Zentrum",-1255.1629638671875,-2111.783935546875,2626938.0,1235412.0
8500992,"Fulenbach, Oberdorf",-1248.15478515625,-2062.848876953125,2629655.0,1235965.0
8510229,"Schönenwerd SO, Bahnhof Nord",-1417.074951171875,-1807.9754638671875,2642356.0,1246973.0
8500598,"Olten, Postplatz",-741.502685546875,-2163.447509765625,2635332.0,1244409.0
8502605,"Olten, Fustligweg",-1156.739990234375,-1958.82080078125,2636479.0,1244028.0
8502712,"Oftringen, Kreuzplatz",316.5488586425781,-2578.391845703125,2636449.0,1240285.0
8504345,"Wisen SO, Adliken",-1260.8580322265625,-1886.8585205078125,2632983.0,1249180.0
