id,source,target,weight
8504128-8504140,8504128,8504140,9037
8504129-8504140,8504129,8504140,6544
8504134-8504140,8504134,8504140,13631
8504130-8504131,8504130,8504131,17729
8504131-8504132,8504131,8504132,17729
8504132-8504133,8504132,8504133,17729
8504134-8504135,8504134,8504135,17257
8504134-8504141,8504134,8504141,1008
8504140-8504141,8504140,8504141,9757
8504134-8504144,8504134,8504144,472
8504139-8504144,8504139,8504144,17257
8504135-8504136,8504135,8504136,17257
8504136-8504137,8504136,8504137,17257
8504137-8504138,8504137,8504138,17257
8504138-8504139,8504138,8504139,17257
8504140-8504400,8504140,8504400,10197
8504141-8504400,8504141,8504400,9966
8504221-8504400,8504221,8504400,10776
8504314-8504400,8504314,8504400,9233
8504181-8504182,8504181,8504182,15189
8504182-8504183,8504182,8504183,17736
8504183-8504184,8504183,8504184,17741
8504184-8504185,8504184,8504185,17506
8504185-8504186,8504185,8504186,17506
8504186-8504188,8504186,8504188,17083
8504188-8504221,8504188,8504221,8044
8504200-8504221,8504200,8504221,19793
8504215-8504221,8504215,8504221,1480
8504220-8504221,8504220,8504221,23607
8504188-8504483,8504188,8504483,9033
8504400-8504483,8504400,8504483,11610
8504468-8504483,8504468,8504483,634
8504475-8504483,8504475,8504483,14362
8504480-8504483,8504480,8504483,248
8504481-8504483,8504481,8504483,8275
8504482-8504483,8504482,8504483,9756
8504191-8504192,8504191,8504192,18605
8504192-8504194,8504192,8504194,18065
8504200-8504201,8504200,8504201,23168
8504200-8504291,8504200,8504291,13772
8504201-8504203,8504201,8504203,2952
8504203-8504204,8504203,8504204,2952
8504204-8504205,8504204,8504205,2910
8504205-8504206,8504205,8504206,9475
8504206-8504208,8504206,8504208,9280
8504208-8504209,8504208,8504209,9475
8504209-8504219,8504209,8504219,9449
8504218-8504219,8504218,8504219,14266
8504215-8504216,8504215,8504216,14266
8504216-8504217,8504216,8504217,14266
8504217-8504218,8504217,8504218,14266
8504219-8504220,8504219,8504220,23607
8504221-8504222,8504221,8504222,13916
8504221-8504231,8504221,8504231,16526
8504221-8504234,8504221,8504234,19009
8504221-8504284,8504221,8504284,14171
8504221-8504480,8504221,8504480,8034
8504400-8504480,8504400,8504480,10510
8504222-8504223,8504222,8504223,13916
8504223-8504224,8504223,8504224,13916
8504224-8504225,8504224,8504225,13916
8504225-8504226,8504225,8504226,13600
8504226-8504227,8504226,8504227,13600
8504227-8504228,8504227,8504228,13600
8504228-8504229,8504228,8504229,13600
8504231-8504232,8504231,8504232,16526
8504234-8504236,8504234,8504236,19009
8504236-8504237,8504236,8504237,19009
8504284-8504285,8504284,8504285,14266
8504285-8504286,8504285,8504286,14266
8504286-8504287,8504286,8504287,14266
8504287-8504288,8504287,8504288,16252
8504291-8504292,8504291,8504292,13772
8504292-8504293,8504292,8504293,13772
8504293-8504294,8504293,8504294,13772
8504294-8504295,8504294,8504295,13772
8504295-8504296,8504295,8504296,13772
8504296-8504298,8504296,8504298,13772
8504298-8530263,8504298,8530263,11154
8504300-8504301,8504300,8504301,9930
8504300-8504302,8504300,8504302,250
8504301-8504302,8504301,8504302,9930
8504300-8504419,8504300,8504419,19169
8504300-8504461,8504300,8504461,27194
8504302-8504303,8504302,8504303,10180
8504304-8504305,8504304,8504305,10585
8504304-8504307,8504304,8504307,7266
8504306-8504307,8504306,8504307,10585
8504305-8504306,8504305,8504306,10585
8504307-8504308,8504307,8504308,10585
8504307-8504310,8504307,8504310,7267
8504309-8504310,8504309,8504310,10585
8504308-8504309,8504308,8504309,10585
8504310-8504311,8504310,8504311,10335
8504311-8504312,8504311,8504312,10335
8504314-8504315,8504314,8504315,22611
8504314-8504316,8504314,8504316,250
8504315-8504316,8504315,8504316,22607
8504314-8504381,8504314,8504381,8586
8504316-8504317,8504316,8504317,3118
8504316-8504321,8504316,8504321,9769
8504316-8504391,8504316,8504391,10139
8504325-8504398,8504325,8504398,21443
8504381-8504382,8504381,8504382,8586
8504382-8504383,8504382,8504383,8586
8504383-8504384,8504383,8504384,8775
8504383-8504385,8504383,8504385,189
8504384-8504385,8504384,8504385,8775
8504385-8504386,8504385,8504386,8775
8504385-8504388,8504385,8504388,189
8504387-8504388,8504387,8504388,8775
8504386-8504387,8504386,8504387,8775
8504388-8530011,8504388,8530011,8774
8504391-8504392,8504391,8504392,10139
8504392-8530260,8504392,8530260,10139
8504398-8504509,8504398,8504509,21346
8504398-8504510,8504398,8504510,94
8504509-8504510,8504509,8504510,21347
8504400-8504401,8504400,8504401,9553
8504400-8504486,8504400,8504486,16054
8504484-8504486,8504484,8504486,3351
8504401-8504402,8504401,8504402,9553
8504402-8504403,8504402,8504403,9553
8504403-8504404,8504403,8504404,9553
8504410-8504411,8504410,8504411,34195
8504410-8507002,8504410,8507002,469
8507000-8507002,8507000,8507002,38805
8504411-8504412,8504411,8504412,21746
8504412-8504413,8504412,8504413,18975
8504414-8504415,8504414,8504415,31530
8504414-8516444,8504414,8516444,6039
8504414-8518749,8504414,8518749,3514
8516444-8518749,8516444,8518749,6039
8504415-8504416,8504415,8504416,18962
8504416-8504441,8504416,8504441,18960
8504419-8518771,8504419,8518771,19169
8504461-8504462,8504461,8504462,27194
8504462-8504463,8504462,8504463,27194
8504463-8504464,8504463,8504464,15381
8504463-8504469,8504463,8504469,12044
8504466-8504469,8504466,8504469,751
8504468-8504469,8504468,8504469,14065
8504464-8504465,8504464,8504465,15381
8504465-8504466,8504465,8504466,15381
8504466-8504467,8504466,8504467,14961
8504467-8504468,8504467,8504468,15100
8504469-8504470,8504469,8504470,27194
8504470-8504471,8504470,8504471,27194
8504471-8504472,8504471,8504472,27194
8504472-8504474,8504472,8504474,27194
8504474-8504475,8504474,8504475,27194
8504480-8504481,8504480,8504481,18001
8504481-8504482,8504481,8504482,10026
8504483-8504484,8504483,8504484,12891
8504484-8504490,8504484,8504490,9540
8504489-8504490,8504489,8504490,486
8504486-8504487,8504486,8504487,19127
8504487-8504488,8504487,8504488,10105
8504487-8504489,8504487,8504489,9018
8504488-8504489,8504488,8504489,10104
8504489-8504495,8504489,8504495,26704
8504490-8504495,8504490,8504495,486
8504510-8504511,8504510,8504511,21439
8504511-8530708,8504511,8530708,21346
8504511-8530711,8504511,8530711,94
8530710-8530711,8530710,8530711,21346
8505000-8505001,8505000,8505001,11545
8505000-8505002,8505000,8505002,7768
8505001-8505002,8505001,8505002,11504
8505000-8507492,8505000,8507492,6344
8507389-8507492,8507389,8507492,16484
8507483-8507492,8507483,8507492,18466
8505000-8508207,8505000,8508207,253
8508081-8508207,8508081,8508207,9136
8508202-8508207,8508202,8508207,9036
8508205-8508207,8508205,8508207,320
8508206-8508207,8508206,8508207,19027
8505000-8508215,8505000,8508215,21633
8508187-8508215,8508187,8508215,14305
8508213-8508215,8508213,8508215,19264
8505000-8508308,8505000,8508308,1212
8508305-8508308,8508305,8508308,5919
8508306-8508308,8508306,8508308,9262
8505000-8508312,8505000,8508312,19016
8508311-8508312,8508311,8508312,7556
8505000-8508313,8505000,8508313,2004
8508312-8508313,8508312,8508313,27160
8505000-8508318,8505000,8508318,23094
8508316-8508318,8508316,8508318,2004
8508317-8508318,8508317,8508318,19604
8505000-8508319,8505000,8508319,2839
8508318-8508319,8508318,8508319,39930
8505000-8508384,8505000,8508384,8804
8508318-8508384,8508318,8508384,236
8508319-8508384,8508319,8508384,252
8505000-8515995,8505000,8515995,1222
8515993-8515995,8515993,8515995,33847
8505000-8516353,8505000,8516353,17670
8505002-8505003,8505002,8505003,11537
8505002-8505018,8505002,8505018,974
8505004-8505018,8505004,8505018,6794
8505011-8505018,8505011,8505018,10934
8505004-8505005,8505004,8505005,21297
8505004-8505006,8505004,8505006,8329
8505005-8505006,8505005,8505006,21286
8505004-8505011,8505004,8505011,751
8505007-8505011,8505007,8505011,10784
8505004-8505112,8505004,8505112,204
8505007-8505112,8505007,8505112,8329
8505111-8505112,8505111,8505112,10022
8505004-8505113,8505004,8505113,4016
8505112-8505113,8505112,8505113,17864
8505004-8505213,8505004,8505213,9838
8505113-8505213,8505113,8505213,3371
8505201-8505213,8505201,8505213,204
8505209-8505213,8505209,8505213,405
8505212-8505213,8505212,8505213,48402
8505004-8515994,8505004,8515994,251
8505007-8515994,8505007,8515994,235
8515993-8515994,8515993,8515994,16306
8505006-8505007,8505006,8505007,29626
8505007-8505111,8505007,8505111,9761
8505018-8505111,8505018,8505111,247
8505018-8517336,8505018,8517336,12511
8505114-8517336,8505114,8517336,246
8506302-8517336,8506302,8517336,6543
8505112-8505119,8505112,8505119,204
8505114-8505119,8505114,8505119,8077
8505113-8505114,8505113,8505114,17864
8505113-8505209,8505113,8505209,390
8505207-8505209,8505207,8505209,8803
8505119-8505201,8505119,8505201,8281
8505163-8505164,8505163,8505164,10644
8505165-8505170,8505165,8505170,6348
8505165-8509179,8505165,8509179,1090
8505180-8509179,8505180,8509179,6488
8509000-8509179,8509000,8509179,1066
8509178-8509179,8509178,8509179,8992
8505170-8505172,8505170,8505172,6348
8505172-8505173,8505172,8505173,6348
8505173-8505174,8505173,8505174,6348
8505174-8505175,8505174,8505175,8308
8505175-8505176,8505175,8505176,8308
8505176-8505177,8505176,8505177,6488
8505177-8505178,8505177,8505178,6488
8505178-8505179,8505178,8505179,6488
8505179-8505180,8505179,8505180,6488
8505201-8505202,8505201,8505202,8803
8505202-8505204,8505202,8505204,8803
8505204-8505205,8505204,8505205,8803
8505205-8505207,8505205,8505207,8803
8505209-8505212,8505209,8505212,27903
8505213-8505214,8505213,8505214,51331
8505213-8505300,8505213,8505300,13606
8505214-8505300,8505214,8505300,18527
8505219-8505300,8505219,8505300,21009
8505213-8505405,8505213,8505405,370
8505214-8505405,8505214,8505405,321
8505404-8505405,8505404,8505405,3364
8505213-8505415,8505213,8505415,28
8505214-8505415,8505214,8505415,28
8505401-8505415,8505401,8505415,1396
8505404-8505415,8505404,8505415,325
8505410-8505415,8505410,8505415,943
8505412-8505415,8505412,8505415,37834
8505214-8505216,8505214,8505216,20962
8505214-8505400,8505214,8505400,26350
8505300-8505400,8505300,8505400,1946
8505307-8505400,8505307,8505400,16125
8505214-8505401,8505214,8505401,467
8505300-8505401,8505300,8505401,146
8505307-8505401,8505307,8505401,175
8505400-8505401,8505400,8505401,45059
8505214-8505404,8505214,8505404,642
8505300-8505404,8505300,8505404,130
8505307-8505404,8505307,8505404,130
8505401-8505404,8505401,8505404,5675
8505402-8505404,8505402,8505404,32879
8505216-8505217,8505216,8505217,20899
8505217-8505218,8505217,8505218,20979
8505218-8505219,8505218,8505219,20933
8505226-8507380,8505226,8507380,8169
8505300-8505301,8505300,8505301,43917
8505300-8505305,8505300,8505305,1325
8505301-8505305,8505301,8505305,13222
8505303-8505305,8505303,8505305,251
8505304-8505305,8505304,8505305,30045
8505300-8505307,8505300,8505307,5931
8505305-8505307,8505305,8505307,16171
8505306-8505307,8505306,8505307,28814
8505301-8505302,8505301,8505302,30204
8505301-8505303,8505301,8505303,251
8505302-8505303,8505302,8505303,30204
8505303-8505304,8505303,8505304,30199
8505305-8505306,8505305,8505306,29685
8505305-8517519,8505305,8517519,17265
8505305-8518475,8505305,8518475,16250
8505307-8518475,8505307,8518475,10782
8505415-8518475,8505415,8518475,3157
8505390-8505391,8505390,8505391,31021
8505391-8505392,8505391,8505392,31021
8505392-8505393,8505392,8505393,31021
8505393-8505394,8505393,8505394,30895
8505394-8505395,8505394,8505395,31021
8505395-8505396,8505395,8505396,31021
8505396-8505397,8505396,8505397,30958
8505397-8505398,8505397,8505398,31021
8505398-8505399,8505398,8505399,31021
8505399-8530789,8505399,8530789,31021
8505401-8505402,8505401,8505402,38464
8505402-8505412,8505402,8505412,5585
8505404-8505412,8505404,8505412,30182
8505405-8505406,8505405,8505406,4104
8505406-8505407,8505406,8505407,4104
8505407-8505408,8505407,8505408,4042
8505407-8505410,8505407,8505410,62
8505408-8505410,8505408,8505410,3969
8505408-8505861,8505408,8505861,72
8505410-8505861,8505410,8505861,2964
8505415-8505861,8505415,8505861,943
8505467-8505470,8505467,8505470,10231
8505470-8505471,8505470,8505471,13672
8505470-8505473,8505470,8505473,708
8505471-8505473,8505471,8505473,5467
8505472-8505473,8505472,8505473,8205
8505471-8505472,8505471,8505472,8205
8505473-8505491,8505473,8505491,10732
8505473-8505494,8505473,8505494,3648
8505493-8505494,8505493,8505494,10230
8505491-8505492,8505491,8505492,10732
8505492-8505493,8505492,8505493,10732
8505494-8505495,8505494,8505495,6746
8505494-8505496,8505494,8505496,890
8505495-8505496,8505495,8505496,6731
8505494-8505499,8505494,8505499,2509
8505496-8505499,8505496,8505499,920
8505497-8505499,8505497,8505499,589
8505498-8505499,8505498,8505499,4978
8505496-8505497,8505496,8505497,5713
8505497-8505498,8505497,8505498,4978
8505499-8505578,8505499,8505578,986
8505499-8505580,8505499,8505580,3118
8505578-8505580,8505578,8505580,986
8505580-8505581,8505580,8505581,4119
8505581-8505584,8505581,8505584,4119
8505584-8505585,8505584,8505585,4119
8505585-8505588,8505585,8505588,690
8505585-8505589,8505585,8505589,236
8505588-8505589,8505588,8505589,455
8505585-8505590,8505585,8505590,295
8505588-8505590,8505588,8505590,235
8505589-8505590,8505589,8505590,691
8505585-8505593,8505585,8505593,2898
8505590-8505593,8505590,8505593,985
8505592-8505593,8505592,8505593,236
8505590-8505592,8505590,8505592,236
8505593-8505594,8505593,8505594,1207
8505593-8505597,8505593,8505597,2912
8505594-8505597,8505594,8505597,1207
8505597-8505599,8505597,8505599,926
8505861-8505862,8505861,8505862,3907
8505862-8505874,8505862,8505874,3907
8506000-8506001,8506000,8506001,47738
8506000-8506016,8506000,8506016,48489
8506000-8506041,8506000,8506041,19362
8506000-8506047,8506000,8506047,8555
8506046-8506047,8506046,8506047,19306
8506000-8506100,8506000,8506100,20641
8506019-8506100,8506019,8506100,19867
8506000-8506206,8506000,8506206,18676
8506035-8506206,8506035,8506206,19834
8506121-8506206,8506121,8506206,185
8506143-8506206,8506143,8506206,1161
8506148-8506206,8506148,8506206,16330
8506178-8506206,8506178,8506206,4236
8506179-8506206,8506179,8506206,18615
8506190-8506206,8506190,8506206,17312
8506205-8506206,8506205,8506206,19863
8506000-8506302,8506000,8506302,12499
8506121-8506302,8506121,8506302,473
8506148-8506302,8506148,8506302,724
8506210-8506302,8506210,8506302,19112
8506270-8506302,8506270,8506302,7019
8506276-8506302,8506276,8506302,660
8506286-8506302,8506286,8506302,17808
8506290-8506302,8506290,8506302,34358
8506292-8506302,8506292,8506302,1253
8506294-8506302,8506294,8506302,9892
8506299-8506302,8506299,8506302,8304
8506301-8506302,8506301,8506302,32844
8506001-8506002,8506001,8506002,27941
8506001-8506010,8506001,8506010,19803
8506002-8506003,8506002,8506003,27690
8506003-8506004,8506003,8506004,24240
8506004-8506005,8506004,8506005,24240
8506005-8506006,8506005,8506006,24240
8506006-8506007,8506006,8506007,24240
8506007-8506008,8506007,8506008,24240
8506008-8506009,8506008,8506009,19495
8506010-8506011,8506010,8506011,19833
8506011-8506012,8506011,8506012,19833
8506012-8506013,8506012,8506013,19833
8506013-8506014,8506013,8506014,19833
8506014-8506015,8506014,8506015,19833
8506015-8506035,8506015,8506035,19834
8506016-8506017,8506016,8506017,19867
8506016-8506020,8506016,8506020,28372
8506017-8506018,8506017,8506018,19867
8506018-8506019,8506018,8506019,19867
8506020-8506021,8506020,8506021,16507
8506020-8506036,8506020,8506036,10560
8506025-8506036,8506025,8506036,17820
8506021-8506022,8506021,8506022,16507
8506022-8506023,8506022,8506023,16507
8506023-8506024,8506023,8506024,17820
8506025-8506118,8506025,8506118,18250
8506036-8506038,8506036,8506038,28380
8506038-8506139,8506038,8506139,17820
8506138-8506139,8506138,8506139,18737
8506039-8506045,8506039,8506045,19111
8506039-8506046,8506039,8506046,195
8506045-8506046,8506045,8506046,19111
8506041-8506042,8506041,8506042,19362
8506042-8506043,8506042,8506043,19342
8506043-8506044,8506043,8506044,19362
8506047-8506048,8506047,8506048,19807
8506048-8506049,8506048,8506049,19523
8506100-8506101,8506100,8506101,19867
8506100-8506105,8506100,8506105,20642
8506104-8506105,8506104,8506105,19867
8506100-8506169,8506100,8506169,18615
8506101-8506102,8506101,8506102,19867
8506102-8506103,8506102,8506103,19867
8506103-8506104,8506103,8506104,19867
8506105-8506106,8506105,8506106,36490
8506105-8506109,8506105,8506109,19577
8506108-8506109,8506108,8506109,17310
8506105-8506128,8506105,8506128,476
8506121-8506128,8506121,8506128,15736
8506127-8506128,8506127,8506128,18922
8506105-8506131,8506105,8506131,45090
8506118-8506131,8506118,8506131,739
8506128-8506131,8506128,8506131,19367
8506105-8506168,8506105,8506168,503
8506121-8506168,8506121,8506168,16809
8506106-8506107,8506106,8506107,17295
8506106-8506210,8506106,8506210,14580
8506209-8506210,8506209,8506210,37310
8506106-8506213,8506106,8506213,4522
8506212-8506213,8506212,8506213,14648
8506106-8506217,8506106,8506217,93
8506121-8506217,8506121,8506217,1755
8506206-8506217,8506206,8506217,16809
8506216-8506217,8506216,8506217,18715
8506107-8506108,8506107,8506108,17310
8506109-8506121,8506109,8506121,36872
8506119-8506121,8506119,8506121,18953
8506118-8506119,8506118,8506119,18028
8506121-8506122,8506121,8506122,18968
8506121-8506306,8506121,8506306,19588
8506278-8506306,8506278,8506306,3844
8506122-8506123,8506122,8506123,18968
8506123-8506124,8506123,8506124,14405
8506123-8506125,8506123,8506125,4548
8506124-8506125,8506124,8506125,14374
8506124-8506127,8506124,8506127,31
8506126-8506127,8506126,8506127,18877
8506125-8506126,8506125,8506126,18877
8506127-8506143,8506127,8506143,31
8506131-8506143,8506131,8506143,894
8506139-8506143,8506139,8506143,18028
8506128-8506290,8506128,8506290,16029
8506200-8506290,8506200,8506290,9633
8506201-8506290,8506201,8506290,18196
8506286-8506290,8506286,8506290,6282
8506289-8506290,8506289,8506290,10137
8506131-8506132,8506131,8506132,18737
8506131-8506193,8506131,8506193,34895
8506132-8506133,8506132,8506133,18767
8506133-8506134,8506133,8506134,18797
8506134-8506135,8506134,8506135,18797
8506135-8506136,8506135,8506136,18797
8506136-8506137,8506136,8506137,18737
8506137-8506138,8506137,8506138,18737
8506139-8506148,8506139,8506148,488
8506143-8506148,8506143,8506148,17792
8506148-8588122,8506148,8588122,708
8506398-8588122,8506398,8588122,18200
8506168-8506181,8506168,8506181,17312
8506169-8506170,8506169,8506170,18614
8506170-8506171,8506170,8506171,18614
8506170-8506176,8506170,8506176,4236
8506175-8506176,8506175,8506176,18614
8506171-8506173,8506171,8506173,18615
8506173-8506174,8506173,8506174,18615
8506174-8506175,8506174,8506175,18614
8506176-8506177,8506176,8506177,22850
8506177-8506178,8506177,8506178,22850
8506178-8506179,8506178,8506179,18614
8506181-8506182,8506181,8506182,17312
8506182-8506183,8506182,8506183,17312
8506183-8506184,8506183,8506184,17312
8506184-8506185,8506184,8506185,17312
8506185-8506188,8506185,8506188,17312
8506188-8506190,8506188,8506190,17312
8506193-8506194,8506193,8506194,34975
8506194-8506195,8506194,8506195,34973
8506195-8506196,8506195,8506196,34974
8506196-8506197,8506196,8506197,34690
8506197-8506198,8506197,8506198,34975
8506200-8506201,8506200,8506201,38059
8506200-8506297,8506200,8506297,251
8506294-8506297,8506294,8506297,8304
8506201-8506202,8506201,8506202,19863
8506202-8506203,8506202,8506203,19863
8506203-8506204,8506203,8506204,19863
8506204-8506205,8506204,8506205,19863
8506206-8506208,8506206,8506208,37310
8506206-8516218,8506206,8516218,19833
8506208-8506209,8506208,8506209,37310
8506210-8506211,8506210,8506211,14667
8506210-8506271,8506210,8506271,17104
8506210-8506300,8506210,8506300,18177
8506216-8506300,8506216,8506300,87
8506217-8506300,8506217,8506300,14580
8506211-8506212,8506211,8506212,14667
8506213-8506214,8506213,8506214,19197
8506214-8506215,8506214,8506215,19197
8506215-8506216,8506215,8506216,19197
8506270-8506276,8506270,8506276,19316
8506270-8506286,8506270,8506286,999
8506276-8506286,8506276,8506286,16901
8506285-8506286,8506285,8506286,17102
8506271-8506275,8506271,8506275,10300
8506271-8506280,8506271,8506280,6802
8506277-8506280,8506277,8506280,10137
8506275-8506277,8506275,8506277,10137
8506276-8506377,8506276,8506377,214
8506375-8506377,8506375,8506377,909
8506376-8506377,8506376,8506377,17810
8506278-8506311,8506278,8506311,3983
8506302-8506311,8506302,8506311,16678
8506305-8506311,8506305,8506311,28435
8506306-8506311,8506306,8506311,3844
8506309-8506311,8506309,8506311,19588
8506280-8506281,8506280,8506281,17102
8506281-8506282,8506281,8506282,17102
8506282-8506283,8506282,8506283,17102
8506283-8506284,8506283,8506284,17102
8506284-8506285,8506284,8506285,17102
8506286-8506288,8506286,8506288,9938
8506288-8506289,8506288,8506289,10137
8506290-8506291,8506290,8506291,18196
8506290-8506292,8506290,8506292,1253
8506291-8506292,8506291,8506292,18196
8506292-8506293,8506292,8506293,18196
8506293-8506294,8506293,8506294,18196
8506297-8506298,8506297,8506298,8555
8506298-8506299,8506298,8506299,8555
8506300-8506301,8506300,8506301,32844
8506302-8506303,8506302,8506303,52152
8506302-8506314,8506302,8506314,2629
8506311-8506314,8506311,8506314,9252
8506313-8506314,8506313,8506314,28183
8506302-8506358,8506302,8506358,27624
8506302-8506392,8506302,8506392,9375
8506322-8506392,8506322,8506392,18093
8506303-8506304,8506303,8506304,19847
8506303-8506305,8506303,8506305,8588
8506304-8506305,8506304,8506305,19847
8506303-8506393,8506303,8506393,23719
8506306-8506307,8506306,8506307,19588
8506307-8506308,8506307,8506308,19588
8506308-8506309,8506308,8506309,19588
8506311-8506312,8506311,8506312,28183
8506311-8506322,8506311,8506322,501
8506314-8506322,8506314,8506322,8337
8506319-8506322,8506319,8506322,19597
8506311-8506352,8506311,8506352,7827
8506311-8516270,8506311,8516270,19588
8506312-8506313,8506312,8506313,28183
8506313-8506350,8506313,8506350,12514
8506314-8506316,8506314,8506316,20096
8506314-8506317,8506314,8506317,9252
8506316-8506317,8506316,8506317,20096
8506317-8506318,8506317,8506318,20096
8506317-8506319,8506317,8506319,9192
8506318-8506319,8506318,8506319,20096
8506319-8509400,8506319,8509400,250
8506392-8509400,8506392,8509400,9788
8506350-8506351,8506350,8506351,12514
8506352-8506353,8506352,8506353,7827
8506353-8506354,8506353,8506354,7827
8506354-8506355,8506354,8506355,7827
8506355-8506400,8506355,8506400,7827
8506358-8506359,8506358,8506359,27334
8506359-8506361,8506359,8506361,27334
8506361-8506362,8506361,8506362,27624
8506362-8506364,8506362,8506364,27624
8506364-8506365,8506364,8506365,27624
8506365-8506366,8506365,8506366,27624
8506366-8506367,8506366,8506367,28625
8506366-8506371,8506366,8506371,1506
8506369-8506371,8506369,8506371,24117
8506367-8506368,8506367,8506368,28508
8506368-8506369,8506368,8506369,28627
8506369-8506373,8506369,8506373,999
8506372-8506373,8506372,8506373,25622
8506369-8518100,8506369,8518100,1003
8506381-8518100,8506381,8518100,909
8506470-8518100,8506470,8518100,25622
8506371-8506372,8506371,8506372,25622
8506373-8506374,8506373,8506374,25622
8506373-8506375,8506373,8506375,999
8506374-8506375,8506374,8506375,25622
8506375-8506376,8506375,8506376,17782
8506375-8506470,8506375,8506470,6016
8506382-8506470,8506382,8506470,17561
8506377-8506378,8506377,8506378,18684
8506378-8506379,8506378,8506379,6539
8506378-8506380,8506378,8506380,17806
8506378-8506382,8506378,8506382,874
8506381-8506382,8506381,8506382,16899
8506379-8506383,8506379,8506383,6539
8506380-8506381,8506380,8506381,17808
8506383-8506384,8506383,8506384,6539
8506384-8506385,8506384,8506385,6539
8506385-8506386,8506385,8506386,6539
8506386-8506387,8506386,8506387,6539
8506387-8506388,8506387,8506388,6539
8506388-8506389,8506388,8506389,6539
8506393-8506394,8506393,8506394,18416
8506394-8506395,8506394,8506395,18416
8506395-8506396,8506395,8506396,18416
8506396-8506397,8506396,8506397,18416
8506397-8506398,8506397,8506398,18416
8507000-8507006,8507000,8507006,7476
8507003-8507006,8507003,8507006,28
8507005-8507006,8507005,8507006,19581
8507000-8507063,8507000,8507063,35589
8507000-8507068,8507000,8507068,15386
8507063-8507068,8507063,8507068,966
8507067-8507068,8507067,8507068,33318
8507000-8507070,8507000,8507070,19168
8507000-8507076,8507000,8507076,32963
8507075-8507076,8507075,8507076,19352
8507000-8507079,8507000,8507079,25
8507078-8507079,8507078,8507079,34544
8507000-8507082,8507000,8507082,17949
8507079-8507082,8507079,8507082,34554
8507000-8508001,8507000,8508001,483
8507002-8508001,8507002,8508001,468
8507100-8508001,8507100,8508001,9310
8507000-8508051,8507000,8508051,29350
8507000-8508054,8507000,8508054,35227
8507096-8508054,8507096,8508054,49536
8508052-8508054,8508052,8508054,250
8508053-8508054,8508053,8508054,29572
8507000-8508059,8507000,8508059,23646
8508054-8508059,8508054,8508059,209
8508058-8508059,8508058,8508059,34740
8507000-8508202,8507000,8508202,9108
8507100-8508202,8507100,8508202,11100
8508081-8508202,8508081,8508202,2892
8508086-8508202,8508086,8508202,236
8508089-8508202,8508089,8508202,7011
8508200-8508202,8508200,8508202,9121
8508201-8508202,8508201,8508202,9977
8507000-8516154,8507000,8516154,34699
8507000-8516161,8507000,8516161,1249
8507093-8516161,8507093,8516161,33068
8507100-8516161,8507100,8516161,19565
8508003-8516161,8508003,8516161,63
8508005-8516161,8508005,8516161,9659
8508207-8516161,8508207,8516161,19223
8508265-8516161,8508265,8516161,236
8508266-8516161,8508266,8516161,169
8508269-8516161,8508269,8516161,9088
8507002-8507003,8507002,8507003,38634
8507002-8508200,8507002,8508200,192
8507003-8508200,8507003,8508200,19009
8507003-8507005,8507003,8507005,19581
8507006-8507007,8507006,8507007,19065
8507007-8507008,8507007,8507008,19065
8507008-8507009,8507008,8507009,19065
8507063-8507064,8507063,8507064,33318
8507064-8507065,8507064,8507065,33318
8507065-8507066,8507065,8507066,33318
8507066-8507067,8507066,8507067,33318
8507068-8507069,8507068,8507069,49528
8507069-8507096,8507069,8507096,49536
8507070-8507071,8507070,8507071,19352
8507071-8507072,8507071,8507072,19352
8507072-8507073,8507072,8507073,19352
8507073-8507074,8507073,8507074,19352
8507074-8507075,8507074,8507075,19352
8507076-8507077,8507076,8507077,34544
8507076-8507094,8507076,8507094,18127
8507093-8507094,8507093,8507094,1225
8507077-8507078,8507077,8507078,34544
8507082-8507083,8507082,8507083,17949
8507082-8507092,8507082,8507092,34529
8507083-8507084,8507083,8507084,17944
8507084-8507085,8507084,8507085,17949
8507085-8507086,8507085,8507086,17949
8507086-8507087,8507086,8507087,17949
8507087-8507088,8507087,8507088,17958
8507088-8507089,8507088,8507089,17949
8507089-8507091,8507089,8507091,17958
8507091-8507095,8507091,8507095,17949
8507092-8507093,8507092,8507093,34529
8507100-8507478,8507100,8507478,494
8507475-8507478,8507475,8507478,8283
8507476-8507478,8507476,8507478,220
8507100-8507483,8507100,8507483,34085
8507298-8507483,8507298,8507483,3901
8507299-8507483,8507299,8507483,9494
8507478-8507483,8507478,8507483,494
8507481-8507483,8507481,8507483,12227
8507100-8508003,8507100,8508003,9540
8508001-8508003,8508001,8508003,10254
8507271-8507272,8507271,8507272,13281
8507272-8507273,8507272,8507273,11685
8507272-8507290,8507272,8507290,1414
8507273-8507290,8507273,8507290,12137
8507279-8507290,8507279,8507290,11941
8507288-8507290,8507288,8507290,9284
8507274-8507275,8507274,8507275,11941
8507275-8507276,8507275,8507276,11941
8507276-8507277,8507276,8507277,11941
8507277-8507278,8507277,8507278,11941
8507278-8507279,8507278,8507279,11941
8507281-8507284,8507281,8507284,2214
8507284-8507286,8507284,8507286,9299
8507286-8507287,8507286,8507287,9299
8507287-8507288,8507287,8507288,9494
8507290-8507291,8507290,8507291,2214
8507290-8507292,8507290,8507292,11183
8507291-8507292,8507291,8507292,2214
8507292-8507293,8507292,8507293,9549
8507292-8507296,8507292,8507296,3650
