id,label,x,y
8500010,Basel SBB,172.84036254882812,195.90902709960938
8500016,Basel St. Johann,179.95693969726562,207.3845977783203
8500020,Muttenz,178.9990997314453,189.44140625
8500021,Pratteln,188.59194946289062,184.3442840576172
8500023,Liestal,161.119384765625,173.32684326171875
8500022,Frenkendorf-Füllinsdorf,180.2451934814453,182.89955139160156
8500090,Basel Bad Bf,182.86837768554688,75.82612609863281
8500105,Moutier,207.44012451171875,278.6875305175781
8500104,Court,201.70455932617188,350.18402099609375
8500109,Delémont,160.9556884765625,269.743408203125
8500028,Tecknau,141.32167053222656,217.3321990966797
8500113,Laufen,157.24429321289062,255.5518798828125
8500117,Aesch BL,183.42037963867188,273.01654052734375
8500115,Grellingen,184.8658905029297,289.5283203125
8500116,Duggingen,190.7510223388672,290.8630676269531
8500119,Münchenstein,157.2330322265625,289.6685485839844
8500118,Dornach-Arlesheim,173.83799743652344,291.0260009765625
8500218,Olten,119.01236724853516,157.58999633789062
8500026,Sissach,136.43629455566406,183.3274383544922
8500027,Gelterkinden,130.8291778564453,192.27798461914062
8500037,Trimbach,169.68222045898438,215.0902862548828
8500136,Basel Dreispitz,131.21786499023438,291.96173095703125
8500207,Solothurn,223.9083251953125,148.3909149169922
8500212,Oensingen,110.52017974853516,222.3173370361328
8500217,Olten Hammer,109.99079895019531,201.40335083007812
8500301,Rheinfelden,183.3805389404297,158.0762939453125
8500300,Kaiseraugst,193.2434539794922,175.04241943359375
8503000,Zürich HB,154.33349609375,-31.579111099243164
8500309,Brugg AG,122.0523681640625,88.09134674072266
8500320,Stein-Säckingen,156.81640625,61.78837585449219
8500329,Koblenz,375.05706787109375,-163.15782165527344
8501120,Lausanne,60.57891082763672,229.05723571777344
8501609,Brig,147.90003967285156,150.8439178466797
8502113,Aarau,71.50817108154297,103.51847076416016
8502115,Wildegg,157.5435791015625,-14.009669303894043
8502119,Lenzburg,56.5842399597168,-12.49981689453125
8502204,Zug,69.75460052490234,-117.96572875976562
8502206,Baar,80.55260467529297,-67.93647766113281
8502208,Horgen Oberdorf,123.50630187988281,-51.151798248291016
