Id,Label,timeset,pageranks,modularity_class,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub
8500329,Koblenz,,0.000011,9,0,5,5,0,40790,40790,28,0.091245,0.124661,0,0,0
8501120,Lausanne,,0.000198,4,7,14,21,119396,135509,254905,28,0.097345,0.136681,171283.691655,0,0
8501609,Brig,,0.00005,4,2,7,9,50350,22374,72724,28,0.093866,0.129874,122986.867216,0,0
8502113,Aarau,,0.000138,9,11,6,17,123173,170630,293803,28,0.091805,0.125125,55857.51158,0,0
8502115,Wildegg,,0.000043,9,2,3,5,28627,28358,56985,28,0.090549,0.121806,1355.98355,0,0
8502119,Lenzburg,,0.000118,9,5,6,11,88445,100333,188778,28,0.092126,0.127913,40065.51645,0,0
8502204,Zug,,0.000042,9,2,6,8,45804,127486,173290,28,0.091326,0.124819,14498.966667,0,0
8502206,Baar,,0.000017,9,1,4,5,64658,64691,129349,28,0.09061,0.122334,338.166667,0,0
8502208,Horgen Oberdorf,,0.000014,9,1,2,3,19620,19620,39240,28,0.090515,0.121418,168,0,0
8502209,Oberrieden Dorf,,0.000017,9,1,1,2,19369,19369,38738,28,0.090485,0.121092,0,0,0
8502215,Muri AG,,0.000065,9,2,4,6,33514,31269,64783,28,0.090659,0.12249,22264.8,0,0
8502229,Urdorf Weihermatt,,0.000065,9,2,1,3,35459,35459,70918,28,0.090485,0.121092,21544,0,0
8500024,Lausen,,0.000016,9,1,1,2,20387,20411,40798,31,0.077573,0.093545,0,0,0
8500025,Itingen,,0.00003,9,2,1,3,20700,20702,41402,30,0.084071,0.105584,3296,0,0
8501037,Morges,,0.000103,4,7,7,14,63892,80851,144743,29,0.090927,0.119345,43045.929737,0,0
8502001,Zofingen,,0.000038,9,3,5,8,47068,63876,110944,29,0.085924,0.113375,5825.183333,0,0
8502010,St. Erhard-Knutwil,,0.000029,9,2,2,4,10390,7292,17682,29,0.084397,0.107684,7231.3,0,0
8502103,Suhr,,0.000039,9,1,2,3,16894,51361,68255,29,0.084141,0.107199,8451,0,0
8502105,Othmarsingen,,0.000022,9,2,5,7,18535,33791,52326,29,0.084329,0.108653,1414.416667,0,0
8502106,Mägenwil,,0.000015,9,1,2,3,13520,15274,28794,29,0.084221,0.107549,0,0,0
8502112,Schönenwerd SO,,0.000043,9,1,1,2,19525,19565,39090,29,0.084114,0.106877,5552,0,0
8500031,Diepflingen,,0.000018,9,1,1,2,10182,10182,20364,34,0.062709,0.070582,48,0,0
8500032,Sommerau,,0.000026,9,1,1,2,10182,10182,20364,33,0.066884,0.076504,3289,0,0
8500033,Rümlingen,,0.000033,9,1,1,2,10182,10182,20364,32,0.071655,0.083686,6528,0,0
8500034,Buckten,,0.000039,9,1,1,2,10182,10182,20364,31,0.077163,0.092648,9765,0,0
8500035,Läufelfingen,,0.000044,9,1,1,2,10182,9678,19860,30,0.083589,0.104293,13000,0,0
8500062,Bottmingen Schloss,,0.000011,2,0,2,2,0,8198,8198,14,0.175268,0.214614,0,0,0
8500254,Wiesenplatz,,0.000022,2,3,7,10,8534,10033,18567,14,0.182058,0.236644,277.82105,0,0
8500897,Barfüsserplatz,,0.000033,2,5,4,9,62898,62897,125795,13,0.186819,0.23348,505.182842,0,0
8500898,Claraplatz,,0.000025,2,3,14,17,48605,62029,110634,13,0.202847,0.27191,691.345077,0,0
8578143,Bahnhof SBB,,0.000062,2,10,17,27,62618,81873,144491,16,0.18538,0.273684,3355.310609,0,0
8500065,"Ettingen, Bahnhof",,0.000011,54,0,1,1,0,7067,7067,44,0.04991,0.095805,0,0,0
8500068,Flüh Bahnhof,,0.00002,54,1,4,5,7067,13731,20798,43,0.052218,0.115581,166,0,0
8500070,Rodersdorf Station,,0.000015,54,1,2,3,570,2097,2667,43,0.050373,0.097397,4.133333,0,0
8500679,"Mariastein, Klosterplatz",,0.000022,54,2,2,4,6320,5665,11985,42,0.052614,0.105043,358.766667,0,0
8500073,Aeschenplatz,,0.000011,2,0,7,7,0,72668,72668,13,0.175285,0.213697,0,0,0
8500079,Heuwaage,,0.000012,2,1,4,5,612,22531,23143,14,0.162236,0.198611,8.282924,0,0
8500146,Bahnhofeing. Gundeld.,,0.000015,2,2,1,3,11135,17276,28411,16,0.124603,0.141829,6,0,0
8500160,IWB,,0.000021,2,1,2,3,17277,29101,46378,15,0.153008,0.185372,170.246038,0,0
8500189,Solothurnerstrasse,,0.000016,2,1,2,3,17277,17277,34554,15,0.157537,0.193274,3.488095,0,0
8500161,Tellplatz,,0.000031,2,2,5,7,28309,28309,56618,14,0.163322,0.204066,588.329516,0,0
8500193,Markthalle,,0.000028,2,3,6,9,35657,48353,84010,14,0.178498,0.230163,856.567167,0,0
8500236,Denkmal,,0.000017,2,2,3,5,10915,10907,21822,14,0.161395,0.197602,52.660512,0,0
8500237,Bankverein,,0.000029,2,5,5,10,62285,62575,124860,13,0.174395,0.217475,778.915159,0,0
8500256,Muttenz Dorf,,0.000019,2,2,2,4,12056,12067,24123,13,0.170974,0.20426,13.861111,0,0
8503000,Zürich HB,,0.000213,9,17,19,36,240105,445066,685171,27,0.09945,0.148232,350492.727392,0,0
8503400,Bülach,,0.000051,9,4,4,8,49352,65499,114851,29,0.084131,0.109848,11532.835714,0,0
8503423,Neuhausen,,0.000078,9,3,1,4,36707,47459,84166,30,0.079107,0.097435,10382.75,0,0
8500096,Dreispitz,,0.000011,2,0,2,2,0,11468,11468,17,0.148635,0.186991,0,0,0
8519559,Depot Allschwilerstrasse,,0.00003,2,3,7,10,698,1325,2023,16,0.176863,0.24163,1683.00214,0,0
8500994,Theater,,0.000044,2,6,11,17,22583,22614,45197,12,0.197661,0.258168,2490.960514,0,0
8578145,Im Wasenboden,,0.000016,2,1,2,3,27352,27354,54706,17,0.147302,0.183691,49.5,0,0
8500100,Tavannes,,0.000011,11,0,2,2,0,28664,28664,35,0.064223,0.074186,0,0,0
8500101,Reconvilier,,0.000016,11,1,1,2,14686,14686,29372,34,0.068332,0.079742,3302,0,0
8500102,Malleray-Bévilard,,0.000024,11,1,2,3,14686,14686,29372,33,0.073322,0.088045,6618,0,0
8500103,Sorvilier,,0.000021,11,1,1,2,10333,10333,20666,32,0.072121,0.084277,4468.25,0,0
8500205,Bellach,,0.000037,9,1,1,2,19166,19166,38332,31,0.080885,0.099242,6545,0,0
8500119,Münchenstein,,0.000053,9,2,2,4,20636,20610,41246,30,0.083823,0.104795,16496,0,0
8500113,Laufen,,0.000027,9,3,2,5,30205,30105,60310,30,0.083652,0.104761,140,0,0
8500126,Porrentruy,,0.000044,9,1,4,5,19978,32980,52958,29,0.086471,0.11065,18797,0,0
8500144,Buix,,0.000048,9,2,1,3,9823,7984,17807,30,0.083532,0.104368,12900,0,0
8500114,Zwingen,,0.000022,9,1,1,2,21621,21351,42972,34,0.062857,0.070861,176,0,0
8500117,Aesch BL,,0.000044,9,3,1,4,21484,21199,42683,32,0.071827,0.083913,9964,0,0
8500120,Courtételle,,0.000042,9,2,1,3,19438,19701,39139,35,0.058048,0.064566,734,0,0
8500121,Courfaivre,,0.000046,9,1,1,2,19701,19942,39643,34,0.061607,0.069403,3986,0,0
8500122,Bassecourt,,0.00005,9,1,1,2,19942,19986,39928,33,0.065631,0.075154,7236,0,0
8500123,Glovelier,,0.000054,9,1,2,3,19986,27977,47963,32,0.07022,0.082215,10484,0,0
8500124,St-Ursanne,,0.000034,9,1,1,2,19978,19978,39956,31,0.073762,0.087095,12345,0,0
8500125,Courgenay,,0.00004,9,1,1,2,19978,19978,39956,30,0.079612,0.097097,15572,0,0
8500127,Courtemaîche,,0.00002,9,1,1,2,9881,9881,19762,33,0.066864,0.076503,124,0,0
8500128,Boncourt,,0.000028,9,1,1,2,9881,9838,19719,32,0.071633,0.083743,3321,0,0
8500135,Pontenet,,0.000031,11,2,2,4,14686,14686,29372,29,0.086462,0.108118,6877.209524,0,0
8500159,Grenchen Nord,,0.000081,11,4,3,7,17480,17499,34979,29,0.091117,0.120942,38683.925,0,0
8503016,Zürich Flughafen,,0.000041,9,4,12,16,112550,112306,224856,28,0.092121,0.130556,16503.700938,0,0
8504221,Neuchâtel,,0.000146,11,4,7,11,52924,126891,179815,29,0.086808,0.109262,248522.969064,0,0
8504229,Tüscherz,,0.000059,11,1,1,2,13600,13600,27200,29,0.085442,0.105884,13188,0,0
8504300,Biel/Bienne,,0.000139,11,8,8,16,71933,113797,185730,28,0.093375,0.123674,118805.14435,0,0
8504303,La Heutte,,0.000051,11,1,1,2,10180,10180,20360,33,0.063419,0.073721,3320,0,0
8500141,Courchavon,,0.000035,9,1,2,3,9838,9867,19705,31,0.077136,0.092892,6516,0,0
8500143,Grandgourt,,0.000026,9,1,1,2,3097,3053,6150,31,0.077114,0.092611,0,0,0
8500147,Heiliggeistkirche,,0.000025,2,2,2,4,28151,28309,56460,15,0.141935,0.168055,360.333333,0,0
8501007,Vernier,,0.000049,4,2,1,3,20529,20560,41089,30,0.082226,0.102308,16120,0,0
8501008,Genève,,0.000084,4,3,9,12,28903,105194,134097,29,0.089565,0.118673,21961,0,0
8501026,Genève-Aéroport,,0.000025,4,2,3,5,43905,42759,86664,29,0.089332,0.116597,9921.75581,0,0
8501103,Vallorbe,,0.000016,4,1,5,6,6872,21356,28228,29,0.08908,0.116437,3179.5,0,0
8501118,Renens VD,,0.000147,4,5,1,6,70936,71758,142694,29,0.088735,0.114496,66183.554902,0,0
8500899,Messeplatz,,0.00002,2,3,10,13,49209,51214,100423,13,0.190236,0.248693,246.184827,0,0
8519560,Depot Dreispitz,,0.000021,2,3,4,7,328,328,656,17,0.161094,0.218827,333.649512,0,0
8519562,Depot Wiesenplatz,,0.000039,2,6,7,13,2264,2264,4528,17,0.170692,0.239041,1530.739585,0,0
8500162,Tramelan-Dessous,,0.000016,11,1,2,3,13978,13978,27956,37,0.050866,0.057212,23,0,0
8500167,Les Breuleux-Eglise,,0.000033,11,1,2,3,9516,10493,20009,34,0.059892,0.069301,4184.5,0,0
8500164,Tramelan-Chalet,,0.000017,11,1,1,2,9199,9516,18715,36,0.053545,0.060031,846.5,0,0
8500165,Le Pied-d'Or,,0.000026,11,1,1,2,9516,9516,19032,35,0.05654,0.064188,2516.5,0,0
8500172,La Chaux-des-Breuleux,,0.000043,11,1,1,2,9516,9516,19032,34,0.059798,0.068327,4178.5,0,0
8500169,Muriaux,,0.000034,11,1,1,2,7999,13925,21924,33,0.063563,0.073939,1357,0,0
8500173,Les Breuleux,,0.000061,11,2,1,3,10507,10479,20986,33,0.063563,0.073939,11685,0,0
8500170,Tramelan,,0.000031,11,2,1,3,14281,9446,23727,36,0.053469,0.05967,852.5,0,0
8500171,Les Reussilles,,0.000038,11,1,1,2,9446,9516,18962,35,0.056456,0.063654,2516.5,0,0
8500174,Le Noirmont,,0.000092,11,2,2,4,24404,14369,38773,32,0.067837,0.081,16339,0,0
8500177,Les Bois,,0.000056,11,1,2,3,11296,11296,22592,32,0.067772,0.08094,3516,0,0
8500184,La Chaux-de-Fonds-Est,,0.000058,11,2,2,4,10958,10986,21944,30,0.078123,0.099104,6632,0,0
8500175,Le Creux-des-Biches,,0.00005,11,1,1,2,11200,11296,22496,34,0.059748,0.068267,266,0,0
8500176,Le Boéchet,,0.000053,11,1,1,2,11296,11296,22592,33,0.063507,0.073876,1892,0,0
8500178,La Ferrière,,0.000035,11,1,1,2,10930,10930,21860,32,0.067707,0.080178,164,0,0
8500179,La Cibourg,,0.00004,11,1,2,3,10930,10928,21858,31,0.07258,0.088826,1784,0,0
8500181,La Chaux-d'Abel,,0.000035,11,1,1,2,10930,10930,21860,31,0.072502,0.088029,1659,0,0
8500180,La Large-Journée,,0.000028,11,1,1,2,10900,10930,21830,32,0.067639,0.079773,43,0,0
8500191,Saignelégier,,0.000094,11,1,2,3,13925,11139,25064,30,0.078076,0.099037,24274,0,0
8500199,Combe-Tabeillon,,0.000061,11,1,1,2,7999,7249,15248,30,0.077896,0.097954,6604,0,0
8504237,Les Hauts-Geneveys,,0.000062,11,1,2,3,28488,27698,56186,30,0.082046,0.102017,157847.256519,0,0
8504250,"Les Hauts-Geneveys, gare",,0.000037,48,1,3,4,627,17321,17948,30,0.084036,0.109809,134241.25977,0,0
8504310,St-Imier,,0.000093,11,2,2,4,17852,17602,35454,30,0.077979,0.098743,53504.580386,0,0
8504312,Renan BE,,0.000054,11,1,1,2,10335,10335,20670,30,0.077896,0.097954,1651,0,0
8500186,Alle,,0.00002,9,1,1,2,13067,11472,24539,2,0.666667,0.75,62,0,0
8500187,Vendlincourt,,0.000028,9,1,1,2,11472,8033,19505,1,1,1,32,0,0
8500190,Les Emibois,,0.000098,11,3,1,4,13965,13925,27890,31,0.072463,0.087974,22664,0,0
8500192,Le Bémont JU,,0.000051,11,1,1,2,7998,7999,15997,34,0.059513,0.067535,192,0,0
8517417,Lachmatt,,0.000043,2,1,3,4,12067,12067,24134,17,0.157869,0.20565,2488,0,0
8500682,EuroAirport,,0.000011,2,0,1,1,0,16810,16810,17,0.156805,0.201045,0,0,0
8507228,Wänglismatten,,0.000011,2,0,1,1,0,6227,6227,17,0.156805,0.201045,0,0,0
8507520,Grosspeteranlage,,0.000011,2,0,1,1,0,2005,2005,17,0.156805,0.201045,0,0,0
8500194,Pré-Petitjean,,0.000054,11,1,1,2,7999,7999,15998,33,0.063241,0.07286,1798,0,0
8500195,La Combe,,0.000057,11,1,1,2,7999,7999,15998,32,0.067469,0.079307,3402,0,0
8500196,Bollement,,0.000059,11,1,1,2,7999,7999,15998,31,0.072307,0.087362,5004,0,0
8500200,Pieterlen,,0.000011,9,0,1,1,0,19169,19169,32,0.074914,0.088985,0,0,0
8500201,Lengnau BE,,0.00002,9,1,1,2,19169,19169,38338,31,0.080956,0.099513,3275,0,0
8500202,Grenchen Süd,,0.000028,9,1,2,3,19169,30166,49335,30,0.08806,0.113845,6548,0,0
8500206,Solothurn West,,0.000052,9,2,1,3,28258,33028,61286,30,0.087977,0.113347,16777.916667,0,0
8500203,Bettlach,,0.000023,9,1,1,2,19166,19166,38332,33,0.069661,0.080633,9,0,0
8500204,Selzach,,0.00003,9,1,1,2,19166,19166,38332,32,0.074854,0.088804,3278,0,0
8500210,Wangen an der Aare,,0.000031,9,1,1,2,19108,19094,38202,31,0.078294,0.094492,6530,0,0
8500211,Niederbipp,,0.000041,9,2,1,3,37434,55775,93209,30,0.084918,0.106834,9792,0,0
8500260,Crémines-Zoo,,0.000015,9,1,1,2,8944,9092,18036,8,0.222222,0.339732,0,0,0
8503225,Ziegelbrücke,,0.000092,9,5,6,11,57890,33363,91253,27,0.101331,0.136751,43347.05,0,0
8503508,Dietikon,,0.000138,9,10,5,15,99433,76183,175616,27,0.094697,0.125155,49095.585534,0,0
8503001,Zürich Altstetten,,0.00002,9,1,7,8,111070,110408,221478,29,0.089841,0.127118,2049.99697,0,0
8503504,Baden,,0.000139,9,5,5,10,106882,93703,200585,27,0.09689,0.129271,57127.00653,0,0
8504100,Fribourg/Freiburg,,0.000218,11,7,9,16,51517,84331,135848,28,0.089462,0.125752,192869.528752,0,0
8504101,Düdingen,,0.000031,11,1,4,5,31713,25246,56959,27,0.09272,0.123381,314,0,0
8504103,Flamatt,,0.000046,11,3,4,7,18144,38605,56749,27,0.092655,0.123296,4553,0,0
8504115,Thörishaus Dorf,,0.000058,11,2,2,4,36505,37583,74088,27,0.092356,0.121476,7307,0,0
8504117,Oberwangen,,0.000035,11,1,2,3,19777,19776,39553,27,0.092315,0.121384,18,0,0
8504194,Laupen BE,,0.000046,11,1,1,2,18065,18036,36101,27,0.092153,0.12033,2788,0,0
8504410,Zollikofen,,0.000066,11,4,4,8,22101,79511,101612,27,0.095703,0.128562,39705.66695,0,0
8504411,Münchenbuchsee,,0.000025,11,1,2,3,34195,33581,67776,27,0.092541,0.122105,1564,0,0
8504414,Lyss,,0.000113,11,5,4,9,61181,60047,121228,27,0.092435,0.12264,25807.738681,0,0
8504441,Studen BE,,0.000045,11,1,1,2,18960,18350,37310,27,0.092153,0.12033,2788,0,0
8504483,Ins,,0.000198,11,7,2,9,53918,22390,76308,27,0.0925,0.121989,87809.024584,0,0
8504486,Gümmenen,,0.000079,11,2,2,4,19405,19375,38780,27,0.092416,0.121806,52786.224792,0,0
8504489,Bern Bümpliz Nord,,0.000055,11,2,3,5,19122,34719,53841,27,0.092273,0.121591,2957.141667,0,0
8504495,Bern Stöckacker,,0.000083,11,2,1,3,27190,26715,53905,27,0.092153,0.12033,1394,0,0
8505000,Luzern,,0.000193,9,14,17,31,103179,167427,270606,27,0.096673,0.145202,111472.219048,0,0
8506121,Romanshorn,,0.000074,18,2,8,10,55825,81795,137620,27,0.095524,0.132593,40527.357143,0,0
8506302,St. Gallen,,0.000389,18,12,7,19,144946,123402,268348,27,0.09361,0.128196,225557.261905,0,0
8507000,Bern,,0.000574,11,25,18,43,277624,347277,624901,26,0.101435,0.146903,818867.861017,0,0
8507006,Münsingen,,0.000061,11,3,2,5,27085,27069,54154,26,0.082246,0.116019,3373,0,0
8507009,Uttigen,,0.000047,11,1,1,2,19065,19065,38130,26,0.081894,0.113472,1166,0,0
8507094,Uetendorf Allmend,,0.000073,11,2,1,3,19352,19352,38704,26,0.081894,0.113472,7567,0,0
8503221,Siebnen-Wangen,,0.000048,9,2,3,5,33578,39075,72653,28,0.09265,0.118549,5336.2,0,0
8507100,Thun,,0.000169,11,5,7,12,80472,93441,173913,25,0.089045,0.137891,29777.744794,0,0
8508003,Hindelbank,,0.000094,11,2,3,5,19794,19770,39564,25,0.085805,0.121807,1788,0,0
8508004,Lyssach,,0.000037,11,1,1,2,19471,19555,39026,25,0.085632,0.11893,0,0,0
8508064,Bätterkinden,,0.000088,11,3,1,4,19361,20128,39489,4,0.4,0.520833,1492,0,0
8508005,Burgdorf,,0.000149,11,7,7,14,58156,69311,127467,24,0.093478,0.145989,228927.74881,0,0
8508084,Kirchberg-Alchenflüh,,0.000042,11,1,1,2,14598,17870,32468,12,0.149068,0.188892,58,0,0
8500208,Luterbach-Attisholz,,0.000015,9,1,1,2,19253,19107,38360,33,0.067731,0.077658,30,0,0
8500209,Deitingen,,0.000024,9,1,1,2,19107,19108,38215,32,0.072629,0.085116,3281,0,0
8500286,Attiswil,,0.000056,9,1,1,2,18590,18590,37180,4,0.4,0.520833,28,0,0
8502000,Aarburg-Oftringen,,0.000024,9,2,3,5,36611,36567,73178,30,0.081663,0.104722,895.466667,0,0
8508008,Herzogenbuchsee,,0.000054,11,2,1,3,18639,18601,37240,25,0.082263,0.113046,13757.5,0,0
8500213,Oberbuchsiten,,0.000018,9,1,1,2,19261,19263,38524,33,0.06687,0.076466,80,0,0
8500214,Egerkingen,,0.000026,9,1,1,2,19263,19263,38526,32,0.07164,0.083635,3307,0,0
8500215,Hägendorf,,0.000033,9,1,1,2,19263,18836,38099,31,0.077144,0.092574,6532,0,0
8500216,Wangen bei Olten,,0.000039,9,1,1,2,18836,19263,38099,30,0.083567,0.104171,9755,0,0
8500305,Frick,,0.000043,9,3,2,5,29346,29361,58707,29,0.084875,0.108282,6531.257143,0,0
8501030,Nyon,,0.000059,4,4,3,7,37632,62600,100232,30,0.08377,0.10492,19820.151527,0,0
8501031,Gland,,0.000042,4,3,3,6,21123,20389,41512,30,0.083442,0.103743,313.146332,0,0
8501035,Allaman,,0.000039,4,3,2,5,20076,38206,58282,30,0.083396,0.103338,626.39143,0,0
8501036,St-Prex,,0.000027,4,1,1,2,18427,18427,36854,30,0.083373,0.103057,0,0,0
8501506,Sion,,0.000072,4,3,6,9,38871,38685,77556,29,0.086624,0.113581,95639.867216,0,0
8501509,Sierre/Siders,,0.000039,4,2,4,6,35851,35459,71310,30,0.079645,0.099172,3182,0,0
8501601,Leuk,,0.000059,4,3,2,5,27169,27146,54315,30,0.079574,0.098474,6060,0,0
8501604,Raron,,0.000046,4,1,1,2,17673,17673,35346,30,0.079502,0.097924,5592,0,0
8502007,Sursee,,0.000058,9,2,6,8,38669,57791,96460,29,0.086836,0.117706,18939.55,0,0
8502021,Emmenbrücke,,0.000075,9,3,3,6,50160,50153,100313,31,0.081965,0.109113,17401,0,0
8502028,Emmenbrücke Gersag,,0.000076,9,3,4,7,39102,39135,78237,30,0.08425,0.112622,17202,0,0
8502042,Hochdorf Schönau,,0.000069,9,4,2,6,20063,20382,40445,29,0.087902,0.117969,21053.22619,0,0
8502230,Zug Chollermüli,,0.00002,9,2,3,5,35085,35085,70170,28,0.08825,0.119768,544.190476,0,0
8502306,Hünenberg Chämleten,,0.000017,9,1,2,3,17041,17041,34082,28,0.088205,0.119274,0,0,0
8503010,Zürich Enge,,0.000042,9,3,3,6,57293,57293,114586,29,0.086108,0.117308,3692.496825,0,0
8503202,Thalwil,,0.00007,9,5,8,13,74916,73510,148426,28,0.093137,0.131589,12182.435714,0,0
8503284,Biberbrugg,,0.000075,9,3,6,9,55027,54245,109272,28,0.089527,0.125479,14309.561111,0,0
8504023,Romont FR,,0.000055,11,2,5,7,13109,42730,55839,29,0.083063,0.111488,25693,0,0
8500220,Dotzigen,,0.000011,11,0,1,1,0,12352,12352,29,0.078111,0.093589,0,0,0
8500221,Büren an der Aare,,0.00002,11,1,1,2,12352,12352,24704,28,0.084669,0.105437,1400,0,0
8504404,Aarberg,,0.000052,11,1,1,2,9553,9553,19106,28,0.084669,0.105437,4476,0,0
8504412,Schüpfen,,0.000022,11,1,2,3,21746,21920,43666,28,0.084724,0.106076,1095,0,0
8504413,Suberg-Grossaffoltern,,0.00002,11,1,1,2,18975,18977,37952,28,0.084669,0.105437,0,0,0
8588063,Jakobsberg,,0.000047,2,9,7,16,17088,17088,34176,10,0.213457,0.262198,689.387806,0,0
8588768,Dreirosenbrücke,,0.000152,2,6,6,12,40710,40642,81352,10,0.219902,0.273732,5173.286639,0,0
8588769,Feldbergstrasse,,0.000046,2,2,3,5,30985,30967,61952,11,0.179255,0.213278,129.688095,0,0
8500984,Arisdorf Olsbergerstrasse,,0.000024,2,2,2,4,11330,12252,23582,13,0.184804,0.224529,823.67062,0,0
8500238,"Bulle, Verdel",,0.000011,13,0,1,1,0,27601,27601,21,0.130955,0.153939,0,0,0
8504863,"Marsens, village",,0.000076,126,4,4,8,19258,19258,38516,34,0.084276,0.123904,13336.573821,0,0
8504872,"Riaz, poste",,0.000021,126,2,4,6,16891,16891,33782,34,0.083728,0.121937,275.677597,0,0
8504873,"La Roche FR, village",,0.000021,126,2,4,6,12690,16545,29235,33,0.09005,0.13801,1185.24826,0,0
8504881,"Fribourg/Freiburg, gare routière",,0.000192,126,12,28,40,134124,192879,327003,32,0.098377,0.172509,110071.626017,0,0
8504898,"Grangettes, village",,0.000034,126,1,1,2,5896,5896,11792,21,0.130955,0.153939,591,0,0
8504908,"Gumefens, Lac",,0.000047,126,1,2,3,12744,12744,25488,21,0.13628,0.162219,652.333333,0,0
8504909,"Magnedens, bif. Fribourg",,0.000045,126,2,2,4,9788,9788,19576,21,0.142136,0.173078,527.166667,0,0
8504911,"Villarvolard, village",,0.000033,126,1,3,4,7191,7191,14382,18,0.134786,0.162535,2303.348485,0,0
8578152,Kronenplatz,,0.00002,2,3,4,7,20013,20022,40035,9,0.222222,0.261778,351.988253,0,0
8578352,Schlossstrasse,,0.000072,2,4,5,9,26174,26175,52349,11,0.199433,0.24584,8878.513643,0,0
8581062,Brausebad,,0.000095,2,10,9,19,40380,40382,80762,10,0.23236,0.297235,8573.555866,0,0
8588071,Peter Merian,,0.00002,2,2,2,4,168,168,336,10,0.199559,0.227127,0,0,0
8588766,Bläsiring,,0.000072,2,9,2,11,13251,13246,26497,11,0.18191,0.213006,271.800036,0,0
8500255,"Aesch BL, Dorf",,0.000015,54,1,1,2,7254,7146,14400,13,0.163793,0.245446,17.8,0,0
8500697,"Hofstetten SO, Mariasteinstr.",,0.000015,54,1,1,2,113,103,216,13,0.163793,0.245446,17.8,0,0
8500261,Langendorf,,0.000036,9,3,1,4,14043,11073,25116,7,0.25,0.370408,413,0,0
8500262,Lommiswil,,0.000042,9,1,1,2,11073,9594,20667,6,0.285714,0.408333,360,0,0
8500263,Im Holz,,0.000046,9,1,1,2,9594,9594,19188,5,0.333333,0.456667,305,0,0
8500264,Oberdorf SO,,0.00005,9,1,1,2,9594,9594,19188,4,0.4,0.520833,248,0,0
8500265,Gänsbrunnen,,0.000054,9,1,1,2,9594,9092,18686,3,0.5,0.611111,189,0,0
8500266,Corcelles BE,,0.000056,9,1,1,2,9092,9092,18184,2,0.666667,0.75,128,0,0
8500267,Crémines,,0.000059,9,1,1,2,9092,9092,18184,1,1,1,65,0,0
8500272,Solothurn Sternen,,0.000022,9,2,1,3,18591,18590,37181,11,0.166667,0.274534,140,0,0
8500273,St. Katharinen,,0.00003,9,1,1,2,18590,18590,37180,10,0.181818,0.292897,130,0,0
