Id,Label,timeset,pageranks,modularity_class,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub
8576865,"Thun, Bälliz",,0.000024,43,2,1,3,2155,2151,4306,28,0.063576,0.11594,1763,0,0
8576866,"Thun, Thunerhof",,0.000052,43,2,1,3,4337,4341,8678,27,0.066478,0.122128,3499,0,0
8576867,"Thun, Hofstetten",,0.000055,43,1,1,2,4341,4341,8682,26,0.069697,0.130263,3422,0,0
8576868,"Thun, Bächimatt",,0.000058,43,1,1,2,4341,4341,8682,25,0.07329,0.141844,3343,0,0
8576871,"Hünibach, Eichbühl",,0.00003,43,1,1,2,4341,4341,8682,22,0.07563,0.148362,2405,0,0
8576874,"Oberhofen, Örtlibach",,0.000026,43,1,1,2,2335,2335,4670,20,0.082725,0.156273,2183,0,0
8576876,"Gunten, Stampbach",,0.000025,43,1,1,2,2096,2096,4192,18,0.089136,0.147478,1981,0,0
8576877,"Merligen, Ralligen",,0.000032,43,1,1,2,2096,2096,4192,17,0.094801,0.155509,1880,0,0
8576878,"Merligen, Bäregg",,0.000038,43,1,1,2,2096,2096,4192,16,0.101351,0.166201,1777,0,0
8576879,"Merligen, Vorderdorf",,0.000043,43,1,1,2,2096,2096,4192,15,0.109023,0.182426,1672,0,0
8576881,"Merligen, Nastel",,0.000031,43,1,1,2,779,779,1558,13,0.11157,0.166404,1441,0,0
8576882,"Sundlauenen, Geisskilche",,0.000037,43,1,1,2,779,779,1558,12,0.12093,0.175143,1330,0,0
8576883,"Sundlauenen, Balmholz",,0.000043,43,1,1,2,779,779,1558,11,0.132275,0.185638,1217,0,0
8576884,"Sundlauenen, Pilgerweg",,0.000047,43,1,1,2,779,779,1558,10,0.146341,0.198628,1102,0,0
8576885,"Unterseen, Gelbenbrunnen",,0.000051,43,1,1,2,779,779,1558,9,0.164286,0.215355,985,0,0
8576886,"Unterseen, Manor Farm",,0.000054,43,1,1,2,779,779,1558,8,0.188034,0.238095,866,0,0
8576887,"Unterseen, Schiessstand Lehn",,0.000057,43,1,1,2,779,779,1558,7,0.221053,0.271542,745,0,0
8576891,"Farnern, Jura",,0.00002,88,1,1,2,6948,6948,13896,24,0.063904,0.088469,91,0,0
8576892,"Rumisberg, Schoren",,0.000028,88,1,1,2,6948,6948,13896,23,0.067517,0.092568,180,0,0
8576893,"Rumisberg, Weissacker",,0.000035,88,1,1,2,6948,6948,13896,22,0.071601,0.097418,267,0,0
8576894,"Wiedlisbach, Pflegeheim",,0.00004,88,1,1,2,6948,6948,13896,21,0.076256,0.103293,352,0,0
8576895,"Wiedlisbach, Stockrain",,0.000045,88,1,1,2,6948,6948,13896,20,0.081614,0.110653,435,0,0
8576896,"Wiedlisbach, Bahnhof",,0.000049,88,1,1,2,6948,6948,13896,19,0.087845,0.120353,516,0,0
8576897,"Wiedlisbach, Wangenstrasse",,0.000053,88,1,1,2,6948,6948,13896,18,0.095185,0.134318,595,0,0
8576899,"Wangen a.d.Aare, Zytglogge",,0.00005,88,3,1,4,19637,19884,39521,17,0.10285,0.148836,63.333333,0,0
8576900,"Wangen a.A., Bahnhof",,0.000077,88,2,5,7,23358,23344,46702,16,0.11326,0.189118,879.333333,0,0
8576904,"Wangenried, Sägerei",,0.000043,88,1,3,4,5962,5962,11924,15,0.115385,0.169493,227,0,0
8576937,"Langenthal, Bahnhof",,0.000104,88,3,8,11,74846,62068,136914,19,0.155844,0.360331,1543.333333,0,0
8578123,"Inkwil, Dorf",,0.000042,88,2,1,3,2486,2486,4972,2,0.666667,0.75,8,0,0
8589945,"Walliswil b. Wangen, Stalden",,0.000062,88,3,1,4,6200,6141,12341,2,0.666667,0.75,12,0,0
8589946,"Wangen a.d. Aare, Unterführung",,0.000142,88,5,1,6,19811,3474,23285,1,1,1,55.666667,0,0
8576901,"Wangenried, Unterdorf",,0.000024,88,1,1,2,5962,5962,11924,18,0.088652,0.117417,56,0,0
8576902,"Wangenried, Linde",,0.000031,88,1,1,2,5962,5962,11924,17,0.095979,0.127395,115,0,0
8576903,"Wangenried, Schule",,0.000037,88,1,1,2,5962,5962,11924,16,0.104735,0.141886,172,0,0
8576906,"Röthenbach, Schützenhaus",,0.000036,88,2,1,3,7711,7711,15422,15,0.112164,0.139956,760,0,0
8576907,"Stels, Crals",,0.000037,112,1,1,2,1963,1963,3926,2,0.666667,0.75,2956,0,0
8576908,"Röthenbach, Chrump",,0.000054,88,2,1,3,8209,8209,16418,14,0.124555,0.155216,1083,0,0
8576914,"Heimenhausen, Post",,0.000051,88,1,2,3,6142,6199,12341,14,0.126126,0.171406,350,0,0
8576909,"Walliswil b. Wangen, Seilerei",,0.000024,88,1,1,2,6199,6199,12398,19,0.081522,0.107618,75,0,0
8576910,"Walliswil b. Wangen, Post",,0.000031,88,1,1,2,6199,6199,12398,18,0.087574,0.114178,134,0,0
8576911,"Walliswil b. Wangen, Sonne",,0.000037,88,1,1,2,6199,6142,12341,17,0.094682,0.122291,191,0,0
8576912,"Walliswil b. Wangen, Tal",,0.000043,88,1,1,2,6142,6141,12283,16,0.103152,0.132745,246,0,0
8576913,"Heimenhausen, Riedgasse",,0.000047,88,1,1,2,6141,6142,12283,15,0.113419,0.147233,299,0,0
8576915,"Wanzwil, Post",,0.000078,88,2,1,3,12416,12417,24833,13,0.140244,0.176877,1528,0,0
8576954,"Bollodingen, Dorf",,0.000057,88,1,1,2,7971,7971,15942,10,0.181818,0.285601,421,0,0
8576918,"Herzogenbuchsee, Sonnenplatz",,0.00003,88,1,1,2,21249,21249,42498,26,0.082592,0.117751,294,0,0
8576919,"Herzogenbuchsee, Friedhof",,0.000036,88,1,1,2,21249,21249,42498,25,0.088643,0.12588,309,0,0
8576920,"Bützberg, Neuquartier",,0.000042,88,1,1,2,21249,21249,42498,24,0.095745,0.136206,322,0,0
8576921,"Bützberg, Käserei",,0.000046,88,1,1,2,21249,21249,42498,23,0.104202,0.149872,333,0,0
8576923,"Bützberg, Unterdorf",,0.00005,88,1,1,2,21249,21249,42498,22,0.114447,0.169054,342,0,0
8576924,"Langenthal, Dreilinden",,0.000054,88,1,1,2,21249,21235,42484,21,0.127119,0.19861,349,0,0
8576927,"Langenthal, Tell/Kantonalbank",,0.000067,88,1,3,4,82846,82846,165692,19,0.156593,0.28299,2074.833333,0,0
8576936,"Melchnau, Oberdorf",,0.000059,88,1,1,2,15959,15959,31918,20,0.137255,0.245383,343,0,0
8576926,"Langenthal, Wiesenstrasse",,0.000066,88,4,1,5,34412,82846,117258,20,0.137441,0.214579,2073.833333,0,0
8576940,"Langenthal, Schoren-Ochsen",,0.000047,88,2,1,3,13895,13648,27543,19,0.108614,0.192962,58,0,0
8576944,"Thunstetten, Wischberg",,0.000036,88,1,1,2,7473,7473,14946,19,0.108614,0.192962,58,0,0
8576928,"Langenthal, Rössli",,0.00003,88,1,1,2,15959,15959,31918,27,0.076923,0.115879,406,0,0
8576929,"Langenthal, Neuhof",,0.000036,88,1,1,2,15959,15959,31918,26,0.081845,0.122238,403,0,0
8576930,"Obersteckholz, Post",,0.000042,88,1,1,2,15959,15959,31918,25,0.08752,0.130027,398,0,0
8576931,"Obersteckholz, am Wald",,0.000046,88,1,1,2,15959,15959,31918,24,0.094139,0.139863,391,0,0
8576932,"Melchnau, Rotwald",,0.00005,88,1,1,2,15959,15959,31918,23,0.101961,0.152793,382,0,0
8576933,"Ettenhausen TG, Elggerstrasse",,0.000048,65,1,1,2,8830,8830,17660,2,0.666667,0.75,340,0,0
8576934,"Melchnau, Unterdorf",,0.000054,88,1,1,2,15959,15959,31918,22,0.111354,0.170766,371,0,0
8576935,"Melchnau, Fabrik",,0.000057,88,1,1,2,15959,15959,31918,21,0.12285,0.197935,358,0,0
8576939,"Langenthal, Schorenstrasse",,0.00003,88,1,1,2,6949,6949,13898,20,0.10101,0.173571,30,0,0
8589201,"Langenthal, Industrie Nord",,0.000022,88,1,2,3,27773,27792,55565,5,0.36,0.485185,33.5,0,0
8576938,"Langenthal, Lindenhof",,0.000022,88,1,1,2,6948,6949,13897,21,0.094512,0.160878,67,0,0
8576942,"Langenthal, Schoren-Eisbahn",,0.000022,88,1,1,2,7472,7473,14945,21,0.094512,0.160878,134,0,0
8576943,"Thunstetten, Schorenmatte",,0.00003,88,1,1,2,7473,7473,14946,20,0.10101,0.173571,97,0,0
8576945,"Langenthal, Löwenplatz",,0.000112,88,4,2,6,30364,29091,59455,18,0.117647,0.232134,1358.5,0,0
8576946,"Langenthal, Bleichestrasse",,0.000058,88,1,1,2,15443,15444,30887,17,0.107692,0.19904,868.5,0,0
8576947,"Langenthal, Neuhüsli",,0.00006,88,1,2,3,15444,15444,30888,16,0.114943,0.232191,814.5,0,0
8589939,"Langenthal, Sängeli",,0.000044,88,1,1,2,7971,7971,15942,1,1,1,55.5,0,0
8576949,"Langenthal, Dennli",,0.000037,88,1,1,2,6699,7971,14670,15,0.117284,0.196549,731,0,0
8576950,"Bleienbach, Unterdorf",,0.000042,88,1,1,2,7971,7971,15942,14,0.125874,0.206741,673,0,0
8576951,"Bettenhausen, Dorf",,0.000047,88,1,1,2,7971,7971,15942,13,0.136,0.218885,613,0,0
8576952,"Bettenhausen, Post",,0.00005,88,1,1,2,7971,7971,15942,12,0.148148,0.234007,551,0,0
8576953,"Bollodingen, Hegen",,0.000054,88,1,1,2,7971,7971,15942,11,0.163043,0.254288,487,0,0
8576955,"Herzogenbuchsee, Bernstrasse",,0.000078,88,2,2,4,16481,16481,32962,9,0.206349,0.353602,894.5,0,0
8576957,"Tänikon, Forschungsanstalt",,0.000052,65,1,1,2,8830,8830,17660,1,1,1,171,0,0
8576959,"Oberönz, Kreuz",,0.000044,88,1,1,2,8510,8510,17020,8,0.204082,0.302738,686,0,0
8576961,"Seeberg BE, Schlüssel",,0.000061,88,2,1,3,9006,9006,18012,6,0.266667,0.3625,680,0,0
8576962,"Grasswil, Regenhalden",,0.000063,88,1,1,2,9006,9006,18012,5,0.318182,0.409524,602,0,0
8576963,"Grasswil, Oberdorf",,0.000064,88,1,1,2,9006,9006,18012,4,0.4,0.486111,522,0,0
8578936,"Ronco s. Ascona, Chiesa",,0.000053,101,2,3,5,9753,9753,19506,13,0.173913,0.214866,433,0,0
8579093,"Auressio, Ronchetto",,0.000034,101,2,2,4,5370,5370,10740,13,0.171285,0.205806,271.017857,0,0
8576972,Schönegg,,0.000039,44,3,1,4,6024,6024,12048,23,0.065164,0.077989,1175.833333,0,0
8576974,Lindenweg,,0.00005,44,3,1,4,4528,4530,9058,22,0.069146,0.081128,5826.666667,0,0
8576975,Coop,,0.000072,44,2,1,3,8928,8928,17856,21,0.07397,0.087003,5379,0,0
8576976,"Münchenbuchsee, Kipfgasse",,0.000072,44,1,1,2,8928,8927,17855,20,0.079542,0.094253,4445,0,0
8576977,Hofwilstrasse,,0.000072,44,1,1,2,8927,8928,17855,19,0.086049,0.10366,3509,0,0
8576981,Unterzollikofen,,0.000088,44,4,3,7,16398,16399,32797,17,0.102564,0.132086,11895,0,0
8589046,Betagtenheim,,0.000043,44,2,1,3,5984,5984,11968,4,0.333333,0.416667,0,0,0
8576989,Winkelriedstrasse,,0.000047,44,1,2,3,6669,6669,13338,2,0.666667,0.75,16,0,0
8589048,Geisshubel,,0.000079,44,1,2,3,9096,9096,18192,2,0.625,0.7,1187,0,0
8576984,Sandhof,,0.000023,44,1,1,2,6668,6669,13337,6,0.25,0.352083,4736,0,0
8576985,Löchligut,,0.000031,44,1,1,2,6669,6669,13338,5,0.291667,0.390476,3559,0,0
8576987,Wankdorf City,,0.000037,44,1,1,2,6669,6669,13338,4,0.352941,0.444444,2380,0,0
8576988,Stauffacherbrücke,,0.000042,44,1,1,2,6669,6669,13338,3,0.454545,0.533333,1199,0,0
8589049,Kreuz,,0.000085,44,4,3,7,10415,9807,20222,1,1,1,3569.5,0,0
8589012,Gerenstrasse,,0.000018,44,1,1,2,2988,2988,5976,10,0.180556,0.269536,22.72619,0,0
8595514,"Ittigen, Pulverstutz",,0.000114,44,1,2,3,11750,6029,17779,3,0.571429,0.708333,645.533333,0,0
8576994,Eyfeld,,0.000022,44,1,1,2,11743,11750,23493,15,0.152207,0.177346,4084.833333,0,0
8577015,Tannacker,,0.00004,44,1,1,2,3722,3722,7444,16,0.102564,0.126337,884.75,0,0
8577016,Sonnenfeld,,0.00005,44,2,2,4,4277,4277,8554,15,0.113043,0.142889,966.233333,0,0
8588999,Morgartenstrasse,,0.00005,44,1,1,2,11253,11187,22440,8,0.213592,0.277381,470,0,0
8589010,Altes Schulhaus,,0.000024,44,2,2,4,3747,3747,7494,11,0.1875,0.310055,1194,0,0
8589008,Wyleregg,,0.000036,44,1,3,4,11158,11254,22412,11,0.196078,0.337383,297.5,0,0
8589011,Chrottengässli,,0.000034,44,3,2,5,3750,3750,7500,10,0.207317,0.328665,2433.635714,0,0
8576999,UPD Waldau,,0.000017,44,1,1,2,4923,4923,9846,20,0.110785,0.13097,2965.166667,0,0
8577000,Schermenweg,,0.000026,44,1,2,3,4923,4923,9846,19,0.123762,0.151231,1922.166667,0,0
8577002,Waldeck,,0.000035,44,2,1,3,19769,19775,39544,19,0.122415,0.143139,14139.866667,0,0
8577003,Ostermundigen Bahnhof,,0.000052,44,2,2,4,20414,20413,40827,18,0.138549,0.166815,13940.033333,0,0
8577004,Zollgasse,,0.000033,44,1,2,3,19136,19136,38272,17,0.159563,0.196574,11720.5,0,0
8577014,Gümligen Bahnhof,,0.000068,44,3,2,5,7179,7179,14358,17,0.09413,0.12291,2030.983333,0,0
8577006,Blankweg,,0.000018,44,1,1,2,3583,3583,7166,24,0.060443,0.082627,8482,0,0
8577007,Hubel,,0.000026,44,1,1,2,3583,3583,7166,23,0.063694,0.08657,7382,0,0
8577008,Dennigkofen,,0.000033,44,1,1,2,3583,3583,7166,22,0.067347,0.091807,6280,0,0
8577009,Freibad,,0.000039,44,1,2,3,3583,3583,7166,21,0.071481,0.101035,5176,0,0
8577010,Rütibühl,,0.000027,44,1,1,2,1791,1791,3582,21,0.070803,0.091767,0,0,0
8577011,Amselweg,,0.000051,44,2,1,3,3583,3583,7166,20,0.075412,0.096639,2962,0,0
8577012,Meisenweg,,0.000054,44,1,1,2,3583,3583,7166,19,0.080714,0.102582,1852,0,0
8577018,Muri Villette,,0.000037,44,2,1,3,8250,8250,16500,14,0.12465,0.147866,6984,0,0
8577020,Hübeliweg,,0.000043,44,1,1,2,8250,8250,16500,13,0.1408,0.167713,5860,0,0
8577021,Waldried,,0.000047,44,1,1,2,8250,8250,16500,12,0.162011,0.197159,4734,0,0
8577023,Garten-Center,,0.000025,44,1,1,2,4654,4653,9307,12,0.150177,0.177741,1216,0,0
8588258,Münsingen Schwand,,0.000028,100,1,1,2,3088,3088,6176,10,0.157025,0.219841,48,0,0
8577027,Platane,,0.000029,89,2,1,3,4865,4865,9730,3,0.444444,0.541667,8,0,0
8577028,Feldegg,,0.000035,89,1,1,2,4865,4865,9730,2,0.6,0.666667,9,0,0
8577029,Hohrain,,0.000041,89,1,2,3,4865,4865,9730,1,1,1,8,0,0
8577030,Mätteli,,0.000028,89,1,1,2,4198,4120,8318,1,1,1,0,0,0
8577035,"Lauterbrunnen, Sandweidli",,0.000047,43,3,2,5,2353,2355,4708,4,0.428571,0.569444,661.733333,0,0
8577036,"Isenfluh, Dorf",,0.000031,43,1,1,2,2023,2023,4046,4,0.384615,0.483333,0,0,0
8577038,"Matten b. I., Hertigässli",,0.000035,43,2,1,3,6445,6445,12890,14,0.142012,0.219343,620.166667,0,0
8577039,"Interlaken, Zentrum Artos",,0.000036,43,2,2,4,10765,10765,21530,14,0.144543,0.235275,443.833333,0,0
8577040,"Niederried b.I'laken, Dorf",,0.000026,43,1,1,2,655,655,1310,14,0.142012,0.219343,0,0,0
8579133,"Interlaken, Berufsschule BZI",,0.00005,43,1,1,2,3433,3433,6866,14,0.142012,0.219343,335,0,0
8577043,"Quartino, Centro Luserte",,0.000047,108,1,1,2,13966,13966,27932,15,0.114957,0.137346,42349,0,0
8577045,"Barbengo, Baldoria",,0.000055,102,1,1,2,23370,23370,46740,15,0.132255,0.149669,130,0,0
8577046,"Barbengo, Sidema",,0.000058,102,1,1,2,23370,23370,46740,14,0.151316,0.172875,203,0,0
8579270,"Saanen, Bellerivestrasse",,0.000031,42,1,5,6,5387,5443,10830,8,0.316667,0.495677,53,0,0
8579271,"Gstaad, Grubenstrasse",,0.000036,42,2,4,6,2761,2705,5466,8,0.305085,0.467659,53,0,0
8577051,"Entlebuch, Bahnhof",,0.000095,92,6,3,9,4566,5009,9575,8,0.225806,0.341879,1352,0,0
8577053,"Entlebuch, Marktplatz",,0.000043,92,2,1,3,2013,1993,4006,8,0.222222,0.339732,0,0,0
8577063,"Entlebuch, Lehn",,0.000016,92,1,1,2,1915,1824,3739,4,0.384615,0.483333,0,0,0
8577064,"Entlebuch, Rusacher",,0.00003,92,2,1,3,1941,1987,3928,3,0.5,0.583333,4,0,0
8577054,"Entlebuch, Spüelen",,0.00008,92,3,1,4,2358,2298,4656,7,0.25,0.370408,413,0,0
8577055,"Entlebuch, Unteregg",,0.000079,92,1,1,2,2298,2298,4596,6,0.285714,0.408333,360,0,0
8577056,"Finsterwald LU, Erlengraben",,0.000078,92,1,1,2,2298,2298,4596,5,0.333333,0.456667,305,0,0
8577057,"Finsterwald LU, Chilenwald",,0.000077,92,1,1,2,2298,2298,4596,4,0.4,0.520833,248,0,0
8577058,"Finsterwald LU, Kirche",,0.000076,92,1,1,2,2298,2298,4596,3,0.5,0.611111,189,0,0
8577059,"Finsterwald LU, Lippern",,0.000076,92,1,1,2,2298,2298,4596,2,0.666667,0.75,128,0,0
8577061,"Finsterwald LU, Schwändeli",,0.000075,92,1,1,2,2298,2298,4596,1,1,1,65,0,0
8577067,"Ebnet (Entlebuch), Schulhaus",,0.000042,92,2,2,4,2024,2029,4053,2,0.75,0.833333,180,0,0
8579703,"Entlebuch, Schwand",,0.000035,92,1,1,2,1987,1870,3857,1,1,1,1,0,0
8577091,"Hochdorf, Bahnhof",,0.000045,90,2,2,4,7811,7811,15622,43,0.066794,0.097054,35389.380952,0,0
8577092,"Hochdorf, Industriestrasse",,0.00003,90,1,1,2,3487,3485,6972,4,0.416667,0.516667,137,0,0
8577137,"Tumegl/Tomils, Abzw. Hof Moos",,0.000066,111,2,1,3,1694,748,2442,6,0.285714,0.408333,54,0,0
8577159,Ebikon Hofmatt,,0.000084,90,3,2,5,107597,107275,214872,42,0.074196,0.116948,5967.333333,0,0
8589695,"Kastanienbaum, Waldwinkel",,0.000061,90,1,4,5,16788,17043,33831,9,0.240246,0.294692,1164,0,0
8589733,Kriens Pilatusmarkt,,0.0001,90,3,4,7,50481,50096,100577,9,0.241573,0.298233,3022.586508,0,0
8589748,Kriens Zunacher,,0.000066,90,2,1,3,20840,9510,30350,9,0.238255,0.276028,133.75,0,0
8589778,Luzern Dreilinden,,0.000023,90,1,2,3,61923,61972,123895,9,0.239865,0.285418,165.028571,0,0
8589779,Luzern Eggen,,0.000072,90,2,3,5,57297,58346,115643,8,0.255396,0.309205,604.257143,0,0
8582769,"Stans, Hansmatt",,0.000055,62,1,2,3,3810,3811,7621,12,0.151079,0.183936,4647,0,0
8588747,Kriens Steinibach,,0.000046,90,4,2,6,50238,61617,111855,12,0.156013,0.190656,4331.584524,0,0
8577149,Luzern Löwenplatz,,0.000021,90,2,2,4,130764,130765,261529,51,0.048783,0.076047,730.057875,0,0
8577150,Luzern Weggismatt,,0.00002,90,1,1,2,73096,101494,174590,50,0.048549,0.067133,805.070971,0,0
8577151,Luzern Maihof,,0.000028,90,1,2,3,101494,101498,202992,49,0.050909,0.07443,1170.070971,0,0
8589665,Ebikon Weichlen,,0.000133,90,5,4,9,124177,117932,242109,12,0.173025,0.220042,8931.612698,0,0
8589801,Luzern Kantonalbank,,0.000357,90,18,16,34,552142,552598,1104740,7,0.4,0.540159,22006.429029,0,0
8589807,Luzern Kreuzstutz,,0.00011,90,4,3,7,194907,133358,328265,7,0.290698,0.386381,862.9,0,0
8577152,Ebikon St. Klemens,,0.000023,90,1,1,2,91985,91988,183973,48,0.051931,0.065987,1462,0,0
8577153,Ebikon Hünenberg,,0.00003,90,1,1,2,91988,91987,183975,47,0.054649,0.070405,1823,0,0
8577154,Ebikon Falken,,0.000037,90,1,1,2,91987,91920,183907,46,0.057674,0.075674,2182,0,0
8577155,Ebikon Schachenweid,,0.000042,90,1,1,2,91920,91969,183889,45,0.061062,0.082107,2539,0,0
8589653,Adligenswil Rigiblick,,0.000041,90,1,2,3,17935,17935,35870,16,0.15229,0.214701,1293,0,0
8577164,Buchrain Reussbrücke,,0.000026,90,1,1,2,39061,39065,78126,42,0.068718,0.093779,411,0,0
8577169,Inwil Dorf,,0.000021,90,1,2,3,2650,2650,5300,41,0.07358,0.106772,30205.166667,0,0
8581812,"Kriens, Alpenstrasse",,0.000026,90,2,6,8,110768,108855,219623,11,0.210526,0.272766,8727.529762,0,0
8583380,"Gisikon, Weitblick",,0.000059,90,3,4,7,37695,36628,74323,13,0.152615,0.196732,1588.859524,0,0
8589660,Ebikon Halte,,0.000056,90,1,2,3,39063,18439,57502,13,0.142272,0.171755,417,0,0
8589663,Ebikon Höfli,,0.000071,90,1,1,2,15575,15629,31204,13,0.141982,0.166959,594,0,0
8577163,Buchrain Eichmatt,,0.000018,90,1,1,2,39010,39061,78071,43,0.064445,0.085247,85,0,0
8577168,"Inwil, Pannerhof",,0.000037,90,2,3,5,6924,9524,16448,42,0.070526,0.105254,36051.380952,0,0
8589224,"Waldibrücke, Bahnhof",,0.000027,90,2,1,3,2600,2600,5200,15,0.115968,0.133497,17.742857,0,0
8577170,Buchrain Haslirain,,0.000039,90,2,1,3,39119,39109,78228,41,0.073609,0.104976,1083.5,0,0
8577171,Perlen Dorf,,0.000044,90,1,1,2,39109,39110,78219,40,0.079264,0.120765,1405.5,0,0
8577179,Root Dorf,,0.000043,90,1,1,2,40179,40176,80355,14,0.147854,0.176331,2570.416667,0,0
8577173,Ebikon Schindler,,0.000035,90,3,1,4,105471,105477,210948,40,0.079167,0.120035,48694.42381,0,0
8589658,Buchrain Sagenwald,,0.000054,90,1,1,2,2600,2600,5200,13,0.148492,0.176011,4975.957143,0,0
8589664,Ebikon Ladengasse,,0.000125,90,6,3,9,107600,107600,215200,12,0.164286,0.204705,4901.075397,0,0
8577178,Root Ronmatt,,0.000037,90,2,1,3,40175,40179,80354,15,0.129412,0.149508,2610.416667,0,0
8582591,"Hochdorf, Schönau",,0.000041,90,1,1,2,4324,4314,8638,14,0.13321,0.159789,720,0,0
8589848,Luzern Wesemlinrain,,0.000127,90,2,2,4,130792,62235,193027,1,1,1,81.833333,0,0
8589860,Obernau Hammerschmiede,,0.000083,90,2,1,3,65002,108,65110,1,1,1,185.083333,0,0
8577182,"Feldis/Veulden, Sesselb. Mutta",,0.000067,111,1,1,2,748,748,1496,5,0.333333,0.456667,50,0,0
8577183,Luzern Casino-Palace,,0.000017,90,2,2,4,110315,110302,220617,49,0.049543,0.099543,1361.833333,0,0
8577184,Luzern Dietschiberg,,0.000018,90,1,1,2,78703,78693,157396,49,0.049391,0.09662,0,0,0
8577185,Luzern Verkehrshaus/Lido,,0.000033,90,2,3,5,110292,110249,220541,48,0.051788,0.117801,1841.833333,0,0
8588203,Luzern Brüel,,0.000086,90,2,3,5,31759,31730,63489,9,0.242515,0.289687,3922.504762,0,0
8589241,Luzern Haldensteig,,0.000045,90,2,2,4,39229,39249,78478,9,0.255591,0.300481,735.833333,0,0
8589668,Ebikon Sagenschulhaus,,0.000048,90,1,2,3,15629,15402,31031,9,0.249231,0.289981,2030.456349,0,0
8589669,Ebikon Zentralschulhaus,,0.000031,90,1,1,2,7817,7586,15403,9,0.246914,0.281106,0,0,0
8577186,Luzern Seefeldstrasse,,0.00002,90,1,1,2,31731,31758,63489,47,0.046961,0.060373,1758,0,0
8577187,Luzern Hotel Seeburg,,0.000028,90,1,1,2,31758,31758,63516,46,0.049114,0.063458,1993,0,0
8577189,Luzern Hermitage,,0.000035,90,1,1,2,31758,31758,63516,45,0.051482,0.067011,2226,0,0
8577190,Meggen Lerchenbühl,,0.000041,90,1,1,2,31758,31758,63516,44,0.054097,0.071159,2457,0,0
8577191,Meggen Rosenhalde,,0.000045,90,1,1,2,31758,31758,63516,43,0.057003,0.07608,2686,0,0
8577192,Meggen Balm,,0.000049,90,1,1,2,31758,31758,63516,42,0.060248,0.082038,2913,0,0
8577193,Meggen Schlössli,,0.000053,90,1,1,2,31758,38416,70174,41,0.063898,0.089451,3138,0,0
8577194,Meggen Kapelle,,0.000056,90,1,1,2,38416,45075,83491,40,0.068032,0.099034,3361,0,0
8577195,Meggen Huob,,0.000058,90,1,1,2,45075,45076,90151,39,0.072754,0.112197,3582,0,0
8577196,Meggen Kreuz,,0.000061,90,1,3,4,45076,45066,90142,38,0.078199,0.132842,3801,0,0
8577198,Meggen Böschenacher,,0.000036,90,2,1,3,15805,15810,31615,12,0.144082,0.163526,2,0,0
8577199,Meggen Obermattstrasse,,0.000059,90,2,1,3,31617,31623,63240,11,0.166333,0.187943,223,0,0
8577200,Meggen Tschädigen,,0.000061,90,1,1,2,31623,31624,63247,10,0.197115,0.224656,223,0,0
8587642,Merlischachen Dorf,,0.000027,91,1,1,2,135,135,270,10,0.197115,0.224656,3784.504762,0,0
8577205,"Küssnacht, Bahnhof",,0.000058,91,5,3,8,22524,26829,49353,36,0.084369,0.135394,48235.138095,0,0
8577206,"Küssnacht, Hauptplatz",,0.000027,91,1,2,3,25518,26243,51761,35,0.0741,0.116824,36423.633333,0,0
8577208,"Küssnacht, Honegg",,0.000023,91,1,1,2,24834,24882,49716,35,0.07377,0.112557,0,0,0
8577209,"Küssnacht, Breitfeld",,0.000042,91,2,3,5,26291,26295,52586,34,0.079261,0.134742,36345.633333,0,0
8577212,"Weggis, Zopf",,0.000037,91,1,1,2,18769,18769,37538,34,0.072682,0.094708,406,0,0
8577210,"Küssnacht am Rigi, Eichholtern",,0.000023,91,1,1,2,18769,18769,37538,36,0.064022,0.081775,496,0,0
8577211,"Weggis, Langenzihl",,0.00003,91,1,1,2,18769,18769,37538,35,0.068068,0.087595,452,0,0
8577213,"Weggis, Neubüel",,0.000054,91,2,1,3,20182,20182,40364,33,0.077992,0.103659,33487,0,0
8577216,"Weggis, Acher",,0.000057,91,1,1,2,20182,20182,40364,32,0.084171,0.115402,33437,0,0
8577217,"Weggis, Riedsort",,0.000059,91,1,1,2,20182,20182,40364,31,0.091449,0.131859,33385,0,0
8577222,"Vitznau, Unteraltdorf",,0.000033,91,2,1,3,14389,18070,32459,28,0.093422,0.12328,10602.2,0,0
8577223,"Vitznau, Floralpina",,0.000039,91,1,1,2,18070,18070,36140,27,0.102524,0.140897,10540.2,0,0
8580810,"Igis, Dorfplatz",,0.000042,109,2,2,4,13849,14003,27852,24,0.140293,0.188914,11389,0,0
8577229,"Melano, al Ponte",,0.000068,99,1,1,2,8838,16935,25773,13,0.139937,0.168664,1335,0,0
8579955,"Savosa, Liceo Ovest",,0.000046,102,2,2,4,15101,14835,29936,16,0.106112,0.139782,488.683333,0,0
8580699,"Manno, Centro di Calcolo",,0.000077,102,1,1,2,22904,22904,45808,16,0.104202,0.126067,1545.791667,0,0
8580700,"Manno, Suglio",,0.000161,102,5,2,7,45373,45677,91050,15,0.115385,0.144657,3365.018182,0,0
8579088,"Vallorbe, poste",,0.00006,35,7,2,9,5567,5664,11231,13,0.152263,0.218017,622.5,0,0
8579089,"Le Day, gare",,0.000037,35,1,1,2,1481,1465,2946,13,0.14876,0.196296,0,0,0
