stop_id,stop_name,stop_lon,stop_lat
8509050,Chur West,2758152.0,1190846.0
8509053,Untervaz-Trimmis,2761505.0,1198613.0
8503094,Zürich Leimbach,2681624.0,1243026.0
8501604,Raron,2627955.0,1128383.0
8501504,Chamoson-St-Pierre-de-Clages,2584748.0,1115283.0
8501505,Ardon,2587057.0,1117474.0
8501506,Sion,2593870.0,1119571.0
8501507,St-Léonard,2598529.0,1122229.0
8501509,Sierre/Siders,2607258.0,1126750.0
8501510,Châteauneuf-Conthey,2589695.0,1118304.0
8501561,Vernayaz MC,2569545.0,1108846.0
8501562,Salvan,2567719.0,1107877.0
8501563,Les Marécottes,2566990.0,1106847.0
8501564,Le Trétien,2565904.0,1105742.0
8501600,Salgesch,2610750.0,1128653.0
8501601,Leuk,2615891.0,1128929.0
8501602,Turtmann,2620103.0,1128692.0
8501603,Gampel-Steg,2623800.0,1128392.0
8501605,Visp,2634123.0,1127053.0
8509193,Surava,2766988.0,1170725.0
8501609,Brig,2642319.0,1129928.0
8509411,Sargans,2752549.0,1212373.0
8509406,Sevelen,2755929.0,1221418.0
8509404,Buchs SG,2754652.0,1226171.0
8509269,Sagliains,2803007.0,1182574.0
8509268,Scuol-Tarasp,2817362.0,1186456.0
8509267,Ftan Baraigla,2815233.0,1185699.0
8509266,Ardez,2810943.0,1183976.0
8509265,Guarda,2807095.0,1183617.0
8509264,Lavin,2804082.0,1183297.0
8509251,Samedan,2786777.0,1156505.0
8509250,Bever,2787859.0,1158335.0
8509198,Preda,2779210.0,1162324.0
8509197,Bergün/Bravuogn,2776729.0,1167024.0
8501503,Riddes,2582948.0,1113473.0
8501502,Saxon,2579509.0,1110913.0
8501501,Charrat-Fully,2575871.0,1108417.0
8501500,Martigny,2572200.0,1106100.0
8501151,Les Charbonnières,2514165.0,1168733.0
8501152,Le Séchey,2513311.0,1168099.0
8501153,Le Lieu,2511562.0,1166837.0
8501154,Les Esserts-de-Rive,2509773.0,1165205.0
8501155,Le Rocheray,2508987.0,1164380.0
8501156,Le Solliat-La Golisse,2508109.0,1163276.0
8501157,Le Sentier-L'Orient,2507512.0,1162328.0
8501159,Le Brassus,2506138.0,1160098.0
8501200,Vevey,2554279.0,1145915.0
8501300,Montreux,2559405.0,1142864.0
8501374,Fontanivent,2558794.0,1144741.0
8501375,Chernex,2559384.0,1143980.0
8501376,Chamby,2559650.0,1144340.0
8501377,Les Avants,2561944.0,1144840.0
8501384,Sonzier,2560235.0,1143210.0
8501399,Gstaad,2588155.0,1147065.0
8501400,Aigle,2563416.0,1129606.0
8501402,Bex,2566224.0,1122321.0
8501403,St-Maurice,2566309.0,1118419.0
8501404,Evionnaz,2568092.0,1113171.0
8501405,Vernayaz,2569067.0,1109752.0
8501420,Massongex,2565060.0,1121187.0
8501421,Monthey,2562723.0,1122807.0
8501422,Collombey,2562235.0,1124537.0
8501423,Vionnaz,2559758.0,1129427.0
8501424,Vouvry,2558407.0,1131822.0
8501425,Les Evouettes,2556966.0,1134764.0
8501426,Bouveret,2554967.0,1137330.0
8501428,St-Gingolph (Suisse),2551333.0,1138067.0
8509195,Filisur,2771654.0,1171799.0
8509192,Tiefencastel,2763319.0,1170293.0
8509054,Zizers,2761489.0,1200377.0
8502116,Schinznach Bad,2654927.0,1255921.0
8509156,Litzirüti,2772865.0,1185471.0
8509155,Langwies GR,2773092.0,1187855.0
8509154,Peist,2770351.0,1188908.0
8509153,St. Peter-Molinis,2768996.0,1188830.0
8509152,Lüen-Castiel,2765898.0,1189028.0
8509150,Chur Altstadt,2759628.0,1190604.0
8502105,Othmarsingen,2658584.0,1251025.0
8502106,Mägenwil,2660112.0,1251827.0
8502110,Dulliken,2638372.0,1244949.0
8502111,Däniken SO,2640808.0,1245200.0
8502112,Schönenwerd SO,2642412.0,1246883.0
8502113,Aarau,2646256.0,1249128.0
8502114,Rupperswil,2651958.0,1250502.0
8502115,Wildegg,2654668.0,1251859.0
8502119,Lenzburg,2655249.0,1249188.0
8509189,Thusis,2753095.0,1173840.0
8509068,Klosters Platz,2786176.0,1193796.0
8509067,Klosters Dorf,2785700.0,1195367.0
8502128,Holderbank AG,2654926.0,1253348.0
8509065,Saas im Prättigau,2780637.0,1197901.0
8509064,Küblis,2777713.0,1198551.0
8509063,Fideris,2774787.0,1199364.0
8509062,Jenaz,2773588.0,1200150.0
8509061,Furna,2772842.0,1201244.0
8509060,Schiers,2771185.0,1204334.0
8509059,Grüsch,2767907.0,1205631.0
8509058,Seewis-Pardisla,2766911.0,1205202.0
8509057,Malans GR,2762435.0,1205163.0
8509056,Landquart Ried,2761519.0,1202864.0
8509055,Igis,2761837.0,1202053.0
8502042,Hochdorf Schönau,2665215.0,1224091.0
8502034,Beinwil am See,2657787.0,1235427.0
8502029,Mosen,2659472.0,1232895.0
8502028,Emmenbrücke Gersag,2663656.0,1214484.0
8509188,Cazis,2752456.0,1176234.0
8509187,Rodels-Realta,2752412.0,1177930.0
8509186,Rothenbrunnen,2751302.0,1181541.0
8509185,Rhäzüns,2749660.0,1185038.0
8509184,Bonaduz,2749516.0,1186214.0
8509183,Reichenau-Tamins,2750607.0,1187729.0
8509181,Domat/Ems,2753678.0,1188861.0
8502000,Aarburg-Oftringen,2635502.0,1241150.0
8502001,Zofingen,2638164.0,1237585.0
8502002,Brittnau-Wikon,2639235.0,1234769.0
8502003,Reiden,2640139.0,1232419.0
8502004,Dagmersellen,2640934.0,1229766.0
8502005,Nebikon,2640834.0,1226966.0
8502006,Wauwil,2643991.0,1226041.0
8502007,Sursee,2649981.0,1224636.0
8502008,Nottwil,2653099.0,1221107.0
8502009,Sempach-Neuenkirch,2657476.0,1218617.0
8502010,St. Erhard-Knutwil,2648206.0,1225654.0
8502011,Oberkirch LU,2651235.0,1222917.0
8509180,Felsberg,2755794.0,1190023.0
8502017,Waldibrücke,2666876.0,1217809.0
8502019,Ermensee,2660863.0,1231285.0
8502021,Emmenbrücke,2664101.0,1213631.0
8502022,Eschenbach LU,2667079.0,1220534.0
8502023,Ballwil,2666605.0,1222905.0
8502024,Hochdorf,2664451.0,1224350.0
8502025,Baldegg,2663787.0,1226424.0
8502026,Gelfingen,2662586.0,1229509.0
8502027,Hitzkirch,2661605.0,1230512.0
8503093,Zürich Manegg,2681706.0,1243579.0
8503095,Sood-Oberleimbach,2681868.0,1241537.0
8501118,Renens VD,2534051.0,1154334.0
8506284,Jakobsbad,2742841.0,1242743.0
8506316,Au SG,2766141.0,1256256.0
8506314,St. Margrethen SG,2765862.0,1258150.0
8506313,Rheineck,2762251.0,1259571.0
8506312,Staad SG,2758036.0,1260992.0
8506311,Rorschach,2755754.0,1260632.0
8506305,Goldach,2752892.0,1260090.0
8506304,Mörschwil,2748924.0,1260097.0
8506303,St. Gallen St. Fiden,2747457.0,1255586.0
8506302,St. Gallen,2745713.0,1254279.0
8506301,St. Gallen Bruggen,2742720.0,1252429.0
8506300,St. Gallen Winkeln,2740556.0,1252013.0
8506290,Herisau,2738777.0,1250441.0
8506286,Appenzell,2748967.0,1243834.0
8506285,Gonten,2744267.0,1243678.0
8506283,Urnäsch,2739619.0,1242416.0
8506206,Wil SG,2720812.0,1258081.0
8506282,Zürchersmühle,2740143.0,1243802.0
8506281,Waldstatt,2739564.0,1246828.0
8506280,Herisau Wilen,2738999.0,1248835.0
8506271,Gontenbad,2746155.0,1244112.0
8505000,Luzern,2666224.0,1211384.0
8506217,Sulgen,2731380.0,1266802.0
8506216,Kradolf,2732761.0,1265267.0
8506215,Bischofszell Nord,2735267.0,1262621.0
8506214,Sitterdorf,2736382.0,1263181.0
8506213,Bischofszell Stadt,2735849.0,1261714.0
8506212,Hauptwil,2736650.0,1260034.0
8506211,Arnegg,2736772.0,1256159.0
8506210,Gossau SG,2736927.0,1252807.0
8506209,Flawil,2732146.0,1253072.0
8506317,Heerbrugg,2765164.0,1253368.0
8506318,Rebstein-Marbach,2762163.0,1251310.0
8506319,Altstätten SG,2759937.0,1249203.0
8506322,Rorschach Stadt,2754572.0,1260333.0
8504284,La Presta Mines d'asphalte,2540275.0,1198078.0
8504285,Couvet,2538814.0,1197188.0
8504286,Môtiers NE,2536892.0,1195970.0
8504287,Fleurier,2534681.0,1195208.0
8504288,Buttes,2532518.0,1193407.0
8504300,Biel/Bienne,2585151.0,1220232.0
8507009,Uttigen,2610994.0,1182582.0
8507008,Kiesen,2610445.0,1185319.0
8507007,Wichtrach,2609933.0,1187838.0
8507006,Münsingen,2609210.0,1191366.0
8507005,Rubigen,2608133.0,1194234.0
8507003,Gümligen,2605092.0,1198139.0
8504314,La Chaux-de-Fonds,2553490.0,1216557.0
8504315,Le Crêt-du-Locle,2550327.0,1214232.0
8504316,Le Locle,2547390.0,1212104.0
8507002,Ostermundigen,2603263.0,1200637.0
8507000,Bern,2600038.0,1199750.0
8504410,Zollikofen,2601847.0,1205641.0
8504419,Biel Mett,2587398.0,1221541.0
8506398,Neukirch-Egnach,2745844.0,1267141.0
8506397,Steinebrunn,2743907.0,1266286.0
8506396,Muolen,2742984.0,1264716.0
8506395,Häggenschwil-Winden,2744650.0,1263227.0
8506394,Roggwil-Berg,2747209.0,1261257.0
8506393,Wittenbach,2747010.0,1258723.0
8506369,Trogen,2752662.0,1252684.0
8506368,Gfeld,2752241.0,1252425.0
8506367,Bendlehn,2751840.0,1252629.0
8506366,Speicher,2751240.0,1253063.0
8506208,Uzwil,2727659.0,1255337.0
8506148,St. Katharinental,2697108.0,1282682.0
8507071,Seftigen,2607762.0,1181747.0
8505307,Chiasso,2723772.0,1076870.0
8505219,Lamone-Cadempino,2715615.0,1099787.0
8506101,Felben-Wellhausen,2713193.0,1270685.0
8506100,Frauenfeld,2709726.0,1268513.0
8506047,Andelfingen,2693216.0,1272189.0
8506044,Winterthur Töss,2695757.0,1260669.0
8506043,Winterthur Wülflingen,2693590.0,1262483.0
8506042,Pfungen,2690990.0,1263511.0
8506041,Embrach-Rorbas,2686496.0,1263949.0
8505300,Lugano,2716839.0,1096006.0
8505302,Melide,2717052.0,1090474.0
8505303,Maroggia-Melano,2719085.0,1087925.0
8505304,Capolago-Riva S. Vitale,2719535.0,1084643.0
8505305,Mendrisio,2719586.0,1080894.0
8505306,Balerna,2721687.0,1078449.0
8506025,Etzwilen,2703659.0,1279856.0
8506143,Münsterlingen Spital,2735089.0,1277256.0
8506019,Islikon,2705956.0,1267296.0
8506018,Rickenbach-Attikon,2701688.0,1265833.0
8506017,Wiesendangen,2700718.0,1264725.0
8506016,Oberwinterthur,2699572.0,1262746.0
8506000,Winterthur,2696832.0,1261857.0
8505405,Quartino,2711919.0,1112123.0
8505406,Magadino-Vira,2709062.0,1111406.0
8505407,S. Nazzaro,2705749.0,1110218.0
8505408,Ranzo-S. Abbondio,2703425.0,1108159.0
8505410,Gerra (Gambarogno),2704068.0,1108731.0
8505415,S. Antonino,2718251.0,1113106.0
8505874,Colmegna,2701691.0,1097875.0
8505862,Pino-Tronzano,2700399.0,1106099.0
8505861,Maccagno,2700391.0,1100149.0
8505218,Taverne-Torricella,2715440.0,1101670.0
8505217,Mezzovico,2715226.0,1105845.0
8505216,Rivera-Bironico,2714908.0,1109142.0
8505214,Giubiasco,2720850.0,1114798.0
8506139,Stein am Rhein,2706403.0,1279345.0
8506138,Eschenz,2708043.0,1278185.0
8506137,Mammern,2710858.0,1278098.0
8506136,Steckborn,2715850.0,1280457.0
8506135,Berlingen,2718909.0,1281486.0
8506134,Mannenbach-Salenstein,2721219.0,1281582.0
8506133,Ermatingen,2723695.0,1281227.0
8506132,Tägerwilen-Gottlieben,2727273.0,1280149.0
8506131,Kreuzlingen,2730001.0,1279423.0
8506128,Kreuzlingen Hafen,2730979.0,1279068.0
8506127,Bottighofen,2733338.0,1278180.0
8506126,Münsterlingen-Scherzingen,2734401.0,1277394.0
8506125,Altnau,2737356.0,1276121.0
8506123,Kesswil,2741296.0,1273337.0
8506122,Uttwil,2742996.0,1272324.0
8506121,Romanshorn,2746036.0,1270119.0
8506119,Kurzrickenbach Seepark,2732074.0,1278415.0
8506118,Triboltingen,2725446.0,1280474.0
8506109,Amriswil,2740272.0,1268302.0
8506108,Oberaach,2737919.0,1268566.0
8506107,Erlen,2734548.0,1268281.0
8506106,Bürglen TG,2728810.0,1267891.0
8506105,Weinfelden,2725495.0,1269724.0
8506104,Märstetten,2722133.0,1271499.0
8505209,Biasca,2718191.0,1134556.0
8506103,Müllheim-Wigoltingen,2718611.0,1272022.0
8506102,Hüttlingen-Mettendorf,2715542.0,1271313.0
8505212,Castione-Arbedo,2723662.0,1120315.0
8505213,Bellinzona,2722803.0,1117241.0
8507070,Uetendorf,2610250.0,1180425.0
8507072,Burgistein,2606306.0,1182033.0
8503096,Adliswil,2682086.0,1240723.0
8503308,Kloten,2686367.0,1255943.0
8503207,Richterswil,2696126.0,1229381.0
8503209,Pfäffikon SZ,2701487.0,1228872.0
8503211,Altendorf,2704897.0,1227927.0
8503220,Lachen SZ,2707164.0,1227534.0
8503221,Siebnen-Wangen,2710816.0,1226778.0
8503222,Schübelbach-Buttikon,2713714.0,1226135.0
8503223,Reichenburg,2717023.0,1225788.0
8503224,Bilten,2720676.0,1223581.0
8503225,Ziegelbrücke,2722998.0,1221845.0
8503283,Einsiedeln,2699076.0,1220557.0
8503284,Biberbrugg,2697374.0,1223620.0
8503304,Kemptthal,2695543.0,1256555.0
8503305,Effretikon,2694165.0,1253527.0
8503307,Bassersdorf,2689583.0,1254875.0
8503309,Kloten Balsberg,2685390.0,1255226.0
8503511,Neuenhof,2667319.0,1255924.0
8503340,Opfikon,2684737.0,1253845.0
8503400,Bülach,2682661.0,1264268.0
8503423,Neuhausen,2689075.0,1282063.0
8503424,Schaffhausen,2689636.0,1283756.0
8503425,Feuerthalen,2690638.0,1283092.0
8503426,Langwiesen,2691881.0,1282141.0
8503427,Schlatt TG,2693779.0,1281732.0
8503428,Diessenhofen,2698633.0,1282475.0
8503429,Schlattingen,2700029.0,1280403.0
8503503,Turgi,2661404.0,1260429.0
8503504,Baden,2665511.0,1258768.0
8503505,Wettingen,2666158.0,1256909.0
8503506,Killwangen-Spreitenbach,2669073.0,1254017.0
8503508,Dietikon,2672940.0,1251001.0
8503206,Wädenswil,2693645.0,1231669.0
8503204,Horgen,2687663.0,1235155.0
8503202,Thalwil,2685175.0,1238955.0
8503201,Rüschlikon,2684431.0,1240184.0
8503097,Langnau-Gattikon,2683605.0,1237968.0
8503099,Sihlau,2682169.0,1239725.0
8503100,Zollikon,2685485.0,1243557.0
8503101,Küsnacht ZH,2686338.0,1241548.0
8503102,Erlenbach ZH,2687182.0,1240075.0
8503103,Herrliberg-Feldmeilen,2688826.0,1237434.0
8503104,Meilen,2691235.0,1236135.0
8503105,Uetikon,2693863.0,1234977.0
8508071,Schönbühl Shoppyland,2604182.0,1207510.0
8503111,Winkel am Zürichsee,2687761.0,1239129.0
8508070,Oberzollikofen,2601749.0,1205099.0
8508068,Biberist RBS,2608883.0,1225885.0
8508066,Lohn-Lüterkofen,2606698.0,1223562.0
8508059,Jegenstorf,2605255.0,1210733.0
8508058,Urtenen,2604714.0,1208652.0
8508057,Schönbühl RBS,2604499.0,1207717.0
8508056,Moosseedorf,2603514.0,1207233.0
8503125,Uster,2696719.0,1245179.0
8503126,Nänikon-Greifensee,2694245.0,1247251.0
8503127,Schwerzenbach ZH,2692124.0,1248889.0
8503128,Dübendorf,2689436.0,1250593.0
8508054,Worblaufen,2601445.0,1203086.0
8503141,Küsnacht Goldbach,2685972.0,1242399.0
8503147,Stettbach,2687382.0,1250243.0
8508005,Burgdorf,2613907.0,1212203.0
8508004,Lyssach,2610840.0,1212536.0
8508003,Hindelbank,2608114.0,1210954.0
8508001,Schönbühl SBB,2604584.0,1207546.0
8503200,Kilchberg ZH,2683863.0,1242099.0
8503509,Schlieren,2676139.0,1250306.0
8503512,Glanzenberg,2674116.0,1250247.0
8507073,Thurnen,2605743.0,1184714.0
8504218,Bôle,2554321.0,1202214.0
8504108,Bern Europaplatz,2597524.0,1199236.0
8504113,Wünnewil,2587956.0,1191205.0
8504115,Thörishaus Dorf,2593388.0,1193610.0
8504117,Oberwangen,2594177.0,1195944.0
8504200,Yverdon-les-Bains,2539084.0,1181463.0
8504201,Grandson,2539189.0,1184212.0
8504205,Gorgier-St-Aubin,2549891.0,1194429.0
8504206,Bevaix,2552254.0,1197814.0
8504208,Boudry,2554059.0,1201108.0
8504209,Colombier NE,2555118.0,1202011.0
8507100,Thun,2614591.0,1178203.0
8504215,Travers,2541978.0,1199319.0
8504216,Noiraigue,2545435.0,1200677.0
8504217,Champ-du-Moulin,2549488.0,1201196.0
8504219,Auvernier,2557322.0,1203328.0
8503525,Otelfingen Golfpark,2672655.0,1256561.0
8504220,Neuchâtel-Serrières,2559277.0,1203795.0
8504221,Neuchâtel,2561747.0,1205197.0
8504222,St-Blaise CFF,2565288.0,1207160.0
8504223,Cornaux NE,2568439.0,1209810.0
8504224,Cressier NE,2569675.0,1211291.0
8504225,Le Landeron,2571714.0,1211802.0
8504226,La Neuveville,2573913.0,1212481.0
8504227,Ligerz,2576955.0,1214796.0
8504228,Twann,2578579.0,1215890.0
8504229,Tüscherz,2581686.0,1218252.0
8507094,Uetendorf Allmend,2611934.0,1180228.0
8507076,Belp,2604573.0,1193087.0
8507075,Toffen,2604377.0,1189706.0
8507074,Kaufdorf,2604823.0,1187418.0
8504106,Bern Bümpliz Süd,2596696.0,1198490.0
8504105,Niederwangen,2595265.0,1197159.0
8504104,Thörishaus Station,2593782.0,1194839.0
8504103,Flamatt,2590926.0,1193049.0
8503526,Regensdorf-Watt,2677960.0,1254487.0
8503527,Buchs-Dällikon,2675184.0,1256324.0
8503528,Otelfingen,2671557.0,1256449.0
8503529,Würenlos,2669317.0,1255402.0
8507492,Interlaken Ost,2632921.0,1171121.0
8507483,Spiez,2618472.0,1170603.0
8504000,Pully-Nord,2540090.0,1151785.0
8504007,Moreillon,2549881.0,1150997.0
8504010,La Conversion,2541649.0,1151592.0
8504011,Grandvaux,2545034.0,1149767.0
8504012,Puidoux,2548335.0,1149392.0
8504014,Palézieux,2553919.0,1154785.0
8504023,Romont FR,2559703.0,1171502.0
8507290,Zweisimmen,2595109.0,1155802.0
8504070,Montbovon,2569554.0,1148311.0
8507279,Lenk im Simmental,2600375.0,1145250.0
8507278,Boden,2599750.0,1146605.0
8507277,Matten i.S.,2598695.0,1149155.0
8507276,St. Stephan,2597074.0,1150425.0
8507275,Stöckli,2596144.0,1151724.0
8504086,Bulle,2570462.0,1163181.0
8507274,Blankenburg,2595910.0,1154425.0
8507273,Oeschseite,2593375.0,1153345.0
8507272,Saanenmöser,2590260.0,1151820.0
8507271,Schönried,2588675.0,1150370.0
8507270,Gruben,2587830.0,1148815.0
8504100,Fribourg/Freiburg,2578047.0,1183595.0
8504101,Düdingen,2581018.0,1188910.0
8504102,Schmitten FR,2585915.0,1190218.0
8501120,Lausanne,2537875.0,1152042.0
8503086,Zürich Brunau,2682175.0,1245101.0
8501117,Bussigny,2531985.0,1155530.0
8500141,Courchavon,2571262.0,1254401.0
8500302,Möhlin,2629746.0,1267980.0
8500301,Rheinfelden,2626613.0,1266781.0
8500300,Kaiseraugst,2621497.0,1265347.0
8500294,Balsthal,2619360.0,1240289.0
8500293,Thalbrücke,2618878.0,1239757.0
8500292,Klus,2619297.0,1239296.0
8500122,Bassecourt,2585505.0,1242888.0
8500123,Glovelier,2582668.0,1242731.0
8500125,Courgenay,2576267.0,1250538.0
8500126,Porrentruy,2572944.0,1252297.0
8500127,Courtemaîche,2571100.0,1256192.0
8500128,Boncourt,2568194.0,1260294.0
8519133,Fribourg/Freiburg Poya,2578467.0,1184975.0
8518963,Solothurn Allmend,2606273.0,1228664.0
8500187,Vendlincourt,2578764.0,1255746.0
8518771,Biel/Bienne Bözingenfeld/Champs-de-Boujean,2589082.0,1223056.0
8518475,Mendrisio S. Martino,2719916.0,1081802.0
8500144,Buix,2569197.0,1258810.0
8518452,Prilly-Malley,2535856.0,1153164.0
8518243,Beringerfeld,2686595.0,1283387.0
8500159,Grenchen Nord,2596286.0,1226751.0
8517519,Stabio,2716935.0,1078685.0
8501054,La Gottaz,2526762.0,1151029.0
8500169,Muriaux,2565674.0,1232689.0
8500174,Le Noirmont,2563482.0,1230372.0
8517377,Bibenlos-Sonnenhof,2668878.0,1245171.0
8517376,Dietikon Schöneggstrasse,2672644.0,1250572.0
8501037,Morges,2527498.0,1151526.0
8500303,Mumpf,2635457.0,1266429.0
8500304,Eiken,2641504.0,1264847.0
8500305,Frick,2643279.0,1262002.0
8500309,Brugg AG,2658054.0,1259184.0
8501103,Vallorbe,2518333.0,1174024.0
8501100,Le Pont,2514759.0,1169211.0
8501096,Bière,2515486.0,1154611.0
8501095,Ballens,2518389.0,1156219.0
8501094,Apples,2522154.0,1156015.0
8501093,Yens,2522396.0,1152575.0
8501092,Bussy-Chardonney,2523878.0,1153314.0
8501091,Vufflens-le-Château,2525922.0,1153069.0
8501090,Prélionne,2526445.0,1151357.0
8501085,Ballens-Froideville,2519594.0,1155913.0
8501083,Reverolle,2522706.0,1154846.0
8501082,Chardonney-Château,2522819.0,1154208.0
8501081,Chigny,2525838.0,1152093.0
8501080,Le Marais,2525113.0,1153375.0
8588122,Landschlacht,2735911.0,1276925.0
8530334,La Médettaz,2566690.0,1106462.0
